,name,description,homepage,resource,category,projectrank,show,pypi_id,github_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,pypi_latest_release_published_at,pypi_dependent_project_count,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_monthly_downloads,npm_latest_release_published_at,npm_dependent_project_count,conda_dependent_project_count,updated_github_id,trending,cran_id,pypi,go_id,go_url,go_latest_release_published_at,go_dependent_project_count,gem_id,hex_id,docs_url,bitbucket_id
39,bqplot,Plotting library for IPython/Jupyter notebooks.,https://github.com/bqplot/bqplot,,widgets,29,True,bqplot,bqplot/bqplot,conda-forge/bqplot,https://github.com/bqplot/bqplot,Apache-2.0,2015-09-26 04:02:18.000,2024-01-30 15:36:10.000000,2023-10-04 07:40:23,3656.0,,447.0,100.0,1044.0,225.0,368.0,3526.0,2023-08-04 08:28:46.000,0.12.41,,157647.0,63.0,55.0,55.0,64.0,https://pypi.org/project/bqplot,126613.0,https://anaconda.org/conda-forge/bqplot,2023-11-06 09:55:37.480,1257646.0,2.0,,,,,,,,bqplot,https://www.npmjs.com/package/bqplot,3087.0,,,,,,,,,,,,,,,
40,ipyparallel,IPython Parallel: Interactive Parallel Computing in Python.,https://github.com/ipython/ipyparallel,,notebook-tools,29,False,ipyparallel,ipython/ipyparallel,conda-forge/ipyparallel,https://github.com/ipython/ipyparallel,,2015-04-09 07:43:55.000,2024-02-08 09:42:44.000000,2024-02-08 09:42:43,2880.0,25.0,1055.0,121.0,506.0,61.0,295.0,2532.0,2023-04-14 13:35:06.415,8.6.1,,207360.0,45.0,305.0,,113.0,https://pypi.org/project/ipyparallel,197197.0,https://anaconda.org/conda-forge/ipyparallel,2023-06-16 13:17:51.662,955390.0,2.0,,2023-04-14 13:35:06.415,305.0,,,,,,,,,,,,5.0,,,,,,,,,,
41,repo2docker,Turn repositories into Jupyter-enabled Docker images.,https://github.com/jupyterhub/repo2docker,,notebook-tools,29,True,jupyter-repo2docker,jupyterhub/repo2docker,,https://github.com/jupyterhub/repo2docker,BSD-3-Clause,2017-05-09 08:36:30.000,2024-02-06 07:22:47.000000,2024-02-06 07:22:46,2751.0,32.0,334.0,49.0,805.0,159.0,365.0,1569.0,2022-10-18 19:01:00.000,2022.10.0,,6690.0,12.0,201.0,201.0,123.0,https://pypi.org/project/jupyter-repo2docker,6690.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
42,JupyterLab Git,A Git extension for JupyterLab.,https://github.com/jupyterlab/jupyterlab-git,,lab-extensions,29,True,jupyterlab-git,jupyterlab/jupyterlab-git,conda-forge/jupyterlab-git,https://github.com/jupyterlab/jupyterlab-git,BSD-3-Clause,2017-06-20 17:31:00.000,2024-02-07 14:03:02.767000,2023-12-06 16:15:46,1884.0,8.0,299.0,39.0,700.0,98.0,495.0,1356.0,2023-11-21 14:39:09.000,0.50.0,170.0,171541.0,78.0,41.0,3.0,94.0,https://pypi.org/project/jupyterlab-git,142316.0,https://anaconda.org/conda-forge/jupyterlab-git,2024-02-07 14:03:02.767,520412.0,1.0,,2023-11-21 14:38:56.000,31.0,,,,,@jupyterlab/git,https://www.npmjs.com/package/@jupyterlab/git,17394.0,2023-11-21 14:38:51.510,7.0,,,,,,,,,,,,,
43,Stencila,"Programmable, reproducible, interactive documents.",https://github.com/stencila/stencila,,notebook-sharing,29,True,,stencila/stencila,,https://github.com/stencila/stencila,Apache-2.0,2012-05-31 02:43:31.000,2024-02-15 07:16:52.000000,2024-02-13 02:55:03,12446.0,973.0,43.0,27.0,1347.0,65.0,607.0,756.0,2023-11-26 02:36:17.000,2.0.0-alpha.23,4081.0,629.0,100.0,20.0,20.0,43.0,,,,,,2.0,stencila/cloud,,,https://hub.docker.com/r/stencila/cloud,2019-04-08 04:14:51.284193,,16469.0,stencila,https://www.npmjs.com/package/stencila,373.0,,,,,,,,,,,,,,,
44,DockerSpawner,Spawns JupyterHub single user servers in Docker containers.,https://github.com/jupyterhub/dockerspawner,,hub-spawners,29,True,dockerspawner,jupyterhub/dockerspawner,conda-forge/dockerspawner,https://github.com/jupyterhub/dockerspawner,BSD-3-Clause,2014-09-26 20:08:26.000,2024-02-13 09:36:38.000000,2024-02-01 09:28:10,725.0,15.0,309.0,27.0,243.0,25.0,250.0,467.0,2023-11-21 14:14:18.000,13.0.0,,29890.0,17.0,209.0,182.0,69.0,https://pypi.org/project/dockerspawner,29202.0,https://anaconda.org/conda-forge/dockerspawner,2023-11-21 14:56:25.623,20661.0,2.0,,2023-11-21 14:14:18.000,27.0,,,,,,,,,,,,,,,,,,,,,,
45,sos,SoS workflow system for daily data analysis.,https://github.com/vatlab/sos,,notebook-environments,29,True,sos-notebook,vatlab/SOS,conda-forge/sos,https://github.com/vatlab/sos,BSD-3-Clause,2016-02-13 00:46:46.000,2024-02-15 06:12:28.000000,2024-02-13 04:47:36,7617.0,23.0,40.0,8.0,75.0,67.0,1384.0,262.0,2019-05-21 01:06:30.000,0.9.11,,4672.0,59.0,5361.0,5361.0,36.0,https://pypi.org/project/sos-notebook,973.0,https://anaconda.org/conda-forge/sos,2024-02-05 02:04:56.713,166463.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
46,Jupyter Sphinx,Sphinx extension for rendering of Jupyter interactive widgets.,https://github.com/jupyter/jupyter-sphinx,,notebook-tools,29,True,jupyter_sphinx,jupyter/jupyter-sphinx,conda-forge/jupyter_sphinx,https://github.com/jupyter/jupyter-sphinx,BSD-3-Clause,2016-11-15 18:36:37.000,2024-02-12 02:36:58.000000,2024-01-10 12:24:35,417.0,41.0,60.0,24.0,119.0,44.0,109.0,179.0,2023-12-28 12:15:36.000,0.5.3,,81121.0,14.0,2479.0,2479.0,28.0,https://pypi.org/project/jupyter_sphinx,75551.0,https://anaconda.org/conda-forge/jupyter_sphinx,2024-01-27 18:09:27.331,239539.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
47,JupyterLab TOC,Table of Contents extension for JupyterLab.,https://github.com/jupyterlab/jupyterlab-toc,,lab-extensions,28,False,,jupyterlab/jupyterlab-toc,,https://github.com/jupyterlab/jupyterlab-toc,BSD-3-Clause,2018-03-12 15:55:19.000,2024-02-13 00:36:52.402000,2021-08-10 23:33:21,523.0,,3010.0,30.0,63.0,64.0,51.0,13607.0,2024-02-13 00:36:52.402,6.1.1,,118800.0,235.0,19.0,,14.0,,,,,,1.0,,,,,,,,@jupyterlab/toc,https://www.npmjs.com/package/@jupyterlab/toc,118800.0,2024-02-13 00:36:52.402,19.0,,,,,,,,,,,,,
48,Jupyter Themes,Custom Jupyter Notebook Themes.,https://github.com/dunovank/jupyter-themes,,jupyter-extensions,28,True,jupyterthemes,dunovank/jupyter-themes,,https://github.com/dunovank/jupyter-themes,MIT,2014-12-10 23:22:23.000,2023-10-18 13:16:38.000000,2023-10-18 13:16:38,638.0,,1069.0,159.0,79.0,199.0,202.0,9703.0,2018-11-22 17:02:16.000,0.20.0,,38522.0,116.0,145.0,21.0,43.0,https://pypi.org/project/jupyterthemes,38522.0,,,,2.0,,2018-11-22 17:02:16.000,124.0,,,,,,,,,,,,,,,,,,,,,,
49,facets-overview,Visualizations for machine learning datasets.,https://github.com/PAIR-code/facets,,widgets,28,True,facets-overview,pair-code/facets,,https://github.com/PAIR-code/facets,Apache-2.0,2017-07-07 14:03:03.000,2023-05-24 15:58:01.158000,2023-05-24 15:56:22,277.0,,909.0,267.0,98.0,82.0,81.0,7295.0,2023-05-24 15:58:01.158,1.1.1,,183589.0,9.0,222.0,214.0,31.0,https://pypi.org/project/facets-overview,183589.0,,,,2.0,,2023-05-24 15:58:01.158,8.0,,,,,,,,,,,,,,,,,,,,,,
50,elyra,Elyra extends JupyterLab with an AI centric approach.,https://github.com/elyra-ai/elyra,,lab-extensions,28,True,elyra,elyra-ai/elyra,conda-forge/elyra,https://github.com/elyra-ai/elyra,Apache-2.0,2019-10-22 21:37:58.000,2024-02-15 05:37:04.000000,2024-02-15 05:37:04,1912.0,7.0,311.0,45.0,1481.0,257.0,1356.0,1737.0,2023-03-29 14:23:28.000,3.15.0,,3256.0,29.0,54.0,54.0,62.0,https://pypi.org/project/elyra,1991.0,https://anaconda.org/conda-forge/elyra,2023-06-16 19:21:23.887,43696.0,1.0,,,,,,,,@elyra/services,https://www.npmjs.com/package/@elyra/services,225.0,,,,,,,,,,,,,,,
51,nbdime,Tools for diffing and merging of Jupyter notebooks.,https://github.com/jupyter/nbdime,,notebook-sharing,27,False,nbdime,jupyter/nbdime,conda-forge/nbdime,https://github.com/jupyter/nbdime,,2015-11-16 09:25:53.000,2024-01-25 19:32:31.000000,2023-11-21 09:21:22,2132.0,6.0,148.0,42.0,411.0,72.0,263.0,2566.0,2023-11-21 09:21:51.000,4.0.1,99.0,275949.0,25.0,136.0,136.0,50.0,https://pypi.org/project/nbdime,224002.0,https://anaconda.org/conda-forge/nbdime,2023-11-21 14:11:17.594,969028.0,2.0,,,,,,,,nbdime-jupyterlab,https://www.npmjs.com/package/nbdime-jupyterlab,27713.0,,,,,,,,,,,,,,,
52,PixieDust,Python Helper library for Jupyter Notebooks.,https://github.com/pixiedust/pixiedust,,notebook-tools,27,False,pixiedust,pixiedust/pixiedust,conda-forge/pixiedust,https://github.com/pixiedust/pixiedust,Apache-2.0,2016-07-01 17:34:14.000,2023-06-16 16:19:15.930000,2021-02-16 04:46:41,2157.0,,160.0,42.0,374.0,164.0,261.0,1035.0,2019-12-04 15:06:08.000,1.1.18,,16691.0,19.0,262.0,262.0,33.0,https://pypi.org/project/pixiedust,15730.0,https://anaconda.org/conda-forge/pixiedust,2023-06-16 16:19:15.930,49038.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
53,jupyter-dash,OBSOLETE - Dash v2.11+ has Jupyter support built in!.,https://github.com/plotly/jupyter-dash,,widgets,27,True,jupyter-dash,plotly/jupyter-dash,conda-forge/jupyter-dash,https://github.com/plotly/jupyter-dash,MIT,2020-04-26 18:43:59.000,2024-02-04 06:14:43.000000,2023-08-11 17:18:48,162.0,,234.0,46.0,49.0,46.0,29.0,943.0,2022-04-01 20:13:44.000,0.4.2,99.0,153435.0,11.0,3616.0,3616.0,10.0,https://pypi.org/project/jupyter-dash,142213.0,https://anaconda.org/conda-forge/jupyter-dash,2023-06-16 19:23:51.624,354470.0,2.0,,,,,,,,jupyterlab-dash,https://www.npmjs.com/package/jupyterlab-dash,2132.0,,,,,,,,,,,,,,,
54,itkwidgets,An elegant Python interface for visualization on the web platform to interactively generate insights into..,https://github.com/InsightSoftwareConsortium/itkwidgets,,widgets,27,True,itkwidgets,InsightSoftwareConsortium/itkwidgets,conda-forge/itkwidgets,https://github.com/InsightSoftwareConsortium/itkwidgets,Apache-2.0,2018-02-15 01:43:39.000,2024-02-02 22:03:33.000000,2024-02-02 22:02:58,612.0,145.0,79.0,26.0,464.0,111.0,162.0,566.0,2023-03-02 22:39:14.000,0.32.6,87.0,13834.0,64.0,291.0,291.0,7.0,https://pypi.org/project/itkwidgets,8014.0,https://anaconda.org/conda-forge/itkwidgets,2023-06-16 16:12:17.646,346344.0,2.0,,,,,,,,itkwidgets,https://www.npmjs.com/package/itkwidgets,322.0,,,,,,,,,,,,,,,
55,mkdocs-jupyter,Use Jupyter Notebook in mkdocs.,https://github.com/danielfrg/mkdocs-jupyter,,notebook-sharing,27,True,mkdocs-jupyter,danielfrg/mkdocs-jupyter,conda-forge/mkdocs-jupyter,https://github.com/danielfrg/mkdocs-jupyter,Apache-2.0,2019-12-18 02:11:34.000,2024-02-14 03:18:21.000000,2024-02-14 03:18:20,233.0,4.0,37.0,5.0,78.0,18.0,92.0,316.0,2023-10-15 18:55:37.000,0.24.6,,166311.0,35.0,2069.0,1920.0,21.0,https://pypi.org/project/mkdocs-jupyter,164919.0,https://anaconda.org/conda-forge/mkdocs-jupyter,2023-10-15 20:44:27.551,54319.0,2.0,,2023-10-15 18:55:37.000,149.0,,,,,,,,,,,,,,,,,,,,,,
56,jupyter-console,Jupyter Terminal Console.,https://github.com/jupyter/jupyter_console,,others,27,True,jupyter-console,jupyter/jupyter_console,conda-forge/jupyter_console,https://github.com/jupyter/jupyter_console,BSD-3-Clause,2015-04-09 06:58:55.000,2023-09-13 20:27:19.000000,2023-03-06 14:13:15,629.0,,152.0,28.0,141.0,67.0,94.0,237.0,2023-03-06 14:15:13.579,6.6.3,370.0,3652589.0,26.0,122.0,,60.0,https://pypi.org/project/jupyter-console,3607284.0,https://anaconda.org/conda-forge/jupyter_console,2023-06-16 13:18:03.803,4257168.0,2.0,,2023-03-06 14:15:13.579,122.0,,,,,,,,,,,,4.0,,,,,,,,,,
57,Evcxr,"An evaluation context for Rust, including a Jupyter Kernel.",https://github.com/evcxr/evcxr,,kernels,26,True,,evcxr/evcxr,,https://github.com/evcxr/evcxr,MIT,2018-09-25 10:19:22.000,2024-01-17 05:44:36.000000,2024-01-17 05:43:36,683.0,15.0,209.0,55.0,100.0,98.0,143.0,5055.0,2023-12-17 00:16:37.000,0.17.0,3807.0,223.0,7.0,161.0,161.0,49.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
58,nbdev,Create delightful software with Jupyter Notebooks.,https://github.com/fastai/nbdev,,notebook-tools,26,True,nbdev,fastai/nbdev,,https://github.com/fastai/nbdev,Apache-2.0,2019-11-18 17:37:35.000,2023-12-29 22:24:56.000000,2023-11-13 05:45:49,1679.0,,458.0,46.0,542.0,133.0,713.0,4685.0,2023-10-19 04:39:52.000,2.3.13,,54486.0,25.0,,,46.0,https://pypi.org/project/nbdev,54486.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
59,qgrid,"An interactive grid for sorting, filtering, and editing DataFrames in Jupyter notebooks.",https://github.com/quantopian/qgrid,,widgets,26,False,qgrid,quantopian/qgrid,conda-forge/qgrid,https://github.com/quantopian/qgrid,Apache-2.0,2014-09-30 04:33:20.000,2024-01-12 07:28:07.000000,2020-04-07 18:56:49,405.0,,424.0,88.0,105.0,178.0,127.0,3011.0,2020-04-07 16:43:54.000,1.3.1,,54371.0,73.0,103.0,12.0,30.0,https://pypi.org/project/qgrid,48282.0,https://anaconda.org/conda-forge/qgrid,2023-06-16 16:08:00.950,400072.0,2.0,,2020-04-07 16:43:54.000,87.0,,,,,qgrid,https://www.npmjs.com/package/qgrid,533.0,2018-07-11 05:36:40.781,4.0,,,,,,,,,,,,,
60,BeakerX,Beaker Extensions for Jupyter Notebook.,https://github.com/twosigma/beakerx,,notebook-tools,26,False,beakerx,twosigma/beakerx,conda-forge/beakerx,https://github.com/twosigma/beakerx,Apache-2.0,2013-12-03 14:16:36.000,2023-12-04 02:04:59.000000,2021-01-21 14:02:57,1689.0,,380.0,123.0,3798.0,351.0,4176.0,2792.0,2018-12-04 18:27:21.000,1.3.0,35.0,16550.0,39.0,,,44.0,https://pypi.org/project/beakerx,6268.0,https://anaconda.org/conda-forge/beakerx,2023-06-16 13:23:56.494,621527.0,2.0,beakerx/beakerx,,,https://hub.docker.com/r/beakerx/beakerx,2018-12-02 20:23:21.082606,23.0,249462.0,beakerx,https://www.npmjs.com/package/beakerx,167.0,,,,,,,,,,,,,,,
61,docker-python,Kaggle Python docker image.,https://github.com/Kaggle/docker-python,,notebook-environments,26,True,,kaggle/docker-python,,https://github.com/Kaggle/docker-python,Apache-2.0,2015-04-14 01:45:38.000,2024-02-10 03:17:32.000000,2024-02-08 22:05:49,2321.0,35.0,876.0,94.0,1007.0,29.0,316.0,2484.0,2024-02-10 03:17:32.000,cab428c4d7fcbfd728fc948e6ecaac1cf7b2f98f18461eda5c0cadfedf65b3da,,1844.0,100.0,,,157.0,,,,,,3.0,kaggle/python,,,https://hub.docker.com/r/kaggle/python,2024-02-10 03:16:15.977147,180.0,195466.0,,,,,,,,,,,,,,,,,,
62,DataLab,Interactive tools and developer experiences for Big Data on Google Cloud Platform.,https://github.com/googledatalab/datalab,,notebook-environments,26,False,datalab,googledatalab/datalab,,https://github.com/googledatalab/datalab,Apache-2.0,2014-08-06 18:37:34.000,2022-09-02 21:15:20.926000,2022-09-02 20:50:03,2055.0,,261.0,81.0,1293.0,232.0,667.0,977.0,2022-09-02 21:15:20.926,1.2.1,,108258.0,19.0,12.0,,53.0,https://pypi.org/project/datalab,108258.0,,,,3.0,,2022-09-02 21:15:20.926,12.0,,,,,,,,,,,,,,,,,,,,,,
63,NBextensions Configurator,A jupyter notebook serverextension providing config interfaces for nbextensions.,https://github.com/Jupyter-contrib/jupyter_nbextensions_configurator,,jupyter-extensions,26,True,jupyter_nbextensions_configurator,jupyter-contrib/jupyter_nbextensions_configurator,conda-forge/jupyter_nbextensions_configurator,https://github.com/Jupyter-contrib/jupyter_nbextensions_configurator,BSD-3-Clause,2016-06-24 22:29:05.000,2024-01-03 14:09:47.000000,2023-09-29 00:14:07,527.0,,120.0,18.0,72.0,66.0,35.0,961.0,2023-05-05 07:10:14.000,0.6.3,,496325.0,18.0,574.0,555.0,24.0,https://pypi.org/project/jupyter_nbextensions_configurator,478454.0,https://anaconda.org/conda-forge/jupyter_nbextensions_configurator,2023-06-16 13:20:40.292,1626317.0,2.0,,2023-05-05 07:04:01.205,19.0,,,,,,,,,,,,,,,,,,,,,,
64,LFortran,Official main repository for LFortran.,https://github.com/lfortran/lfortran,,kernels,26,False,lfortran,lfortran/lfortran,conda-forge/lfortran,https://github.com/lfortran/lfortran,,2019-03-24 13:22:20.000,2024-02-15 13:48:10.000000,2024-02-15 07:30:46,14740.0,903.0,110.0,21.0,1722.0,953.0,742.0,828.0,2024-01-31 00:26:53.000,0.33.1,752.0,2082.0,34.0,,,75.0,https://pypi.org/project/lfortran,115.0,https://anaconda.org/conda-forge/lfortran,2024-01-31 04:39:12.114,79475.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
65,Metakernel,Jupyter/IPython Kernel Tools.,https://github.com/Calysto/metakernel,,kernels,26,True,metakernel,Calysto/metakernel,conda-forge/metakernel,https://github.com/Calysto/metakernel,BSD-3-Clause,2014-08-24 20:53:45.000,2024-02-12 13:42:25.000000,2024-02-12 13:42:24,1151.0,1.0,85.0,17.0,129.0,31.0,116.0,332.0,2023-09-11 18:36:42.000,0.30.1,159.0,46178.0,99.0,920.0,842.0,34.0,https://pypi.org/project/metakernel,28003.0,https://anaconda.org/conda-forge/metakernel,2023-09-11 20:10:34.918,763146.0,1.0,,2023-09-11 18:36:35.000,78.0,,,,,,,,,,,,,,,,,,,,,,
66,jdaviz,JWST astronomical data analysis tools in the Jupyter platform.,https://github.com/spacetelescope/jdaviz,,widgets,26,True,jdaviz,spacetelescope/jdaviz,,https://github.com/spacetelescope/jdaviz,BSD-3-Clause,2019-05-07 17:54:06.000,2024-02-15 13:39:01.000000,2024-02-15 13:39:00,4931.0,273.0,56.0,19.0,1721.0,319.0,658.0,115.0,2023-12-21 21:05:26.000,3.8.1,,1242.0,32.0,38.0,38.0,32.0,https://pypi.org/project/jdaviz,1242.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
67,Knowledge Repo,A next-generation curated knowledge sharing platform for data scientists and other technical professions.,https://github.com/airbnb/knowledge-repo,,notebook-sharing,25,True,knowledge-repo,airbnb/knowledge-repo,,https://github.com/airbnb/knowledge-repo,Apache-2.0,2016-08-17 23:32:50.000,2023-07-20 11:16:46.000000,2023-04-17 04:04:39,1329.0,,657.0,175.0,478.0,124.0,167.0,5411.0,2023-02-22 03:46:18.000,0.9.3,,915.0,33.0,21.0,21.0,73.0,https://pypi.org/project/knowledge-repo,915.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
68,lux,Automatically visualize your pandas dataframe via a single print!.,https://github.com/lux-org/lux,,widgets,25,True,lux-api,lux-org/lux,conda-forge/lux-api,https://github.com/lux-org/lux,Apache-2.0,2020-01-08 04:53:29.000,2023-07-12 17:45:36.000000,2023-07-04 23:34:35,692.0,,354.0,90.0,262.0,81.0,161.0,4869.0,2022-02-19 00:48:20.000,0.5.1,,4298.0,18.0,183.0,179.0,21.0,https://pypi.org/project/lux-api,3321.0,https://anaconda.org/conda-forge/lux-api,2023-06-16 19:24:44.344,22008.0,2.0,,2022-02-19 00:46:49.000,2.0,,,,,luxwidget,https://www.npmjs.com/package/luxwidget,366.0,2022-02-17 19:41:18.102,2.0,,,,,,,,,,,,,
69,RISE,RISE: Live Reveal.js Jupyter/IPython Slideshow Extension.,https://github.com/damianavila/RISE,,notebook-sharing,25,False,RISE,damianavila/RISE,conda-forge/rise,https://github.com/damianavila/RISE,,2013-08-26 18:55:36.000,2023-10-29 13:51:07.000000,2023-10-29 13:51:05,770.0,,401.0,84.0,199.0,155.0,294.0,3634.0,,,,11952.0,9.0,2742.0,2742.0,44.0,https://pypi.org/project/RISE,7937.0,https://anaconda.org/conda-forge/rise,2023-06-16 16:08:42.704,287956.0,2.0,,,,,,,,rise-reveal,https://www.npmjs.com/package/rise-reveal,16.0,,,,,,,,,,,,,,,
70,nbviewer,nbconvert as a web service: Render Jupyter Notebooks as static web pages.,https://github.com/jupyter/nbviewer,,notebook-sharing,25,False,,jupyter/nbviewer,,https://github.com/jupyter/nbviewer,BSD-3-Clause,2012-08-05 11:42:33.000,2024-01-18 15:09:51.000000,2023-01-27 08:04:32,1494.0,,527.0,93.0,463.0,178.0,407.0,2182.0,,,,20227.0,,14.0,14.0,96.0,,,,,,2.0,jupyter/nbviewer,,,https://hub.docker.com/r/jupyter/nbviewer,2023-01-27 08:07:14.487852,33.0,2791455.0,,,,,,,,,,,,,,,,,,
71,nbQA,"Run ruff, isort, pyupgrade, mypy, pylint, flake8, and more on Jupyter Notebooks.",https://github.com/nbQA-dev/nbQA,,notebook-tools,25,True,nbqa,nbQA-dev/nbQA,conda-forge/nbqa,https://github.com/nbQA-dev/nbQA,MIT,2020-07-11 15:30:54.000,2024-02-12 19:08:36.000000,2023-11-27 18:27:49,700.0,8.0,36.0,8.0,548.0,7.0,281.0,939.0,2023-11-25 08:57:35.000,1.7.1,,129478.0,88.0,39.0,,31.0,https://pypi.org/project/nbqa,126079.0,https://anaconda.org/conda-forge/nbqa,2023-11-25 12:16:16.779,135985.0,2.0,,2023-11-25 08:57:35.000,39.0,,,,,,,,,,,,4.0,,,,,,,,,,
72,itables,Pandas DataFrames as Interactive DataTables.,https://github.com/mwouts/itables,,widgets,25,True,itables,mwouts/itables,conda-forge/itables,https://github.com/mwouts/itables,MIT,2019-04-15 22:09:44.000,2024-02-11 22:43:28.000000,2024-02-09 23:22:03,226.0,8.0,45.0,11.0,115.0,26.0,87.0,565.0,2024-02-09 23:22:55.000,1.7.0,,161520.0,45.0,420.0,420.0,6.0,https://pypi.org/project/itables,159918.0,https://anaconda.org/conda-forge/itables,2024-02-10 12:13:09.261,40051.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
73,ipyvuetify,Jupyter widgets based on vuetify UI components.,https://github.com/widgetti/ipyvuetify,,widgets,25,True,ipyvuetify,mariobuikhuizen/ipyvuetify,conda-forge/ipyvuetify,https://github.com/widgetti/ipyvuetify,MIT,2019-05-14 17:35:51.000,2024-02-13 15:18:37.000000,2023-11-23 16:32:50,267.0,6.0,53.0,16.0,92.0,67.0,136.0,326.0,2022-02-07 15:18:40.000,1.8.2,,100785.0,31.0,1062.0,1062.0,12.0,https://pypi.org/project/ipyvuetify,87945.0,https://anaconda.org/conda-forge/ipyvuetify,2023-06-16 16:15:58.169,158595.0,2.0,,,,,,,,jupyter-vuetify,https://www.npmjs.com/package/jupyter-vuetify,9957.0,,,,widgetti/ipyvuetify,,,,,,,,,,,
74,jupyter-server-proxy,Jupyter notebook server extension to proxy web services.,https://github.com/jupyterhub/jupyter-server-proxy,,jupyter-extensions,25,True,jupyter-server-proxy,jupyterhub/jupyter-server-proxy,conda-forge/jupyter-server-proxy,https://github.com/jupyterhub/jupyter-server-proxy,BSD-3-Clause,2016-10-18 22:02:06.000,2024-02-15 13:23:37.000000,2024-02-01 09:30:33,1061.0,9.0,137.0,18.0,256.0,73.0,125.0,320.0,2023-09-25 10:56:23.000,4.1.0,,360460.0,30.0,141.0,3.0,71.0,https://pypi.org/project/jupyter-server-proxy,325254.0,https://anaconda.org/conda-forge/jupyter-server-proxy,2023-09-25 14:14:34.674,1447172.0,2.0,,2023-09-25 10:56:23.000,134.0,,,,,@jupyterlab/server-proxy,https://www.npmjs.com/package/@jupyterlab/server-proxy,3047.0,2022-09-08 00:27:55.674,4.0,,,,,,,,,,,,,
75,ipycytoscape,A Cytoscape Jupyter widget.,https://github.com/cytoscape/ipycytoscape,,widgets,25,True,ipycytoscape,cytoscape/ipycytoscape,conda-forge/ipycytoscape,https://github.com/cytoscape/ipycytoscape,BSD-3-Clause,2020-02-05 13:46:52.000,2024-01-01 17:45:14.000000,2023-05-23 19:06:45,716.0,,61.0,30.0,191.0,61.0,99.0,256.0,2022-03-28 22:52:15.000,1.3.1,4.0,37311.0,19.0,191.0,191.0,32.0,https://pypi.org/project/ipycytoscape,28892.0,https://anaconda.org/conda-forge/ipycytoscape,2023-06-16 19:18:19.577,364099.0,2.0,,,,,,,,jupyter-cytoscape,https://www.npmjs.com/package/jupyter-cytoscape,673.0,,,,,,,,,,,,,,,
76,mercury,Convert Jupyter Notebooks to Web Apps.,https://github.com/mljar/mercury,,notebook-tools,24,True,mljar-mercury,mljar/mercury,,https://github.com/mljar/mercury,AGPL-3.0,2021-12-20 13:43:44.000,2024-01-10 11:54:38.000000,2024-01-10 11:54:34,791.0,7.0,231.0,43.0,26.0,59.0,332.0,3697.0,2023-10-26 12:41:21.000,2.3.7,,324.0,40.0,98.0,98.0,12.0,https://pypi.org/project/mljar-mercury,324.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
77,.NET Interactive,".NET Interactive combines the power of .NET with many other languages to create notebooks, REPLs, and embedded coding..",https://github.com/dotnet/interactive,,kernels,24,True,,dotnet/interactive,,https://github.com/dotnet/interactive,MIT,2020-01-22 00:39:04.000,2024-02-15 11:59:54.000000,2024-02-12 18:09:36,5094.0,87.0,356.0,66.0,1861.0,480.0,999.0,2668.0,2023-12-05 19:01:38.000,1.0.4605020,439.0,12.0,26.0,,,117.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
78,IHaskell,A Haskell kernel for the Jupyter project.,https://github.com/IHaskell/IHaskell,,kernels,24,True,,gibiansky/IHaskell,,https://github.com/IHaskell/IHaskell,MIT,2013-08-26 07:16:09.000,2024-02-12 03:28:27.000000,2024-02-12 03:28:23,2275.0,66.0,260.0,49.0,693.0,39.0,740.0,2524.0,2018-08-01 13:19:52.714,0.0.6,,17.0,6.0,3.0,,114.0,,,,,,2.0,,,,,,,,ihaskell_jupyterlab,https://www.npmjs.com/package/ihaskell_jupyterlab,17.0,2018-08-01 13:19:52.714,3.0,,IHaskell/IHaskell,,,,,,,,,,,
