,name,description,homepage,resource,category,projectrank,show,pypi_id,github_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,updated_github_id,conda_dependent_project_count,trending,pypi,go_id,go_url,go_latest_release_published_at,go_dependent_project_count,cran_id,gem_id,hex_id,bitbucket_id
114,ML Workspace,All-in-one web-based IDE specialized for machine learning and data science.,https://github.com/ml-tooling/ml-workspace,,notebook-environments,21,True,,ml-tooling/ml-workspace,,https://github.com/ml-tooling/ml-workspace,Apache-2.0,2019-05-27 16:55:15.000,2022-02-03 21:26:52.000000,2021-11-22 20:42:15,846.0,,340.0,68.0,29.0,8.0,77.0,2633.0,2021-07-13 22:12:59.000,0.13.2,,13688.0,4.0,,,11.0,,,,,,,,3.0,,,,,,mltooling/ml-workspace,https://hub.docker.com/r/mltooling/ml-workspace,2021-07-13 16:32:15.225256,24.0,506457.0,,,,,,,,,,,,
115,IJulia.jl,Julia kernel for Jupyter.,https://github.com/JuliaLang/IJulia.jl,,kernels,21,True,,JuliaLang/IJulia.jl,,https://github.com/JuliaLang/IJulia.jl,MIT,2013-03-05 18:20:21.000,2022-06-23 23:10:23.000000,2022-06-23 23:08:06,705.0,3.0,382.0,119.0,260.0,98.0,688.0,2461.0,2022-04-11 14:26:39.000,1.23.3,,,42.0,,,101.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
116,Variable Inspector,Variable Inspector extension for Jupyterlab.,https://github.com/lckr/jupyterlab-variableInspector,,lab-extensions,21,True,lckr-jupyterlab-variableinspector,lckr/jupyterlab-variableInspector,conda-forge/jupyterlab-variableinspector,https://github.com/lckr/jupyterlab-variableInspector,BSD-3-Clause,2018-06-13 18:16:02.000,2022-06-25 19:47:35.000000,2021-10-19 16:52:05,165.0,,84.0,26.0,86.0,44.0,115.0,920.0,2021-04-10 13:07:39.934,3.0.9,,14373.0,11.0,3.0,3.0,17.0,https://pypi.org/project/lckr-jupyterlab-variableinspector,2021-04-10 13:07:22.000,,7845.0,https://anaconda.org/conda-forge/jupyterlab-variableinspector,2021-04-10 15:26:15.988,5298.0,2.0,@lckr/jupyterlab_variableinspector,https://www.npmjs.com/package/@lckr/jupyterlab_variableinspector,2021-04-10 13:07:39.934,,6150.0,,,,,,,,,,,,,,,,,
117,notedown,Markdown = IPython Notebook.,https://github.com/aaren/notedown,,notebook-sharing,21,False,notedown,aaren/notedown,conda-forge/notedown,https://github.com/aaren/notedown,BSD-2-Clause,2014-02-17 17:28:59.000,2021-10-18 21:21:21.000000,2017-11-16 19:29:56,264.0,,91.0,20.0,29.0,39.0,29.0,824.0,2017-11-16 17:59:43.000,1.5.1,,5161.0,26.0,206.0,178.0,7.0,https://pypi.org/project/notedown,2017-11-16 17:59:43.000,28.0,4462.0,https://anaconda.org/conda-forge/notedown,2018-06-07 01:28:24.567,33595.0,3.0,,,,,,,,,,,,,,,,,,,,,,
118,What-If Tool,Source code/webpage/demos for the What-If Tool.,https://github.com/PAIR-code/what-if-tool,,widgets,21,True,witwidget,PAIR-code/what-if-tool,conda-forge/tensorboard-plugin-wit,https://github.com/PAIR-code/what-if-tool,Apache-2.0,2018-09-07 20:26:10.000,2022-06-03 01:25:04.000000,2022-01-05 20:19:46,328.0,,132.0,26.0,101.0,57.0,49.0,692.0,2021-10-12 17:42:50.869,1.8.1,,58318.0,40.0,3.0,,20.0,https://pypi.org/project/witwidget,2021-10-12 17:42:30.000,3.0,9663.0,https://anaconda.org/conda-forge/tensorboard-plugin-wit,2022-01-06 08:51:02.032,1057010.0,3.0,wit-widget,https://www.npmjs.com/package/wit-widget,2021-10-12 17:42:50.869,,4613.0,,,,,,,,,,,,,,,,,
119,ipysheet,Jupyter handsontable integration.,https://github.com/QuantStack/ipysheet,,widgets,21,True,ipysheet,QuantStack/ipysheet,conda-forge/ipysheet,https://github.com/QuantStack/ipysheet,MIT,2017-07-10 13:46:31.000,2022-06-24 10:57:57.000000,2021-12-14 18:02:31,295.0,,62.0,18.0,111.0,60.0,57.0,494.0,2021-08-13 08:05:12.035,0.5.0,,54644.0,22.0,16.0,3.0,10.0,https://pypi.org/project/ipysheet,2021-08-11 12:28:11.000,13.0,49282.0,https://anaconda.org/conda-forge/ipysheet,2021-08-11 12:55:17.098,49191.0,3.0,ipysheet,https://www.npmjs.com/package/ipysheet,2021-08-13 08:05:12.035,,4163.0,,,,,,,,,,,,,,,,,
120,JupyterLab Renderers,Renderers and renderer extensions for JupyterLab.,https://github.com/jupyterlab/jupyter-renderers,,lab-renderer,21,True,jupyterlab-katex,jupyterlab/jupyter-renderers,conda-forge/jupyterlab-vega3,https://github.com/jupyterlab/jupyter-renderers,BSD-3-Clause,2017-06-08 16:59:07.000,2022-06-30 10:19:44.000000,2022-04-09 06:58:38,552.0,4.0,68.0,35.0,177.0,32.0,71.0,442.0,2022-01-17 16:38:22.000,3.3.0,,1381.0,30.0,1.0,1.0,27.0,https://pypi.org/project/jupyterlab-katex,2022-01-17 16:38:22.000,,180.0,https://anaconda.org/conda-forge/jupyterlab-vega3,2022-01-18 08:04:45.123,1039.0,2.0,@jupyterlab/geojson-extension,https://www.npmjs.com/package/@jupyterlab/geojson-extension,2021-03-11 21:19:20.467,,1132.0,,,,,,,,,,,,,,,,,
121,Matlab Kernel,Jupyter Kernel for Matlab.,https://github.com/Calysto/matlab_kernel,,kernels,21,True,matlab_kernel,calysto/matlab_kernel,conda-forge/matlab_kernel,https://github.com/Calysto/matlab_kernel,BSD-3-Clause,2015-01-31 12:51:06.000,2022-05-09 13:29:20.018000,2022-05-09 10:21:01,216.0,6.0,73.0,23.0,33.0,26.0,104.0,431.0,2022-05-09 10:21:42.000,0.17.1,,2734.0,56.0,5.0,,18.0,https://pypi.org/project/matlab_kernel,2022-05-09 10:21:12.000,5.0,1857.0,https://anaconda.org/conda-forge/matlab_kernel,2022-05-09 13:29:20.018,16664.0,2.0,,,,,,,,,,,,,,,,,,,,,,
122,nbtutor,Visualize Python code execution (line-by-line) in Jupyter Notebook cells.,https://github.com/lgpage/nbtutor,,widgets,21,True,nbtutor,lgpage/nbtutor,conda-forge/nbtutor,https://github.com/lgpage/nbtutor,BSD-3-Clause,2016-11-07 14:08:25.000,2022-04-19 19:03:10.872000,2022-04-04 19:36:18,182.0,1.0,38.0,22.0,32.0,19.0,24.0,404.0,2022-04-19 10:58:08.000,2.0.3,,1656.0,8.0,30.0,27.0,3.0,https://pypi.org/project/nbtutor,2022-04-19 10:58:08.000,3.0,83.0,https://anaconda.org/conda-forge/nbtutor,2022-04-19 19:03:10.872,103844.0,3.0,,,,,,,,,,,,,,,,,,,,,,
123,Appmode,A Jupyter extensions that turns notebooks into web applications.,https://github.com/oschuett/appmode,,jupyter-extensions,21,False,appmode,oschuett/appmode,conda-forge/appmode,https://github.com/oschuett/appmode,MIT,2017-03-17 13:33:53.000,2021-11-16 11:28:50.190000,2021-04-26 19:20:06,96.0,,65.0,24.0,8.0,4.0,49.0,401.0,2020-06-09 08:23:50.000,0.8.0,,5810.0,16.0,340.0,318.0,8.0,https://pypi.org/project/appmode,2020-06-09 08:23:50.000,22.0,2776.0,https://anaconda.org/conda-forge/appmode,2021-11-16 11:28:50.190,166900.0,2.0,,,,,,,,,,,,,,,,,,,,,,
124,tributary,Streaming reactive and dataflow graphs in Python.,https://github.com/timkpaine/tributary,,widgets,21,True,tributary,timkpaine/tributary,conda-forge/tributary,https://github.com/timkpaine/tributary,Apache-2.0,2018-09-08 02:58:57.000,2022-06-27 20:00:49.000000,2022-06-27 20:00:48,652.0,27.0,34.0,13.0,86.0,9.0,73.0,381.0,2022-05-11 00:36:32.000,0.2.0,,894.0,16.0,25.0,25.0,7.0,https://pypi.org/project/tributary,2022-05-11 00:34:12.000,,131.0,https://anaconda.org/conda-forge/tributary,2022-05-17 02:09:09.609,18323.0,3.0,,,,,,,,,,,,,,,,,,,,,,
125,itables,Pandas DataFrames as Interactive DataTables.,https://github.com/mwouts/itables,,widgets,21,True,itables,mwouts/itables,conda-forge/itables,https://github.com/mwouts/itables,MIT,2019-04-15 22:09:44.000,2022-06-23 23:01:18.000000,2022-06-23 21:25:41,120.0,6.0,27.0,7.0,40.0,5.0,39.0,310.0,2022-06-23 21:30:13.000,1.1.1,,6869.0,18.0,132.0,125.0,3.0,https://pypi.org/project/itables,2022-06-23 21:30:13.000,7.0,6603.0,https://anaconda.org/conda-forge/itables,2022-04-13 20:18:33.790,1330.0,3.0,,,,,,,,,,,,,,,,,,,,,,
126,retrolab,JupyterLab distribution with a retro look and feel.,https://github.com/jupyterlab/retrolab,,notebook-environments,21,True,retrolab,jupyterlab/retrolab,conda-forge/retrolab,https://github.com/jupyterlab/retrolab,BSD-3-Clause,2020-12-07 16:37:07.000,2022-05-04 08:31:56.164000,2022-05-04 08:02:27,628.0,2.0,43.0,13.0,218.0,5.0,106.0,243.0,2022-05-04 07:37:18.000,0.3.21,792.0,3523.0,50.0,79.0,72.0,17.0,https://pypi.org/project/retrolab,2022-05-04 07:36:52.000,3.0,2497.0,https://anaconda.org/conda-forge/retrolab,2022-05-04 08:31:56.164,12450.0,3.0,@jupyterlab-classic/application,https://www.npmjs.com/package/@jupyterlab-classic/application,2021-04-19 14:22:28.986,4.0,25.0,,,,,,,,,,,,,,,,,
127,JupyterLab System Monitor,JupyterLab extension to display system metrics.,https://github.com/jtpio/jupyterlab-system-monitor,,lab-extensions,21,True,jupyterlab-system-monitor,jtpio/jupyterlab-system-monitor,conda-forge/jupyterlab-system-monitor,https://github.com/jtpio/jupyterlab-system-monitor,BSD-3-Clause,2019-07-13 12:31:51.000,2022-04-09 05:41:03.000000,2022-02-15 08:27:46,176.0,,29.0,6.0,51.0,20.0,20.0,242.0,2021-02-04 22:39:49.000,0.8.0,,16762.0,20.0,43.0,42.0,7.0,https://pypi.org/project/jupyterlab-system-monitor,2021-02-04 22:37:18.000,1.0,10829.0,https://anaconda.org/conda-forge/jupyterlab-system-monitor,2021-02-25 11:47:38.410,10173.0,2.0,jupyterlab-system-monitor,https://www.npmjs.com/package/jupyterlab-system-monitor,2020-11-23 15:30:52.408,,5298.0,,,,,,,,,,,,,,,,,
128,ipydatagrid,Fast Datagrid widget for the Jupyter Notebook and JupyterLab.,https://github.com/bloomberg/ipydatagrid,,widgets,21,True,ipydatagrid,bloomberg/ipydatagrid,conda-forge/ipydatagrid,https://github.com/bloomberg/ipydatagrid,BSD-3-Clause,2019-07-19 09:06:19.000,2022-06-30 00:52:16.000000,2022-06-30 00:52:14,664.0,20.0,31.0,9.0,252.0,28.0,50.0,235.0,2022-04-20 19:14:35.603,1.1.12,,2073.0,31.0,3.0,,12.0,https://pypi.org/project/ipydatagrid,2022-04-20 19:09:24.000,3.0,749.0,https://anaconda.org/conda-forge/ipydatagrid,2022-04-20 19:20:36.488,18380.0,3.0,ipydatagrid,https://www.npmjs.com/package/ipydatagrid,2022-04-20 19:14:35.603,,176.0,,,,,,,,,,,,,,,,,
129,naas,"Schedule notebooks, run them like APIs, expose securely your assets: Jupyter as a viable Production environment.",https://github.com/jupyter-naas/naas,,notebook-tools,21,True,naas,jupyter-naas/naas,,https://github.com/jupyter-naas/naas,AGPL-3.0,2020-09-20 17:09:00.000,2022-06-30 10:51:02.000000,2022-06-30 10:44:54,1693.0,105.0,18.0,1.0,186.0,21.0,108.0,200.0,2022-06-30 09:24:02.000,2.6.0,,8771.0,529.0,3.0,3.0,17.0,https://pypi.org/project/naas,2022-06-30 10:51:02.000,,8771.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
130,bookstore,Notebook storage and publishing workflows for the masses.,https://github.com/nteract/bookstore,,notebook-sharing,21,False,bookstore,nteract/bookstore,,https://github.com/nteract/bookstore,BSD-3-Clause,2018-10-16 18:54:00.000,2021-12-15 14:37:42.138000,2019-12-09 16:52:07,619.0,,18.0,20.0,109.0,35.0,39.0,183.0,2019-12-09 16:49:29.000,2.5.1,,1046180.0,19.0,12.0,11.0,7.0,https://pypi.org/project/bookstore,2019-12-09 16:49:29.000,1.0,1046180.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
131,BatchSpawner,Custom Spawner for Jupyterhub to start servers in batch scheduled systems.,https://github.com/jupyterhub/batchspawner,,hub-spawners,21,True,batchspawner,jupyterhub/batchspawner,,https://github.com/jupyterhub/batchspawner,BSD-3-Clause,2015-10-27 03:53:10.000,2022-06-20 21:01:59.000000,2022-04-14 12:04:26,352.0,18.0,103.0,15.0,124.0,63.0,73.0,137.0,2021-04-07 15:14:58.000,1.1.0,,2890.0,9.0,23.0,20.0,40.0,https://pypi.org/project/batchspawner,2021-04-07 15:14:58.000,3.0,2890.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
132,LTI Authenticator,A JupyterHub authenticator for LTI.,https://github.com/jupyterhub/ltiauthenticator,,hub-auth,21,True,jupyterhub-ltiauthenticator,jupyterhub/ltiauthenticator,,https://github.com/jupyterhub/ltiauthenticator,BSD-3-Clause,2017-12-15 02:54:15.000,2022-06-21 19:59:36.000000,2022-06-21 19:59:36,269.0,40.0,41.0,5.0,73.0,5.0,33.0,54.0,2021-11-15 20:11:03.000,1.3.0,,3107.0,8.0,86.0,77.0,15.0,https://pypi.org/project/jupyterhub-ltiauthenticator,2021-11-15 20:11:03.000,9.0,3107.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
133,commuter,Notebook sharing hub.,https://github.com/nteract/commuter,,notebook-sharing,20,True,,nteract/commuter,,https://github.com/nteract/commuter,BSD-3-Clause,2017-01-03 22:23:32.000,2022-04-28 20:50:09.000000,2022-04-28 20:49:58,640.0,2.0,562.0,42.0,250.0,52.0,39.0,5762.0,2020-10-27 19:53:29.453,5.11.0,,96.0,71.0,3.0,3.0,27.0,,,,,,,,3.0,@nteract/commuter,https://www.npmjs.com/package/@nteract/commuter,2020-10-27 19:53:29.453,,96.0,,,,,,,,,,,,,,,,,
134,xeus-cling,Jupyter kernel for the C++ programming language.,https://github.com/jupyter-xeus/xeus-cling,,kernels,20,True,,jupyter-xeus/xeus-cling,conda-forge/xeus-cling,https://github.com/jupyter-xeus/xeus-cling,BSD-3-Clause,2017-04-20 15:35:44.000,2022-06-29 16:57:17.000000,2022-01-17 13:34:34,472.0,,239.0,61.0,193.0,134.0,116.0,2259.0,,,,3509.0,15.0,,,20.0,,,,,https://anaconda.org/conda-forge/xeus-cling,2022-03-08 22:30:52.790,147405.0,2.0,,,,,,,,,,,,,,,,,,,,,,
135,Bash Kernel,A bash kernel for IPython.,https://github.com/takluyver/bash_kernel,,kernels,20,False,bash_kernel,takluyver/bash_kernel,conda-forge/bash_kernel,https://github.com/takluyver/bash_kernel,BSD-3-Clause,2014-06-27 00:27:25.000,2022-06-03 07:37:15.000000,2019-07-22 16:06:53,86.0,,109.0,24.0,27.0,41.0,53.0,586.0,2019-07-22 16:07:09.000,0.7.2,2839.0,7603.0,10.0,27.0,,13.0,https://pypi.org/project/bash_kernel,2019-07-22 16:07:09.000,27.0,5707.0,https://anaconda.org/conda-forge/bash_kernel,2021-11-16 13:29:31.555,61346.0,2.0,,,,,,,,,,,,,,,,,,,,,,
136,JupyterLab Latex,JupyterLab extension for live editing of LaTeX documents.,https://github.com/jupyterlab/jupyterlab-latex,,lab-renderer,20,True,jupyterlab_latex,jupyterlab/jupyterlab-latex,conda-forge/jupyterlab-latex,https://github.com/jupyterlab/jupyterlab-latex,BSD-3-Clause,2017-10-24 02:12:37.000,2022-06-24 08:48:11.000000,2022-04-12 21:28:47,430.0,9.0,60.0,14.0,113.0,49.0,55.0,523.0,2021-09-15 15:34:35.000,3.1.0,,3577.0,16.0,3.0,2.0,21.0,https://pypi.org/project/jupyterlab_latex,2021-09-15 15:34:16.000,1.0,2481.0,https://anaconda.org/conda-forge/jupyterlab-latex,2021-09-15 23:50:03.130,3794.0,3.0,@jupyterlab/latex,https://www.npmjs.com/package/@jupyterlab/latex,2021-07-06 17:15:27.404,,951.0,,,,,,,,,,,,,,,,,
137,GPU Dashboards,A JupyterLab extension for displaying dashboards of GPU usage.,https://github.com/rapidsai/jupyterlab-nvdashboard,,lab-extensions,20,True,jupyterlab-nvdashboard,rapidsai/jupyterlab-nvdashboard,conda-forge/jupyterlab-nvdashboard,https://github.com/rapidsai/jupyterlab-nvdashboard,BSD-3-Clause,2019-08-12 15:22:10.000,2022-06-23 14:41:47.000000,2022-06-23 14:30:59,221.0,22.0,57.0,14.0,79.0,24.0,31.0,469.0,2022-05-10 19:49:24.000,0.7.0,,5038.0,111.0,,,17.0,https://pypi.org/project/jupyterlab-nvdashboard,2022-06-23 14:41:47.000,,2786.0,https://anaconda.org/conda-forge/jupyterlab-nvdashboard,2022-05-11 10:48:15.511,20017.0,2.0,jupyterlab-nvdashboard,https://www.npmjs.com/package/jupyterlab-nvdashboard,2021-04-27 07:19:46.929,,1585.0,,,,,,,,,,,,,,,,,
138,ipyvizzu,ipyvizzu is the Jupyter Notebook integration of Vizzu.,https://github.com/vizzuhq/ipyvizzu,,widgets,20,True,ipyvizzu,vizzuhq/ipyvizzu,,https://github.com/vizzuhq/ipyvizzu,Apache-2.0,2022-01-05 22:37:39.000,2022-06-30 09:04:24.000000,2022-06-30 08:56:24,527.0,202.0,27.0,9.0,115.0,20.0,42.0,430.0,2022-06-30 07:39:25.000,0.11.0,17.0,417.0,14.0,,,6.0,https://pypi.org/project/ipyvizzu,2022-06-30 07:39:25.000,,414.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
139,JupyterLab GitHub,GitHub integration for JupyterLab.,https://github.com/jupyterlab/jupyterlab-github,,lab-extensions,20,True,jupyterlab-github,jupyterlab/jupyterlab-github,,https://github.com/jupyterlab/jupyterlab-github,BSD-3-Clause,2017-10-15 17:18:11.000,2022-06-24 23:25:53.000000,2021-12-10 09:26:11,228.0,,87.0,28.0,74.0,24.0,36.0,329.0,2021-11-27 17:02:34.000,3.0.1,,2865.0,23.0,4.0,2.0,15.0,https://pypi.org/project/jupyterlab-github,2021-11-27 16:59:30.000,2.0,1173.0,,,,2.0,@jupyterlab/github,https://www.npmjs.com/package/@jupyterlab/github,2021-11-27 16:51:25.639,,1692.0,,,,,,,,,,,,,,,,,
140,testbook,Unit test your Jupyter Notebooks the right way.,https://github.com/nteract/testbook,,notebook-tools,20,True,nteract-testbook,nteract/testbook,conda-forge/testbook,https://github.com/nteract/testbook,BSD-3-Clause,2020-02-26 19:43:22.000,2022-05-23 10:30:43.000000,2021-09-21 04:29:32,125.0,,28.0,15.0,60.0,41.0,45.0,307.0,2020-08-11 16:50:08.000,0.1.3,,1267.0,7.0,125.0,125.0,14.0,https://pypi.org/project/nteract-testbook,2020-08-11 16:50:08.000,,13.0,https://anaconda.org/conda-forge/testbook,2021-06-02 23:59:03.381,23832.0,3.0,,,,,,,,,,,,,,,,,,,,,,
141,ThebeLab,Turn static HTML pages into live documents with Jupyter kernels.,https://github.com/executablebooks/thebe,,notebook-sharing,20,True,,executablebooks/thebe,,https://github.com/executablebooks/thebe,BSD-3-Clause,2017-03-14 12:17:22.000,2022-06-13 08:14:57.000000,2021-11-19 12:06:20,676.0,,56.0,20.0,408.0,64.0,87.0,288.0,2021-10-26 10:05:57.827,0.8.2,,6209.0,6.0,5.0,5.0,26.0,,,,,,,,3.0,thebe,https://www.npmjs.com/package/thebe,2021-10-26 10:05:57.827,,6209.0,,,,,,,,,,,,,,,,,
142,mkdocs-jupyter,Use Jupyter Notebook in mkdocs.,https://github.com/danielfrg/mkdocs-jupyter,,notebook-sharing,20,True,mkdocs-jupyter,danielfrg/mkdocs-jupyter,conda-forge/mkdocs-jupyter,https://github.com/danielfrg/mkdocs-jupyter,Apache-2.0,2019-12-18 02:11:34.000,2022-05-09 04:04:40.000000,2022-05-04 20:37:55,165.0,6.0,17.0,3.0,36.0,6.0,42.0,133.0,2022-05-09 04:04:40.000,0.21.0,,23472.0,25.0,13.0,,13.0,https://pypi.org/project/mkdocs-jupyter,2022-05-09 04:04:40.000,13.0,22669.0,https://anaconda.org/conda-forge/mkdocs-jupyter,2022-03-16 09:12:13.740,15257.0,3.0,,,,,,,,,,,,,,,,,,,,,,
143,JupyterLab IFrame,View html as an embedded iframe in JupyterLab.,https://github.com/timkpaine/jupyterlab_iframe,,lab-extensions,20,True,jupyterlab_iframe,timkpaine/jupyterlab_iframe,conda-forge/jupyterlab_iframe,https://github.com/timkpaine/jupyterlab_iframe,Apache-2.0,2018-03-12 02:34:47.000,2022-06-14 00:04:53.000000,2022-06-14 00:04:52,300.0,41.0,16.0,3.0,66.0,6.0,62.0,81.0,2022-04-11 20:18:27.000,0.4.4,,1908.0,25.0,11.0,3.0,5.0,https://pypi.org/project/jupyterlab_iframe,2019-06-29 16:55:52.000,8.0,849.0,https://anaconda.org/conda-forge/jupyterlab_iframe,2022-04-12 02:28:00.150,7820.0,2.0,jupyterlab_iframe,https://www.npmjs.com/package/jupyterlab_iframe,2022-04-11 19:43:50.206,,747.0,,,,,,,,,,,,,,,,,
144,Native Authenticator,JupyterHub-native User Authenticator https://native-authenticator.readthedocs.io/en/latest/.,https://github.com/jupyterhub/nativeauthenticator,,hub-auth,20,True,jupyterhub-nativeauthenticator,jupyterhub/nativeauthenticator,,https://github.com/jupyterhub/nativeauthenticator,BSD-3-Clause,2018-12-03 17:38:18.000,2022-06-20 21:03:05.000000,2022-05-17 12:21:20,494.0,5.0,52.0,9.0,118.0,23.0,69.0,51.0,2021-10-19 17:25:45.000,1.0.5,,5995.0,11.0,39.0,39.0,21.0,https://pypi.org/project/jupyterhub-nativeauthenticator,2021-10-19 17:25:45.000,,5995.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
145,pyforest,pyforest - feel the bliss of automated imports.,https://github.com/8080labs/pyforest,,jupyter-extensions,19,True,pyforest,8080labs/pyforest,,https://github.com/8080labs/pyforest,MIT,2019-08-12 07:35:46.000,2022-03-21 19:03:41.000000,2021-06-14 15:04:41,196.0,,179.0,34.0,31.0,13.0,14.0,976.0,2021-06-14 15:07:13.000,1.1.0,,6567.0,10.0,6.0,,13.0,https://pypi.org/project/pyforest,2021-06-14 15:07:13.000,6.0,6567.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
146,IJava,A Jupyter kernel for executing Java code.,https://github.com/SpencerPark/IJava,,kernels,19,False,,SpencerPark/IJava,,https://github.com/SpencerPark/IJava,MIT,2017-10-08 04:42:46.000,2022-05-25 03:24:04.000000,2019-12-08 22:22:20,90.0,,156.0,32.0,11.0,66.0,57.0,791.0,2019-05-06 03:28:50.000,1.3.0,84262.0,1755.0,5.0,,,4.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
147,IRuby,Official gem repository: Ruby kernel for Jupyter/IPython Notebook.,https://github.com/SciRuby/iruby,,kernels,19,True,,SciRuby/iruby,,https://github.com/SciRuby/iruby,MIT,2015-03-03 18:05:50.000,2022-06-29 06:15:07.000000,2022-02-17 09:42:09,713.0,,18.0,30.0,136.0,46.0,140.0,710.0,2021-08-17 16:20:34.000,0.7.4,15.0,18.0,10.0,161.0,161.0,44.0,,,,,,,,3.0,,,,,,rubydata/datascience-notebook,https://hub.docker.com/r/rubydata/datascience-notebook,2022-06-07 05:42:07.589827,3.0,1645.0,,,,,,,,,,iruby,,
148,Ansible Kernel,Jupyter Notebook Kernel for running Ansible Tasks and Playbooks.,https://github.com/ansible/ansible-jupyter-kernel,,kernels,19,True,ansible-kernel,ansible/ansible-jupyter-kernel,conda-forge/ansible-kernel,https://github.com/ansible/ansible-jupyter-kernel,Apache-2.0,2018-06-26 14:28:02.000,2022-02-12 03:05:54.538000,2022-02-11 15:18:23,212.0,,54.0,19.0,51.0,15.0,29.0,492.0,2022-02-11 15:19:00.000,1.0.0,,1775.0,11.0,8.0,8.0,10.0,https://pypi.org/project/ansible-kernel,2022-02-11 15:19:00.000,,113.0,https://anaconda.org/conda-forge/ansible-kernel,2022-02-12 03:05:54.538,10078.0,3.0,,,,,,benthomasson/ansible-jupyter-kernel,https://hub.docker.com/r/benthomasson/ansible-jupyter-kernel,2018-12-12 18:42:31.528778,2.0,66430.0,,,,,,,,,,,,
149,jupyter-tensorboard,Start Tensorboard in Jupyter Notebook.,https://github.com/lspvic/jupyter_tensorboard,,jupyter-extensions,19,False,jupyter-tensorboard,lspvic/jupyter_tensorboard,,https://github.com/lspvic/jupyter_tensorboard,MIT,2017-08-22 08:05:13.000,2022-06-14 12:29:55.000000,2020-02-16 06:42:48,69.0,,70.0,18.0,10.0,41.0,29.0,453.0,2020-02-16 07:15:03.000,0.2.0,,2212.0,19.0,31.0,,4.0,https://pypi.org/project/jupyter-tensorboard,2020-02-16 07:15:03.000,31.0,2212.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
150,pick,Customize your kernels on Launch!.,https://github.com/nteract/pick,,magic,19,False,pick,nteract/pick,,https://github.com/nteract/pick,BSD-3-Clause,2020-04-08 23:47:09.000,2021-12-06 15:27:43.000000,2020-11-04 01:10:24,87.0,,44.0,5.0,26.0,4.0,5.0,426.0,2021-12-06 15:27:43.000,1.2.0,,53939.0,19.0,112.0,,5.0,https://pypi.org/project/pick,2021-12-06 15:27:43.000,112.0,53939.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
151,Lantern,Data exploration glue.,https://github.com/timkpaine/lantern,,lab-extensions,19,True,pylantern,timkpaine/lantern,,https://github.com/timkpaine/lantern,Apache-2.0,2017-07-15 03:49:10.000,2022-06-13 13:36:59.000000,2022-06-13 13:36:58,532.0,18.0,20.0,14.0,24.0,10.0,188.0,314.0,2020-02-02 22:32:28.000,0.1.6,,146.0,26.0,17.0,16.0,3.0,https://pypi.org/project/pylantern,2020-02-02 22:31:39.000,1.0,146.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
152,JupyterLab Templates,Support for jupyter notebook templates in jupyterlab.,https://github.com/jpmorganchase/jupyterlab_templates,,lab-extensions,19,True,jupyterlab_templates,jpmorganchase/jupyterlab_templates,conda-forge/jupyterlab_templates,https://github.com/jpmorganchase/jupyterlab_templates,Apache-2.0,2018-03-17 21:38:11.000,2022-04-09 13:35:22.000000,2022-04-09 13:35:21,328.0,2.0,51.0,14.0,85.0,8.0,70.0,303.0,2021-03-28 03:28:25.639,0.3.1,,11748.0,24.0,4.0,4.0,14.0,https://pypi.org/project/jupyterlab_templates,2019-06-30 05:07:41.000,,8248.0,https://anaconda.org/conda-forge/jupyterlab_templates,2021-03-28 15:22:13.818,5953.0,2.0,jupyterlab_templates,https://www.npmjs.com/package/jupyterlab_templates,2021-03-28 03:28:25.639,,3262.0,,,,,,,,,,,,,,,,,
