,name,description,homepage,resource,category,projectrank,show,pypi_id,github_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,updated_github_id,conda_dependent_project_count,pypi,cran_id,go_id,go_url,go_latest_release_published_at,go_dependent_project_count,gem_id,hex_id,bitbucket_id
0,best-of-ml-python - Data Visualization,Python-based data visualization libraries.,https://github.com/ml-tooling/best-of-ml-python#data-visualization,True,widgets,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ipython,"Official repository for IPython itself. Other repos in the IPython organization contain things like the website,..",https://github.com/ipython/ipython,,components,46,True,ipython,ipython/ipython,conda-forge/ipython,https://github.com/ipython/ipython,BSD-3-Clause,2010-05-10 04:46:06.000,2023-01-05 09:02:05.000000,2023-01-03 14:04:11,26245.0,149.0,4404.0,775.0,6780.0,1558.0,5550.0,15636.0,2023-01-03 14:06:41.775,8.8.0,319713.0,18356379.0,155.0,374544.0,339547.0,928.0,https://pypi.org/project/ipython,2022-09-06 09:05:48.169,34997.0,18152828.0,https://anaconda.org/conda-forge/ipython,2023-01-03 15:21:56.750,16258512.0,1.0,,,,,,,,,,,,,,,,,,,,,,
2,Jupyter,Jupyter Interactive Notebook.,https://github.com/jupyter/notebook,,notebook-environments,43,True,notebook,jupyter/notebook,conda-forge/jupyter,https://github.com/jupyter/notebook,BSD-3-Clause,2015-04-09 06:58:03.000,2023-01-04 07:49:35.280866,2023-01-03 08:48:00,13284.0,125.0,3976.0,321.0,2127.0,2035.0,2516.0,10631.0,2022-10-30 06:49:13.880,6.5.2,10046.0,11596137.0,109.0,8706.0,13.0,622.0,https://pypi.org/project/notebook,2022-06-14 16:08:46.000,8693.0,11254237.0,https://anaconda.org/conda-forge/jupyter,2022-12-05 14:25:36.477,2736397.0,1.0,jupyter/datascience-notebook,https://hub.docker.com/r/jupyter/datascience-notebook,2023-01-04 07:49:35.280866,967.0,28249543.0,-1.0,,,,,,,,,,,,,,,,
3,bokeh,"Interactive Data Visualization in the browser, from Python.",https://github.com/bokeh/bokeh,,widgets,42,True,bokeh,bokeh/bokeh,conda-forge/bokeh,https://github.com/bokeh/bokeh,BSD-3-Clause,2012-03-26 15:40:01.000,2023-01-05 13:36:54.000000,2023-01-05 11:23:35,19906.0,136.0,4013.0,452.0,5462.0,703.0,6422.0,17076.0,2022-12-09 18:39:04.000,3.0.3,,3417839.0,152.0,3735.0,178.0,628.0,https://pypi.org/project/bokeh,2022-07-05 19:06:24.000,3552.0,3268966.0,https://anaconda.org/conda-forge/bokeh,2022-12-12 20:33:04.197,9670150.0,1.0,,,,,,,@bokeh/bokehjs,https://www.npmjs.com/package/@bokeh/bokehjs,2022-12-20 09:06:24.856,5.0,8726.0,,,,,,,,,,,
4,pandas-profiling,Create HTML profiling reports from pandas DataFrame objects.,https://github.com/ydataai/pandas-profiling,,widgets,39,True,pandas-profiling,pandas-profiling/pandas-profiling,conda-forge/pandas-profiling,https://github.com/ydataai/pandas-profiling,MIT,2016-01-09 23:47:55.000,2023-01-05 10:35:22.000000,2023-01-05 10:34:41,1215.0,94.0,1419.0,149.0,585.0,131.0,497.0,9995.0,2023-01-02 21:54:41.797,3.6.2,,945672.0,38.0,10453.0,10289.0,106.0,https://pypi.org/project/pandas-profiling,2021-09-27 23:12:22.000,164.0,941487.0,https://anaconda.org/conda-forge/pandas-profiling,2023-01-02 15:57:51.198,322286.0,1.0,,,,,,,,,,,,ydataai/pandas-profiling,,,,,,,,,,
5,JupyterHub,Multi-user server for Jupyter notebooks.,https://github.com/jupyterhub/jupyterhub,,notebook-environments,39,True,jupyterhub,jupyterhub/jupyterhub,conda-forge/jupyterhub,https://github.com/jupyterhub/jupyterhub,BSD-3-Clause,2014-06-12 23:22:10.000,2023-01-04 21:19:06.000000,2023-01-03 14:05:21,6398.0,471.0,1860.0,269.0,2015.0,170.0,2058.0,7342.0,2022-12-05 13:51:00.821,3.1.0,,173388.0,68.0,2426.0,2056.0,320.0,https://pypi.org/project/jupyterhub,2022-06-06 14:27:26.000,370.0,135788.0,https://anaconda.org/conda-forge/jupyterhub,2022-12-05 14:39:56.585,817065.0,1.0,jupyterhub/jupyterhub,https://hub.docker.com/r/jupyterhub/jupyterhub,2023-01-03 14:20:12.046086,320.0,2820953.0,,,,,,,,,,,,,,,,,
6,IPython Kernel,IPython Kernel for Jupyter.,https://github.com/ipython/ipykernel,,kernels,39,True,ipykernel,ipython/ipykernel,ipykernel,https://github.com/ipython/ipykernel,BSD-3-Clause,2015-04-09 07:44:14.000,2023-01-05 12:19:43.600000,2023-01-03 15:33:06,2802.0,59.0,334.0,33.0,630.0,244.0,218.0,529.0,2022-12-26 14:30:13.000,6.20.0,972.0,13954066.0,107.0,224268.0,214635.0,162.0,https://pypi.org/project/ipykernel,2022-06-15 16:50:11.000,9598.0,13947545.0,https://anaconda.org/anaconda/ipykernel,2023-01-05 12:19:43.600,556753.0,1.0,,,,,,,,,,,,,35.0,,,,,,,,,
7,ipywidgets,Interactive Widgets for the Jupyter Notebook.,https://github.com/jupyter-widgets/ipywidgets,,widgets,38,True,ipywidgets,jupyter-widgets/ipywidgets,conda-forge/ipywidgets,https://github.com/jupyter-widgets/ipywidgets,BSD-3-Clause,2015-04-17 20:29:25.000,2023-01-04 09:53:04.000000,2022-12-22 09:32:06,7687.0,36.0,873.0,74.0,1797.0,646.0,1266.0,2668.0,2022-12-22 09:09:40.343,5.0.5,,9113402.0,144.0,14452.0,5649.0,199.0,https://pypi.org/project/ipywidgets,2022-07-06 21:32:24.000,8718.0,8964910.0,https://anaconda.org/conda-forge/ipywidgets,2022-12-22 14:44:46.766,7429695.0,1.0,,,,,,,@jupyter-widgets/jupyterlab-manager,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-manager,2022-12-22 09:09:40.343,85.0,56768.0,,,,,,,,,,,
8,nbconvert,Jupyter Notebook Conversion.,https://github.com/jupyter/nbconvert,,notebook-sharing,37,False,nbconvert,jupyter/nbconvert,conda-forge/nbconvert,https://github.com/jupyter/nbconvert,,2015-04-09 06:58:23.000,2023-01-03 15:41:46.000000,2023-01-03 15:41:45,3932.0,35.0,510.0,50.0,876.0,475.0,598.0,1426.0,2022-12-19 12:00:07.957,7.2.7,177.0,22832722.0,69.0,190342.0,182018.0,254.0,https://pypi.org/project/nbconvert,2022-08-11 11:55:23.519,8324.0,22711695.0,https://anaconda.org/conda-forge/nbconvert,2022-12-20 08:15:52.186,9802902.0,1.0,,,,,,,,,,,,,,,,,,,,,,
9,qtconsole,Jupyter Qt Console.,https://github.com/jupyter/qtconsole,,others,37,True,qtconsole,jupyter/qtconsole,conda-forge/qtconsole,https://github.com/jupyter/qtconsole,BSD-3-Clause,2015-04-09 06:59:10.000,2022-11-02 15:52:35.711000,2022-11-02 01:13:43,1909.0,10.0,185.0,21.0,246.0,101.0,219.0,346.0,2022-08-28 01:45:40.594,5.3.2,,3330658.0,42.0,125914.0,119592.0,119.0,https://pypi.org/project/qtconsole,2022-06-05 17:30:57.000,6322.0,3288628.0,https://anaconda.org/conda-forge/qtconsole,2022-11-02 15:52:35.711,3362406.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10,panel,A high-level app and dashboarding solution for Python.,https://github.com/holoviz/panel,,widgets,36,True,panel,holoviz/panel,conda-forge/panel,https://github.com/holoviz/panel,BSD-3-Clause,2018-08-23 12:14:24.000,2023-01-05 11:52:49.000000,2023-01-04 13:39:54,2494.0,128.0,313.0,49.0,2079.0,676.0,1477.0,2463.0,2022-12-16 17:52:29.342,0.14.2,,382462.0,250.0,5039.0,4927.0,112.0,https://pypi.org/project/panel,2022-07-05 13:31:06.000,112.0,284585.0,https://anaconda.org/conda-forge/panel,2022-12-17 16:09:22.853,785010.0,1.0,,,,,,,@holoviz/panel,https://www.npmjs.com/package/@holoviz/panel,2022-12-16 17:52:29.342,,82485.0,,,,,,,,,,,
11,Jupyter Client,Jupyter protocol client APIs.,https://github.com/jupyter/jupyter_client,,notebook-tools,35,True,jupyter-client,jupyter/jupyter_client,conda-forge/jupyter_client,https://github.com/jupyter/jupyter_client,BSD-3-Clause,2015-04-09 06:57:29.000,2023-01-05 13:56:32.000000,2023-01-03 07:40:10,2530.0,51.0,249.0,37.0,574.0,161.0,186.0,303.0,2022-12-05 11:30:06.445,7.4.8,664.0,16990854.0,81.0,2189.0,,122.0,https://pypi.org/project/jupyter-client,2022-10-19 22:25:36.304,2189.0,16844050.0,https://anaconda.org/conda-forge/jupyter_client,2022-12-05 15:29:55.670,11887978.0,1.0,,,,,,,,,,,,,,,,,,,,,,
12,nbformat,Reference implementation of the Jupyter Notebook format.,https://github.com/jupyter/nbformat,,notebook-tools,35,True,nbformat,jupyter/nbformat,conda-forge/nbformat,https://github.com/jupyter/nbformat,BSD-3-Clause,2015-04-09 01:07:29.000,2023-01-03 14:46:27.000000,2023-01-03 14:46:26,998.0,47.0,142.0,26.0,208.0,56.0,78.0,195.0,2022-12-19 12:01:53.992,5.7.1,21.0,12918803.0,32.0,197636.0,189040.0,70.0,https://pypi.org/project/nbformat,2022-05-03 15:51:21.000,8596.0,12766178.0,https://anaconda.org/conda-forge/nbformat,2022-12-19 18:29:53.004,12352721.0,1.0,,,,,,,nbformat-schema,https://www.npmjs.com/package/nbformat-schema,2022-12-19 12:01:42.418,,123.0,,,,,,,,,,,
13,Jupytext,"Jupyter Notebooks as Markdown Documents, Julia, Python or R scripts.",https://github.com/mwouts/jupytext,,notebook-sharing,34,True,jupytext,mwouts/jupytext,conda-forge/jupytext,https://github.com/mwouts/jupytext,MIT,2018-06-15 05:25:36.000,2022-12-26 08:49:39.000000,2022-12-11 17:41:57,2274.0,9.0,365.0,70.0,469.0,93.0,472.0,5747.0,2022-12-11 17:54:31.517,1.14.4,,611256.0,114.0,4013.0,3849.0,74.0,https://pypi.org/project/jupytext,2022-07-03 09:09:53.000,164.0,596080.0,https://anaconda.org/conda-forge/jupytext,2022-12-11 21:02:09.199,468435.0,1.0,,,,,,,jupyterlab-jupytext,https://www.npmjs.com/package/jupyterlab-jupytext,2021-12-04 13:07:28.249,,5808.0,,,,,,,,,,,
14,Voila,Voil turns Jupyter notebooks into standalone web applications.,https://github.com/voila-dashboards/voila,,notebook-sharing,34,True,voila,voila-dashboards/voila,conda-forge/voila,https://github.com/voila-dashboards/voila,BSD-3-Clause,2018-08-21 14:21:42.000,2022-12-13 09:21:43.000000,2022-12-13 09:21:10,1350.0,25.0,441.0,78.0,633.0,271.0,379.0,4506.0,2022-10-26 15:14:01.592,0.4.0,467.0,103192.0,84.0,8019.0,7957.0,63.0,https://pypi.org/project/voila,2022-03-29 17:15:53.000,62.0,97891.0,https://anaconda.org/conda-forge/voila,2022-10-27 07:53:02.986,238267.0,1.0,,,,,,,@jupyter-voila/jupyterlab-preview,https://www.npmjs.com/package/@jupyter-voila/jupyterlab-preview,2020-05-19 10:24:11.555,,601.0,,,,,,,,,,,
15,evidently,Evaluate and monitor ML models from validation to production. Join our Discord: https://discord.com/invite/xZjKRaNp8b.,https://github.com/evidentlyai/evidently,,widgets,33,True,evidently,evidentlyai/evidently,conda-forge/evidently,https://github.com/evidentlyai/evidently,Apache-2.0,2020-11-25 15:20:08.000,2023-01-04 15:50:59.000000,2022-12-29 17:37:30,1543.0,141.0,325.0,33.0,325.0,56.0,111.0,3044.0,2022-12-08 13:53:42.000,0.2.1,,79940.0,66.0,1184.0,1181.0,32.0,https://pypi.org/project/evidently,2022-07-07 11:21:24.000,3.0,79803.0,https://anaconda.org/conda-forge/evidently,2022-12-08 20:16:19.575,2330.0,1.0,,,,,,-1.0,,,,,,,,,,,,,,,,
16,nikola,A static website and blog generator.,https://github.com/getnikola/nikola,,notebook-sharing,33,True,nikola,getnikola/nikola,,https://github.com/getnikola/nikola,MIT,2012-04-14 13:53:22.000,2023-01-02 19:40:11.000000,2023-01-02 19:40:08,10303.0,11.0,436.0,80.0,1510.0,51.0,2069.0,2385.0,2022-08-01 21:01:18.000,8.2.3,,1228.0,86.0,594.0,457.0,232.0,https://pypi.org/project/nikola,2022-05-01 17:06:34.000,137.0,1228.0,,,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,
17,jupyter_server,"The backendi.e. core services, APIs, and REST endpointsto Jupyter web applications.",https://github.com/jupyter-server/jupyter_server,,components,33,False,jupyter_server,jupyter-server/jupyter_server,conda-forge/jupyter_server,https://github.com/jupyter-server/jupyter_server,,2016-09-21 19:18:45.000,2023-01-05 10:04:36.000000,2023-01-04 13:53:50,12541.0,114.0,204.0,41.0,805.0,143.0,224.0,369.0,2022-12-29 00:24:01.670,2.0.6,924.0,12352584.0,118.0,153.0,,491.0,https://pypi.org/project/jupyter_server,2022-09-19 21:14:36.706,153.0,12289159.0,https://anaconda.org/conda-forge/jupyter_server,2022-12-29 11:26:19.566,3296870.0,3.0,,,,,,,,,,,,,,,,,,,,,,
18,Contrib NBextensions,A collection of various notebook extensions for Jupyter.,https://github.com/ipython-contrib/jupyter_contrib_nbextensions,,jupyter-extensions,32,True,jupyter_contrib_nbextensions,ipython-contrib/jupyter_contrib_nbextensions,conda-forge/jupyter_contrib_nbextensions,https://github.com/ipython-contrib/jupyter_contrib_nbextensions,BSD-3-Clause,2013-07-13 17:05:16.000,2022-12-21 19:56:24.000000,2022-12-21 19:56:24,2660.0,21.0,803.0,136.0,842.0,352.0,456.0,4945.0,2022-11-15 17:33:00.905,0.7.0,,286479.0,18.0,211.0,,136.0,https://pypi.org/project/jupyter_contrib_nbextensions,2019-01-02 12:28:49.000,211.0,266761.0,https://anaconda.org/conda-forge/jupyter_contrib_nbextensions,2022-12-03 12:02:55.462,1518357.0,1.0,,,,,,,,,,,,,,,,,,,,,,
19,ipyleaflet,A Jupyter - Leaflet.js bridge.,https://github.com/jupyter-widgets/ipyleaflet,,widgets,32,True,ipyleaflet,jupyter-widgets/ipyleaflet,conda-forge/ipyleaflet,https://github.com/jupyter-widgets/ipyleaflet,MIT,2014-05-07 16:32:10.000,2023-01-04 14:48:38.000000,2022-10-27 16:02:31,1144.0,6.0,347.0,61.0,556.0,210.0,329.0,1317.0,2022-10-19 07:57:17.000,0.17.2,,200471.0,76.0,3530.0,3413.0,81.0,https://pypi.org/project/ipyleaflet,2022-07-07 04:26:05.000,114.0,147069.0,https://anaconda.org/conda-forge/ipyleaflet,2022-10-19 12:34:41.863,942147.0,1.0,,,,,,,jupyter-leaflet,https://www.npmjs.com/package/jupyter-leaflet,2022-10-19 07:43:02.682,3.0,41626.0,,,,,,,,,,,
20,sparkmagic,Jupyter magics and kernels for working with remote Spark clusters.,https://github.com/jupyter-incubator/sparkmagic,,magic,32,True,sparkmagic,jupyter-incubator/sparkmagic,conda-forge/sparkmagic,https://github.com/jupyter-incubator/sparkmagic,BSD-3-Clause,2015-09-21 15:35:25.000,2023-01-03 19:25:32.000000,2023-01-03 19:25:32,1265.0,48.0,416.0,52.0,381.0,140.0,291.0,1194.0,2023-01-02 21:59:51.433,0.20.3,,29930.0,53.0,293.0,273.0,58.0,https://pypi.org/project/sparkmagic,2022-05-02 22:18:06.000,20.0,28978.0,https://anaconda.org/conda-forge/sparkmagic,2023-01-02 23:52:46.256,61902.0,1.0,,,,,,4.0,,,,,,,,,,,,,,,,
21,nteract,The interactive computing suite for you!.,https://github.com/nteract/nteract,,notebook-environments,31,True,nteract_on_jupyter,nteract/nteract,,https://github.com/nteract/nteract,BSD-3-Clause,2015-06-15 23:21:49.000,2022-12-14 21:57:30.000000,2022-10-26 19:51:28,11226.0,8.0,571.0,157.0,3976.0,180.0,1521.0,5937.0,2021-10-22 17:46:48.907,7.0.20,1404403.0,59145.0,94.0,38.0,,178.0,https://pypi.org/project/nteract_on_jupyter,2019-07-16 03:59:16.000,5.0,2132.0,,,,2.0,,,,,,,@nteract/messaging,https://www.npmjs.com/package/@nteract/messaging,2021-10-22 17:46:48.907,33.0,39458.0,,,,,,,,,,,
22,papermill,"Parameterize, execute, and analyze notebooks.",https://github.com/nteract/papermill,,widgets,31,True,papermill,nteract/papermill,conda-forge/papermill,https://github.com/nteract/papermill,BSD-3-Clause,2017-07-06 17:17:53.000,2022-12-15 11:32:56.000000,2022-10-18 22:34:20,938.0,1.0,382.0,90.0,344.0,119.0,243.0,5054.0,2022-08-15 04:13:05.241,2.4.0,,900988.0,72.0,2882.0,2696.0,108.0,https://pypi.org/project/papermill,2022-01-22 22:46:54.000,186.0,894212.0,https://anaconda.org/conda-forge/papermill,2022-01-23 14:55:30.846,359128.0,2.0,,,,,,-2.0,,,,,,,,,,,,,,,,
23,nbdev,Create delightful software with Jupyter Notebooks.,https://github.com/fastai/nbdev,,notebook-tools,31,True,nbdev,fastai/nbdev,,https://github.com/fastai/nbdev,Apache-2.0,2019-11-18 17:37:35.000,2022-12-28 15:13:52.000000,2022-11-17 02:50:02,1538.0,89.0,411.0,41.0,490.0,88.0,676.0,3967.0,2022-11-08 23:19:01.444,2.3.9,,43040.0,150.0,77.0,,76.0,https://pypi.org/project/nbdev,2022-06-17 20:22:23.000,77.0,43040.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
24,Jupyter Book,"Create beautiful, publication-quality books and documents from computational content.",https://github.com/executablebooks/jupyter-book,,notebook-sharing,31,True,jupyter-book,executablebooks/jupyter-book,conda-forge/jupyter-book,https://github.com/executablebooks/jupyter-book,BSD-3-Clause,2018-06-14 01:55:51.000,2023-01-02 16:07:27.000000,2022-12-09 09:14:30,1395.0,15.0,555.0,63.0,692.0,499.0,679.0,3171.0,2022-08-16 07:22:00.869,0.13.1,,66221.0,42.0,65.0,,118.0,https://pypi.org/project/jupyter-book,2022-06-03 14:18:41.000,65.0,64054.0,https://anaconda.org/conda-forge/jupyter-book,2022-08-22 02:39:14.822,49843.0,2.0,,,,,,,,,,,,,,,,,,,,,,
25,elyra,Elyra extends JupyterLab with an AI centric approach.,https://github.com/elyra-ai/elyra,,lab-extensions,31,True,elyra,elyra-ai/elyra,conda-forge/elyra,https://github.com/elyra-ai/elyra,Apache-2.0,2019-10-22 21:37:58.000,2023-01-05 02:08:04.000000,2022-12-14 22:14:12,1837.0,56.0,271.0,47.0,1404.0,242.0,1309.0,1513.0,2022-12-14 22:53:32.000,3.14.1,,4403.0,120.0,47.0,40.0,56.0,https://pypi.org/project/elyra,2022-07-06 22:27:20.000,3.0,2324.0,https://anaconda.org/conda-forge/elyra,2023-01-04 19:04:54.185,25307.0,1.0,,,,,,,@elyra/services,https://www.npmjs.com/package/@elyra/services,2022-12-14 22:20:07.098,4.0,1207.0,,,,,,,,,,,
26,repo2docker,Turn repositories into Jupyter-enabled Docker images.,https://github.com/jupyterhub/repo2docker,,notebook-tools,31,True,jupyter-repo2docker,jupyterhub/repo2docker,,https://github.com/jupyterhub/repo2docker,BSD-3-Clause,2017-05-09 08:36:30.000,2023-01-04 16:35:05.000000,2023-01-04 16:35:05,2526.0,131.0,326.0,44.0,738.0,182.0,336.0,1427.0,2022-10-18 19:01:00.000,2022.10.0,,5928.0,19.0,198.0,172.0,114.0,https://pypi.org/project/jupyter-repo2docker,2022-10-18 19:00:01.421,26.0,5928.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
27,jupyter-matplotlib,Matplotlib Jupyter Integration.,https://github.com/matplotlib/ipympl,,widgets,31,True,ipympl,matplotlib/ipympl,conda-forge/ipympl,https://github.com/matplotlib/ipympl,BSD-3-Clause,2016-07-21 14:38:56.000,2023-01-02 19:07:33.000000,2022-12-19 08:49:39,486.0,7.0,200.0,41.0,234.0,124.0,147.0,1366.0,2022-08-22 10:06:31.028,0.11.2,,162243.0,48.0,4948.0,4857.0,30.0,https://pypi.org/project/ipympl,2022-04-25 12:03:10.000,91.0,122883.0,https://anaconda.org/conda-forge/ipympl,2022-08-22 10:48:52.758,1195813.0,2.0,,,,,,,jupyter-matplotlib,https://www.npmjs.com/package/jupyter-matplotlib,2022-08-22 10:06:31.028,,22752.0,,,,,,,,,,,
28,JupyterLab,JupyterLab computational environment.,https://github.com/jupyterlab/jupyterlab,,notebook-environments,30,True,jupyterlab,jupyterlab/jupyterlab,conda-forge/jupyterlab,https://github.com/jupyterlab/jupyterlab,BSD-3-Clause,2016-06-03 20:09:17.000,2023-01-05 10:20:17.064000,,,,2523.0,,,2220.0,,12543.0,2022-12-19 12:27:26.207,3.5.2,,1830376.0,462.0,2220.0,,430.0,https://pypi.org/project/jupyterlab,2022-06-09 13:09:14.000,1897.0,1587306.0,https://anaconda.org/conda-forge/jupyterlab,2023-01-05 10:20:17.064,7090707.0,2.0,,,,,,,@jupyterlab/ui-components,https://www.npmjs.com/package/@jupyterlab/ui-components,2023-01-05 08:31:04.346,323.0,153315.0,,,,,,,,,,,
29,Docker Stacks,Ready-to-run Docker images containing Jupyter applications.,https://github.com/jupyter/docker-stacks,,notebook-environments,30,True,,jupyter/docker-stacks,,https://github.com/jupyter/docker-stacks,BSD-3-Clause,2015-07-15 15:30:00.000,2023-01-05 11:46:03.000000,2023-01-04 06:24:09,3239.0,66.0,2820.0,191.0,1055.0,25.0,774.0,7417.0,,,,985258.0,,,,226.0,,,,,,,,2.0,jupyter/scipy-notebook,https://hub.docker.com/r/jupyter/scipy-notebook,2023-01-04 07:47:05.006422,376.0,88673267.0,,,,,,,,,,,,,,,,,
30,Perspective,"A data visualization and analytics component, especially well-suited for large and/or streaming datasets.",https://github.com/finos/perspective,,lab-extensions,30,True,perspective-python,finos/perspective,conda-forge/perspective,https://github.com/finos/perspective,Apache-2.0,2017-11-02 16:27:54.000,2023-01-01 03:13:58.141000,2023-01-01 00:45:37,5428.0,73.0,561.0,112.0,1364.0,103.0,495.0,5142.0,2023-01-02 16:46:26.700,1.8.1,,11491.0,93.0,15.0,6.0,76.0,https://pypi.org/project/perspective-python,2022-06-06 20:23:28.000,9.0,2818.0,https://anaconda.org/conda-forge/perspective,2023-01-01 03:13:58.141,237454.0,1.0,,,,,,,@finos/perspective-jupyterlab,https://www.npmjs.com/package/@finos/perspective-jupyterlab,2022-12-29 07:06:47.631,,1014.0,,,,,,,,,,,
31,D-Tale,Visualizer for Pandas Data Structures.,https://github.com/man-group/dtale,,widgets,30,False,dtale,man-group/dtale,conda-forge/dtale,https://github.com/man-group/dtale,LGPL-2.1,2019-07-15 09:34:48.000,2023-01-04 19:58:26.000000,2022-12-28 21:25:39,638.0,13.0,320.0,70.0,229.0,50.0,442.0,3790.0,2022-12-28 21:48:01.024,2.9.1,,183730.0,153.0,598.0,586.0,29.0,https://pypi.org/project/dtale,2022-06-17 17:45:42.000,12.0,178507.0,https://anaconda.org/conda-forge/dtale,2022-12-28 22:17:29.050,182831.0,2.0,,,,,,,,,,,,,,,,,,,,,,
32,dtale,Visualizer for pandas data structures.,https://github.com/man-group/dtale,,jupyter-extensions,30,False,dtale,man-group/dtale,conda-forge/dtale,https://github.com/man-group/dtale,LGPL-2.1,2019-07-15 09:34:48.000,2023-01-04 19:58:26.000000,2022-12-28 21:25:39,638.0,13.0,320.0,70.0,229.0,50.0,442.0,3790.0,2022-12-28 21:48:01.024,2.9.1,,183730.0,153.0,598.0,586.0,29.0,https://pypi.org/project/dtale,2022-06-17 17:45:42.000,12.0,178507.0,https://anaconda.org/conda-forge/dtale,2022-12-28 22:17:29.050,182831.0,1.0,,,,,,,,,,,,,,,,,,,,,,
33,bqplot,Plotting library for IPython/Jupyter notebooks.,https://github.com/bqplot/bqplot,,widgets,30,True,bqplot,bqplot/bqplot,conda-forge/bqplot,https://github.com/bqplot/bqplot,Apache-2.0,2015-09-26 04:02:18.000,2022-12-14 16:15:14.000000,2022-09-29 15:04:10,3545.0,,468.0,106.0,969.0,240.0,361.0,3391.0,2022-09-02 15:04:31.743,0.12.36,,133805.0,102.0,144.0,36.0,59.0,https://pypi.org/project/bqplot,2022-02-11 15:27:16.000,97.0,116674.0,https://anaconda.org/conda-forge/bqplot,2022-09-02 17:23:26.370,1090405.0,2.0,,,,,,,bqplot,https://www.npmjs.com/package/bqplot,2022-09-02 10:57:18.327,11.0,3501.0,,,,,,,,,,,
34,JupyterLab LSP,Coding assistance for JupyterLab (code navigation + hover suggestions + linters + autocompletion + rename) using..,https://github.com/jupyter-lsp/jupyterlab-lsp,,lab-extensions,30,True,jupyterlab-lsp,jupyter-lsp/jupyterlab-lsp,conda-forge/jupyter-lsp,https://github.com/jupyter-lsp/jupyterlab-lsp,BSD-3-Clause,2019-08-17 11:34:22.000,2023-01-02 17:38:54.000000,2023-01-02 17:38:53,2558.0,60.0,114.0,16.0,447.0,165.0,284.0,1396.0,2022-08-26 15:33:43.000,3.10.2,,26400.0,67.0,313.0,304.0,46.0,https://pypi.org/project/jupyterlab-lsp,2022-03-21 19:12:23.000,7.0,17602.0,https://anaconda.org/conda-forge/jupyter-lsp,2021-12-12 16:35:34.220,68858.0,1.0,,,,,,,@krassowski/jupyterlab-lsp,https://www.npmjs.com/package/@krassowski/jupyterlab-lsp,2022-08-26 15:27:01.064,2.0,6339.0,,,,,,,,,,,
35,JupyterLab Git,A Git extension for JupyterLab.,https://github.com/jupyterlab/jupyterlab-git,,lab-extensions,30,True,jupyterlab-git,jupyterlab/jupyterlab-git,conda-forge/jupyterlab-git,https://github.com/jupyterlab/jupyterlab-git,BSD-3-Clause,2017-06-20 17:31:00.000,2022-12-28 16:07:23.000000,2022-12-15 13:23:49,1816.0,16.0,265.0,36.0,640.0,90.0,457.0,1199.0,2022-12-15 13:34:32.046,0.41.0,,117326.0,68.0,42.0,18.0,83.0,https://pypi.org/project/jupyterlab-git,2022-04-26 06:31:56.000,20.0,89825.0,https://anaconda.org/conda-forge/jupyterlab-git,2022-12-16 08:18:31.363,329020.0,1.0,,,,,,,@jupyterlab/git,https://www.npmjs.com/package/@jupyterlab/git,2022-12-15 13:33:58.120,4.0,20787.0,,,,,,,,,,,
36,OAuthenticator,OAuth + JupyterHub Authenticator = OAuthenticator.,https://github.com/jupyterhub/oauthenticator,,hub-auth,30,True,oauthenticator,jupyterhub/oauthenticator,conda-forge/oauthenticator,https://github.com/jupyterhub/oauthenticator,BSD-3-Clause,2014-09-23 21:37:06.000,2023-01-03 05:53:38.000000,2023-01-03 05:53:37,1168.0,60.0,337.0,22.0,327.0,42.0,201.0,354.0,2022-06-09 11:01:21.000,15.0.1,,24735.0,31.0,359.0,315.0,109.0,https://pypi.org/project/oauthenticator,2022-06-09 11:01:21.000,44.0,24022.0,https://anaconda.org/conda-forge/oauthenticator,2022-09-08 13:19:36.567,32097.0,1.0,,,,,,,,,,,,,,,,,,,,,,
