,name,description,homepage,resource,category,projectrank,show,pypi_id,github_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,conda_dependent_project_count,updated_github_id,new_addition,pypi,cran_id,go_id,go_url,go_latest_release_published_at,go_dependent_project_count,gem_id,hex_id,bitbucket_id
152,JupyterLab System Monitor,JupyterLab extension to display system metrics.,https://github.com/jtpio/jupyterlab-system-monitor,,lab-extensions,20,True,jupyterlab-system-monitor,jtpio/jupyterlab-system-monitor,conda-forge/jupyterlab-system-monitor,https://github.com/jtpio/jupyterlab-system-monitor,BSD-3-Clause,2019-07-13 12:31:51.000,2023-07-28 15:17:36.000000,2023-07-28 15:17:32,177.0,1.0,29.0,6.0,60.0,27.0,44.0,293.0,2021-02-04 22:39:49.000,0.8.0,,11863.0,20.0,147.0,143.0,7.0,https://pypi.org/project/jupyterlab-system-monitor,2021-02-04 22:37:18.000,2.0,7475.0,https://anaconda.org/conda-forge/jupyterlab-system-monitor,2023-06-16 19:24:50.049,29747.0,2.0,jupyterlab-system-monitor,https://www.npmjs.com/package/jupyterlab-system-monitor,2020-11-23 15:30:52.408,2.0,3459.0,,,,,,,,,,,,,,,,,,
153,OCaml Kernel,An OCaml kernel for Jupyter (IPython) notebook.,https://github.com/akabe/ocaml-jupyter,,kernels,20,True,,akabe/ocaml-jupyter,,https://github.com/akabe/ocaml-jupyter,MIT,2017-07-14 14:15:05.000,2023-08-11 05:33:07.000000,2023-08-11 05:18:21,385.0,7.0,38.0,12.0,125.0,6.0,72.0,264.0,2023-08-11 02:56:40.000,2.8.3,101593.0,1354.0,35.0,,,23.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
154,naas,"Schedule notebooks, run them like APIs, expose securely your assets: Jupyter as a viable Production environment.",https://github.com/jupyter-naas/naas,,notebook-tools,20,True,naas,jupyter-naas/naas,,https://github.com/jupyter-naas/naas,AGPL-3.0,2020-09-20 17:09:00.000,2023-10-04 20:12:46.000000,2023-09-27 15:53:24,1830.0,32.0,20.0,5.0,243.0,38.0,144.0,257.0,2023-09-26 14:28:01.000,2.12.5,,2297.0,578.0,4.0,4.0,20.0,https://pypi.org/project/naas,2023-09-27 16:00:56.000,,2297.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
155,gator,Conda environment and package management extension from within Jupyter.,https://github.com/mamba-org/gator,,jupyter-extensions,20,True,mamba-gator,mamba-org/gator,conda-forge/mamba_gator,https://github.com/mamba-org/gator,BSD-3-Clause,2018-08-02 05:15:23.000,2023-08-08 07:03:25.000000,2023-08-08 07:03:24,623.0,2.0,29.0,6.0,149.0,21.0,41.0,250.0,2023-05-05 13:05:52.701,5.2.1,2.0,1161.0,30.0,6.0,4.0,26.0,https://pypi.org/project/mamba-gator,2021-09-03 07:30:09.000,,40.0,https://anaconda.org/conda-forge/mamba_gator,2023-06-16 19:23:51.106,36400.0,3.0,@mamba-org/gator-lab,https://www.npmjs.com/package/@mamba-org/gator-lab,2021-09-03 10:15:28.752,2.0,81.0,,,,,,,,,,,,,,,,,,
156,nbinteract,Create interactive webpages from Jupyter Notebooks.,https://github.com/SamLau95/nbinteract,,notebook-sharing,20,False,nbinteract,SamLau95/nbinteract,,https://github.com/SamLau95/nbinteract,BSD-3-Clause,2017-08-31 00:16:20.000,2023-01-05 09:57:44.000000,2021-04-15 20:39:36,590.0,,22.0,8.0,117.0,67.0,42.0,227.0,2021-01-05 06:49:39.135,0.2.6,,4422.0,46.0,44.0,3.0,8.0,https://pypi.org/project/nbinteract,2021-01-05 06:49:39.135,39.0,4222.0,,,,3.0,nbinteract,https://www.npmjs.com/package/nbinteract,2021-01-05 06:49:22.791,2.0,200.0,,,,,,,,,,,,,,,,,,
157,Jupyter Bokeh,An extension for rendering Bokeh content in JupyterLab notebooks.,https://github.com/bokeh/jupyter_bokeh,,lab-extensions,20,True,jupyter-bokeh,bokeh/jupyter_bokeh,conda-forge/jupyter_bokeh,https://github.com/bokeh/jupyter_bokeh,BSD-3-Clause,2017-08-14 23:01:29.000,2023-07-19 08:30:24.000000,2023-03-14 10:04:23,136.0,,45.0,21.0,94.0,22.0,82.0,227.0,2023-03-14 10:13:01.307,3.0.7,,50106.0,19.0,23.0,2.0,18.0,https://pypi.org/project/jupyter-bokeh,2023-03-14 10:10:06.309,19.0,42817.0,https://anaconda.org/conda-forge/jupyter_bokeh,2023-06-16 19:19:30.692,69175.0,2.0,@bokeh/jupyter_bokeh,https://www.npmjs.com/package/@bokeh/jupyter_bokeh,2023-03-14 10:13:01.307,2.0,5560.0,,,,,,,,,,,,,,,,,,
158,Darcula Theme,A handsome Darcula theme for Jupyterlab. The first jlab theme to include dark scrollbars.,https://github.com/telamonian/theme-darcula,,lab-themes,20,False,theme-darcula,telamonian/theme-darcula,conda-forge/theme-darcula,https://github.com/telamonian/theme-darcula,BSD-3-Clause,2019-01-21 04:39:42.000,2023-06-16 19:25:35.462000,2022-07-20 12:02:54,113.0,,35.0,5.0,46.0,21.0,16.0,189.0,2022-07-20 12:04:00.552,4.0.0,,3359.0,13.0,1287.0,1285.0,7.0,https://pypi.org/project/theme-darcula,2022-07-20 12:04:00.552,,2324.0,https://anaconda.org/conda-forge/theme-darcula,2023-06-16 19:25:35.462,21975.0,1.0,@telamonian/theme-darcula,https://www.npmjs.com/package/@telamonian/theme-darcula,2022-07-20 12:02:58.154,2.0,303.0,,,,,,,,,,,,,,,,,,
159,pyforest,pyforest - feel the bliss of automated imports.,https://github.com/8080labs/pyforest,,jupyter-extensions,19,False,pyforest,8080labs/pyforest,,https://github.com/8080labs/pyforest,MIT,2019-08-12 07:35:46.000,2023-06-07 10:33:18.000000,2021-06-14 15:04:41,196.0,,191.0,36.0,33.0,13.0,14.0,1054.0,2021-06-14 15:07:13.000,1.1.0,,5313.0,10.0,9.0,,13.0,https://pypi.org/project/pyforest,2021-06-14 15:07:13.000,9.0,5313.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
160,JupyterLab Latex,JupyterLab extension for live editing of LaTeX documents.,https://github.com/jupyterlab/jupyterlab-latex,,lab-renderer,19,True,jupyterlab_latex,jupyterlab/jupyterlab-latex,conda-forge/jupyterlab-latex,https://github.com/jupyterlab/jupyterlab-latex,BSD-3-Clause,2017-10-24 02:12:37.000,2023-07-19 03:12:56.000000,2023-07-09 18:51:29,443.0,1.0,67.0,15.0,130.0,38.0,57.0,575.0,2023-05-31 04:26:11.000,3.2.0,,2185.0,16.0,9.0,5.0,23.0,https://pypi.org/project/jupyterlab_latex,2021-09-15 15:34:16.000,2.0,1247.0,https://anaconda.org/conda-forge/jupyterlab-latex,2023-06-16 19:18:37.104,11923.0,3.0,@jupyterlab/latex,https://www.npmjs.com/package/@jupyterlab/latex,2021-07-06 17:15:27.404,2.0,655.0,,,,,,,,,,,,,,,,,,
161,nb_conda_kernels,Package for managing conda environment-based kernels inside of Jupyter.,https://github.com/Anaconda-Platform/nb_conda_kernels,,kernels,19,False,,Anaconda-Platform/nb_conda_kernels,conda-forge/nb_conda_kernels,https://github.com/Anaconda-Platform/nb_conda_kernels,BSD-3-Clause,2015-12-10 16:11:42.000,2023-07-31 14:11:12.000000,2020-11-30 15:55:07,335.0,,62.0,21.0,87.0,43.0,100.0,537.0,2020-09-05 22:35:32.000,2.3.0,,13671.0,11.0,,,14.0,,,,,https://anaconda.org/conda-forge/nb_conda_kernels,2023-06-16 13:16:37.337,1203112.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
162,ipysheet,Jupyter handsontable integration.,https://github.com/jupyter-widgets-contrib/ipysheet,,widgets,19,True,ipysheet,QuantStack/ipysheet,conda-forge/ipysheet,https://github.com/jupyter-widgets-contrib/ipysheet,MIT,2017-07-10 13:46:31.000,2023-07-20 08:10:20.000000,2023-07-20 08:10:20,309.0,2.0,66.0,20.0,124.0,70.0,60.0,525.0,2022-11-28 09:27:38.314,0.7.0,,47629.0,24.0,34.0,6.0,13.0,https://pypi.org/project/ipysheet,2022-11-28 09:25:01.163,26.0,44713.0,https://anaconda.org/conda-forge/ipysheet,2023-06-16 16:13:19.853,96656.0,3.0,ipysheet,https://www.npmjs.com/package/ipysheet,2022-11-28 09:27:38.314,2.0,1221.0,,,,,,,,jupyter-widgets-contrib/ipysheet,,,,,,,,,,
163,xeus-python,Jupyter kernel for the Python programming language.,https://github.com/jupyter-xeus/xeus-python,,kernels,19,True,xeus-python,jupyter-xeus/xeus-python,conda-forge/xeus-python,https://github.com/jupyter-xeus/xeus-python,BSD-3-Clause,2018-10-12 13:18:30.000,2023-09-26 08:47:30.112000,2023-09-25 19:22:24,904.0,4.0,64.0,16.0,406.0,63.0,124.0,389.0,,,,39122.0,85.0,,,21.0,https://pypi.org/project/xeus-python,,,5787.0,https://anaconda.org/conda-forge/xeus-python,2023-09-26 08:47:30.112,1333431.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
164,treon,Easy to use test framework for Jupyter Notebooks.,https://github.com/ReviewNB/treon,,notebook-tools,19,False,treon,ReviewNB/treon,conda-forge/treon,https://github.com/ReviewNB/treon,MIT,2019-03-29 15:02:35.000,2023-06-16 19:26:36.235000,2022-08-04 11:15:04,66.0,,26.0,13.0,12.0,4.0,10.0,291.0,2022-08-04 11:25:18.993,0.1.4,,17252.0,5.0,91.0,84.0,5.0,https://pypi.org/project/treon,2022-08-04 11:25:18.993,7.0,16998.0,https://anaconda.org/conda-forge/treon,2023-06-16 19:26:36.235,7122.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
165,retrolab,JupyterLab distribution with a retro look and feel.,https://github.com/jupyterlab/retrolab,,notebook-environments,19,True,retrolab,jupyterlab/retrolab,conda-forge/retrolab,https://github.com/jupyterlab/retrolab,BSD-3-Clause,2020-12-07 16:37:07.000,2023-06-16 19:25:59.201000,2023-02-16 13:40:18,633.0,,45.0,14.0,220.0,,111.0,279.0,2022-05-04 07:37:18.000,0.3.21,1298.0,2440.0,50.0,17.0,17.0,17.0,https://pypi.org/project/retrolab,,,636.0,https://anaconda.org/conda-forge/retrolab,2023-06-16 19:25:59.201,48189.0,3.0,@jupyterlab-classic/application,https://www.npmjs.com/package/@jupyterlab-classic/application,,,105.0,,,,,,,,,,,,,,,,,,
166,Spylon Kernel,Jupyter kernel for scala and spark.,https://github.com/vericast/spylon-kernel,,kernels,19,False,spylon-kernel,vericast/spylon-kernel,conda-forge/spylon-kernel,https://github.com/vericast/spylon-kernel,BSD-3-Clause,2016-11-21 02:23:14.000,2023-06-16 13:20:41.310000,2018-09-20 15:43:57,188.0,,31.0,12.0,28.0,20.0,20.0,179.0,2018-03-23 20:36:58.000,0.4.1,,4509.0,14.0,129.0,129.0,6.0,https://pypi.org/project/spylon-kernel,2018-03-23 20:36:58.000,,2951.0,https://anaconda.org/conda-forge/spylon-kernel,2023-06-16 13:20:41.310,124711.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
167,JupyterLab Data Explorer,First class datasets in JupyterLab.,https://github.com/jupyterlab/jupyterlab-data-explorer,,lab-extensions,19,True,,jupyterlab/jupyterlab-data-explorer,,https://github.com/jupyterlab/jupyterlab-data-explorer,BSD-3-Clause,2019-01-03 21:57:42.000,2023-08-08 06:45:57.000000,2023-08-08 06:45:57,427.0,1.0,35.0,26.0,58.0,59.0,93.0,176.0,2019-10-03 18:34:08.594,3.0.0,,172.0,17.0,20.0,13.0,10.0,,,,,,,,2.0,@jupyterlab/dataregistry-extension,https://www.npmjs.com/package/@jupyterlab/dataregistry-extension,2019-10-03 18:34:08.594,7.0,172.0,,,,,,,,,,,,,,,,,,
168,jupyverse,A Jupyter server based on FastAPI.,https://github.com/jupyter-server/jupyverse,,notebook-environments,19,False,jupyverse,jupyter-server/jupyverse,conda-forge/fps-auth,https://github.com/jupyter-server/jupyverse,BSD-1-Clause,2021-07-23 14:20:02.000,2023-10-03 07:19:58.000000,2023-10-03 07:19:54,628.0,31.0,24.0,9.0,292.0,20.0,43.0,166.0,2023-09-06 14:22:38.000,0.2.5,4785.0,1850.0,57.0,,,12.0,https://pypi.org/project/jupyverse,2023-09-06 14:22:29.000,,593.0,https://anaconda.org/conda-forge/fps-auth,2023-09-07 07:18:59.761,20117.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
169,JupyterLab IFrame,View html as an embedded iframe in JupyterLab.,https://github.com/timkpaine/jupyterlab_iframe,,lab-extensions,19,True,jupyterlab_iframe,timkpaine/jupyterlab_iframe,conda-forge/jupyterlab_iframe,https://github.com/timkpaine/jupyterlab_iframe,Apache-2.0,2018-03-12 02:34:47.000,2023-09-05 00:11:28.000000,2023-09-05 00:11:26,340.0,13.0,17.0,5.0,85.0,6.0,64.0,99.0,2023-07-16 16:16:00.442,0.5.0,,4383.0,26.0,8.0,6.0,5.0,https://pypi.org/project/jupyterlab_iframe,2023-07-16 16:16:00.442,,3423.0,https://anaconda.org/conda-forge/jupyterlab_iframe,2023-07-16 18:49:15.196,25868.0,2.0,jupyterlab_iframe,https://www.npmjs.com/package/jupyterlab_iframe,2023-07-16 16:13:17.752,2.0,242.0,,,,,,,,,,,,,,,,,,
170,IJava,A Jupyter kernel for executing Java code.,https://github.com/SpencerPark/IJava,,kernels,18,False,,SpencerPark/IJava,,https://github.com/SpencerPark/IJava,MIT,2017-10-08 04:42:46.000,2023-05-18 06:09:30.000000,2019-12-08 22:22:20,90.0,,209.0,34.0,12.0,80.0,58.0,981.0,2019-05-06 03:28:50.000,1.3.0,137407.0,2146.0,5.0,,,4.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
171,jupyter-tensorboard,Start Tensorboard in Jupyter Notebook.,https://github.com/lspvic/jupyter_tensorboard,,jupyter-extensions,18,False,jupyter-tensorboard,lspvic/jupyter_tensorboard,,https://github.com/lspvic/jupyter_tensorboard,MIT,2017-08-22 08:05:13.000,2022-06-14 12:29:55.000000,2020-02-16 06:42:48,69.0,,70.0,16.0,10.0,41.0,29.0,465.0,2020-02-16 07:15:03.000,0.2.0,,1688.0,19.0,32.0,,4.0,https://pypi.org/project/jupyter-tensorboard,2020-02-16 07:15:03.000,32.0,1688.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
172,JupyterLab Google Drive,Cloud storage for JupyterLab using Google Drive.,https://github.com/jupyterlab/jupyterlab-google-drive,,lab-extensions,18,True,,jupyterlab/jupyterlab-google-drive,,https://github.com/jupyterlab/jupyterlab-google-drive,BSD-3-Clause,2016-12-17 01:40:45.000,2023-08-03 16:55:22.000000,2023-08-03 16:55:22,516.0,1.0,78.0,33.0,118.0,50.0,99.0,395.0,2020-05-27 00:10:19.202,2.0.0,,610.0,32.0,6.0,4.0,17.0,,,,,,,,2.0,@jupyterlab/google-drive,https://www.npmjs.com/package/@jupyterlab/google-drive,2020-05-27 00:10:19.202,2.0,610.0,,,,,,,,,,,,,,,,,,
173,HTTP-over-WebSocket,Jupyter support for HTTP-over-ws.,https://github.com/googlecolab/jupyter_http_over_ws,,jupyter-extensions,18,False,jupyter_http_over_ws,googlecolab/jupyter_http_over_ws,conda-forge/jupyter_http_over_ws,https://github.com/googlecolab/jupyter_http_over_ws,Apache-2.0,2018-03-26 22:52:45.000,2023-06-16 19:21:18.164000,2021-08-30 21:48:24,31.0,,50.0,13.0,2.0,21.0,9.0,263.0,2020-03-12 16:09:39.000,0.0.8,,47453.0,10.0,19.0,,3.0,https://pypi.org/project/jupyter_http_over_ws,2020-03-12 16:09:39.000,19.0,46263.0,https://anaconda.org/conda-forge/jupyter_http_over_ws,2023-06-16 19:21:18.164,45256.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
174,SAS Kernel,A Jupyter kernel for SAS. This opens up all the data manipulation and analytics capabilities of your SAS system within..,https://github.com/sassoftware/sas_kernel,,kernels,18,True,sas_kernel,sassoftware/sas_kernel,anaconda/sas_kernel,https://github.com/sassoftware/sas_kernel,Apache-2.0,2016-04-01 16:19:50.000,2023-06-16 13:24:59.052000,2023-01-13 14:14:25,262.0,,80.0,37.0,29.0,,58.0,194.0,2022-12-01 21:51:02.000,2.4.13,,4344.0,20.0,1.0,,11.0,https://pypi.org/project/sas_kernel,2022-12-01 21:49:02.222,1.0,4310.0,https://anaconda.org/anaconda/sas_kernel,2023-06-16 13:24:59.052,2514.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
175,jupyter-fs,A filesystem-like contents manager for multiple backends in Jupyter.,https://github.com/jpmorganchase/jupyter-fs,,lab-extensions,18,True,jupyter-fs,jpmorganchase/jupyter-fs,conda-forge/jupyter-fs,https://github.com/jpmorganchase/jupyter-fs,Apache-2.0,2019-09-24 17:44:10.000,2023-08-13 20:38:16.000000,2023-06-06 09:31:44,407.0,,31.0,14.0,112.0,12.0,50.0,164.0,2021-06-04 01:03:11.000,0.3.1,,561.0,7.0,4.0,4.0,13.0,https://pypi.org/project/jupyter-fs,2021-06-04 01:03:11.000,,337.0,https://anaconda.org/conda-forge/jupyter-fs,2023-06-16 19:22:50.491,8290.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
176,ipytree,A Tree Widget using Jupyter-widgets protocol and jsTree.,https://github.com/jupyter-widgets-contrib/ipytree,,widgets,18,True,ipytree,QuantStack/ipytree,conda-forge/ipytree,https://github.com/jupyter-widgets-contrib/ipytree,MIT,2018-09-15 13:17:27.000,2023-07-20 07:28:33.000000,2022-11-23 09:34:00,111.0,,28.0,9.0,46.0,21.0,18.0,116.0,2022-08-24 12:33:17.000,0.2.2,,63796.0,12.0,21.0,,9.0,https://pypi.org/project/ipytree,2022-08-23 15:13:01.647,19.0,61621.0,https://anaconda.org/conda-forge/ipytree,2023-06-16 16:14:42.506,90384.0,3.0,ipytree,https://www.npmjs.com/package/ipytree,2022-08-23 15:10:34.820,2.0,532.0,,,,,,,,jupyter-widgets-contrib/ipytree,,,,,,,,,,
177,ipysigma,A Jupyter widget using sigma.js to render interactive networks.,https://github.com/medialab/ipysigma,,widgets,18,True,ipysigma,Yomguithereal/ipysigma,,https://github.com/medialab/ipysigma,MIT,2018-06-25 20:03:21.000,2023-06-15 13:50:38.516000,2023-06-15 13:49:38,354.0,,12.0,5.0,17.0,44.0,153.0,113.0,2023-06-15 13:54:02.722,0.24.2,,754.0,30.0,27.0,24.0,6.0,https://pypi.org/project/ipysigma,2022-06-08 16:10:49.000,1.0,516.0,,,,3.0,ipysigma,https://www.npmjs.com/package/ipysigma,2023-06-15 13:50:38.516,2.0,238.0,,,,,,,,medialab/ipysigma,,,,,,,,,,
178,nbzip,Zips and downloads all the contents of a jupyter notebook.,https://github.com/data-8/nbzip,,jupyter-extensions,18,False,nbzip,data-8/nbzip,,https://github.com/data-8/nbzip,Apache-2.0,2017-09-30 17:32:31.000,2019-11-22 08:47:26.000000,2019-11-22 08:47:25,43.0,,16.0,7.0,12.0,9.0,5.0,82.0,2018-08-10 16:52:09.000,0.1.0,,10949.0,4.0,370.0,366.0,6.0,https://pypi.org/project/nbzip,2018-08-10 16:52:09.000,4.0,10949.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
179,jupyterlab-sos,"Jupyterlab extension for SoS Polyglot Notebook and Workflow Engine, allows multiple kernels in one notebook.",https://github.com/vatlab/jupyterlab-sos,,lab-extensions,18,True,jupyterlab-sos,vatlab/jupyterlab-sos,conda-forge/jupyterlab-sos,https://github.com/vatlab/jupyterlab-sos,BSD-3-Clause,2018-03-20 16:07:18.000,2023-09-30 16:16:46.000000,2023-09-30 16:16:13,333.0,6.0,6.0,4.0,5.0,10.0,52.0,64.0,2023-09-15 05:23:19.000,0.10.0,,1174.0,43.0,4.0,2.0,4.0,https://pypi.org/project/jupyterlab-sos,2023-09-15 05:23:19.000,,478.0,https://anaconda.org/conda-forge/jupyterlab-sos,2023-06-16 16:17:01.985,30908.0,2.0,jupyterlab-sos,https://www.npmjs.com/package/jupyterlab-sos,2021-01-14 22:31:15.129,2.0,66.0,,,,,,,,,,,,,,,,,,
180,ipydagred3,ipywidgets library for drawing directed acyclic graphs in jupyterlab using dagre-d3.,https://github.com/timkpaine/ipydagred3,,widgets,18,True,ipydagred3,timkpaine/ipydagred3,conda-forge/ipydagred3,https://github.com/timkpaine/ipydagred3,Apache-2.0,2020-02-29 23:01:15.000,2023-10-02 04:00:30.000000,2023-10-02 04:00:29,340.0,14.0,6.0,5.0,102.0,4.0,17.0,60.0,2023-09-03 15:30:13.000,0.4.0,,53375.0,17.0,2.0,2.0,3.0,https://pypi.org/project/ipydagred3,,,246.0,https://anaconda.org/conda-forge/ipydagred3,2023-09-04 14:25:29.655,24900.0,3.0,@jupyter-widgets/jupyterlab-manager,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-manager,,,52522.0,,,,,,-7.0,,,,,,,,,,,,
181,F# Kernel,F# for Jupyter Notebooks.,https://github.com/fsprojects/IfSharp,,kernels,17,False,,fsprojects/IfSharp,,https://github.com/fsprojects/IfSharp,BSD-3-Clause,2013-12-03 21:25:01.000,2022-03-17 09:11:27.000000,2022-03-17 09:11:22,339.0,,65.0,36.0,123.0,13.0,127.0,439.0,2020-03-08 20:03:38.000,3.0.4,5516.0,53.0,15.0,,,28.0,,,,,,,,3.0,,,,,,fsprojects/ifsharp,https://hub.docker.com/r/fsprojects/ifsharp,2019-03-26 17:01:42.996172,,709.0,,,,,,,,,,,,,
182,Lantern,Data exploration glue.,https://github.com/timkpaine/lantern,,lab-extensions,17,True,pylantern,timkpaine/lantern,,https://github.com/timkpaine/lantern,Apache-2.0,2017-07-15 03:49:10.000,2023-09-04 14:11:31.000000,2023-09-04 14:11:30,536.0,2.0,20.0,14.0,26.0,11.0,188.0,340.0,2020-02-02 22:32:28.000,0.1.6,,58.0,26.0,21.0,19.0,3.0,https://pypi.org/project/pylantern,2020-02-02 22:31:39.000,2.0,58.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
183,blackcellmagic,IPython magic command to format python code in cell using black.,https://github.com/csurfer/blackcellmagic,,magic,17,False,blackcellmagic,csurfer/blackcellmagic,conda-forge/blackcellmagic,https://github.com/csurfer/blackcellmagic,MIT,2018-04-25 14:27:26.000,2023-06-16 19:21:13.443000,2021-09-18 19:09:46,18.0,,13.0,12.0,7.0,5.0,5.0,303.0,2021-09-18 19:13:12.000,0.0.3,,1768.0,3.0,231.0,228.0,3.0,https://pypi.org/project/blackcellmagic,2021-09-18 19:13:12.000,3.0,1690.0,https://anaconda.org/conda-forge/blackcellmagic,2023-06-16 19:21:13.443,2979.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
184,Jupyter Spark,Jupyter Notebook extension for Apache Spark integration.,https://github.com/mozilla/jupyter-spark,,jupyter-extensions,17,False,jupyter-spark,mozilla/jupyter-spark,,https://github.com/mozilla/jupyter-spark,MPL-2.0,2016-01-27 15:38:50.000,2020-12-01 19:43:11.000000,2020-12-01 19:43:11,106.0,,40.0,37.0,28.0,16.0,14.0,193.0,2018-03-08 14:28:54.000,0.4.0,,557.0,4.0,23.0,18.0,12.0,https://pypi.org/project/jupyter-spark,2018-03-08 14:28:54.000,5.0,557.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
185,SciJava Kernel,[RETIRED] Try IJava or BeakerX.,https://github.com/scijava/scijava-jupyter-kernel,,kernels,17,False,,scijava/scijava-jupyter-kernel,conda-forge/scijava-jupyter-kernel,https://github.com/scijava/scijava-jupyter-kernel,Apache-2.0,2017-01-31 01:16:24.000,2023-06-16 13:18:35.621000,2022-02-03 17:25:03,404.0,,41.0,20.0,22.0,14.0,80.0,174.0,2017-06-02 21:19:27.000,0.5.0,106.0,1255.0,15.0,,,9.0,,,,,https://anaconda.org/conda-forge/scijava-jupyter-kernel,2023-06-16 13:18:35.621,97876.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
186,JupyterLab HDF5,"Open and explore HDF5 files in JupyterLab. Can handle very large (TB) sized files, and datasets of any dimensionality.",https://github.com/jupyterlab/jupyterlab-hdf5,,lab-extensions,17,True,jupyterlab_hdf,jupyterlab/jupyterlab-hdf5,,https://github.com/jupyterlab/jupyterlab-hdf5,BSD-3-Clause,2018-10-02 18:20:20.000,2023-08-25 12:42:31.000000,2023-08-25 12:42:31,365.0,4.0,23.0,15.0,96.0,13.0,36.0,113.0,2023-03-08 10:22:18.488,1.3.0,,921.0,15.0,5.0,2.0,8.0,https://pypi.org/project/jupyterlab_hdf,2022-02-21 09:56:23.000,1.0,609.0,,,,3.0,@jupyterlab/hdf5,https://www.npmjs.com/package/@jupyterlab/hdf5,2023-03-08 10:22:05.823,2.0,312.0,,,,,,,,,,,,,,,,,,
187,JupyterLab Flake8,A jupyterlab extension to email notebooks directly from JupyterLab.,https://github.com/timkpaine/jupyterlab_email,,lab-extensions,17,True,jupyterlab-email,timkpaine/jupyterlab_email,,https://github.com/timkpaine/jupyterlab_email,Apache-2.0,2018-08-07 14:14:40.000,2023-09-04 23:58:07.000000,2023-09-04 23:58:06,232.0,19.0,10.0,4.0,54.0,2.0,36.0,106.0,2023-08-17 16:44:39.000,0.3.1,,199.0,21.0,3.0,1.0,2.0,https://pypi.org/project/jupyterlab-email,2023-08-17 14:42:10.000,,72.0,,,,3.0,jupyterlab-flake8,https://www.npmjs.com/package/jupyterlab-flake8,2021-09-16 15:37:05.151,2.0,127.0,,,,,,,,,,,,,,,,,,
188,ipyregulartable,"High performance, editable, stylable datagrids in jupyter and jupyterlab.",https://github.com/finos/ipyregulartable,,widgets,17,True,ipyregulartable,jpmorganchase/ipyregulartable,conda-forge/ipyregulartable,https://github.com/finos/ipyregulartable,Apache-2.0,2020-06-15 21:45:08.000,2023-09-11 12:33:30.000000,2023-09-11 12:33:29,225.0,9.0,15.0,7.0,86.0,10.0,17.0,95.0,,,,52778.0,6.0,13.0,13.0,5.0,https://pypi.org/project/ipyregulartable,,,102.0,https://anaconda.org/conda-forge/ipyregulartable,2023-06-16 19:23:44.012,5400.0,3.0,@jupyter-widgets/jupyterlab-manager,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-manager,,,52522.0,,,,,,-7.0,,finos/ipyregulartable,,,,,,,,,,
189,Content Management,Jupyter Content Management Extensions.,https://github.com/jupyter-incubator/contentmanagement,,jupyter-extensions,17,False,jupyter_cms,jupyter-incubator/contentmanagement,conda-forge/jupyter_cms,https://github.com/jupyter-incubator/contentmanagement,BSD-3-Clause,2015-09-21 15:41:02.000,2023-06-16 13:18:19.143000,2018-06-11 01:51:34,136.0,,27.0,22.0,32.0,7.0,20.0,76.0,2017-04-05 01:49:01.000,0.7.0,,1298.0,12.0,20.0,14.0,8.0,https://pypi.org/project/jupyter_cms,2017-04-05 01:49:01.000,6.0,208.0,https://anaconda.org/conda-forge/jupyter_cms,2023-06-16 13:18:19.143,92712.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
