,name,description,homepage,resource,category,projectrank,show,pypi_id,github_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,trending,updated_github_id,conda_dependent_project_count,pypi,cran_id,go_id,go_url,go_latest_release_published_at,go_dependent_project_count,gem_id,hex_id,bitbucket_id
114,JupyterLab Renderers,Renderers and renderer extensions for JupyterLab.,https://github.com/jupyterlab/jupyter-renderers,,lab-renderer,22,True,jupyterlab-katex,jupyterlab/jupyter-renderers,conda-forge/jupyterlab-vega3,https://github.com/jupyterlab/jupyter-renderers,BSD-3-Clause,2017-06-08 16:59:07.000,2022-12-05 08:06:46.000000,2022-12-05 08:06:05,595.0,38.0,73.0,34.0,187.0,37.0,72.0,448.0,2022-11-15 08:09:59.040,3.3.1,,2109.0,32.0,1.0,1.0,29.0,https://pypi.org/project/jupyterlab-katex,2022-01-17 16:38:22.000,,214.0,https://anaconda.org/conda-forge/jupyterlab-vega3,2022-01-18 08:04:45.123,2000.0,2.0,,,,,,@jupyterlab/geojson-extension,https://www.npmjs.com/package/@jupyterlab/geojson-extension,2022-11-15 08:09:59.040,,1800.0,,,,,,,,,,,,
115,Kernel Gateway,Jupyter Kernel Gateway.,https://github.com/jupyter-server/kernel_gateway,,kernels,22,True,jupyter-kernel-gateway,jupyter/kernel_gateway,conda-forge/jupyter_kernel_gateway,https://github.com/jupyter-server/kernel_gateway,BSD-3-Clause,2015-09-21 15:34:11.000,2022-03-12 12:39:32.000000,2022-03-12 12:39:32,561.0,,116.0,42.0,197.0,14.0,162.0,413.0,2021-08-25 00:19:46.000,2.5.1,105.0,33470.0,27.0,6.0,,44.0,https://pypi.org/project/jupyter-kernel-gateway,2021-08-24 23:55:16.000,6.0,30954.0,https://anaconda.org/conda-forge/jupyter_kernel_gateway,2021-08-25 14:07:50.232,188618.0,2.0,,,,,,,,,,,,jupyter-server/kernel_gateway,,,,,,,,,,
116,Octave Kernel,An Octave kernel for IPython.,https://github.com/Calysto/octave_kernel,,kernels,22,True,octave_kernel,calysto/octave_kernel,conda-forge/octave_kernel,https://github.com/Calysto/octave_kernel,BSD-3-Clause,2014-07-31 01:59:06.000,2022-11-29 06:02:13.184000,2022-11-29 02:04:40,422.0,7.0,62.0,24.0,51.0,30.0,147.0,412.0,2022-11-29 02:05:39.186,0.35.1,65.0,14087.0,114.0,7.0,,19.0,https://pypi.org/project/octave_kernel,2022-03-31 08:36:20.000,7.0,7837.0,https://anaconda.org/conda-forge/octave_kernel,2022-11-29 06:02:13.184,449988.0,2.0,,,,,,,,,,,,,,,,,,,,,,
117,Appmode,A Jupyter extensions that turns notebooks into web applications.,https://github.com/oschuett/appmode,,jupyter-extensions,22,False,appmode,oschuett/appmode,conda-forge/appmode,https://github.com/oschuett/appmode,MIT,2017-03-17 13:33:53.000,2022-11-08 07:42:07.789000,2021-04-26 19:20:06,96.0,,67.0,24.0,9.0,4.0,50.0,406.0,2020-06-09 08:23:50.000,0.8.0,,4601.0,16.0,351.0,329.0,8.0,https://pypi.org/project/appmode,2020-06-09 08:23:50.000,22.0,1522.0,https://anaconda.org/conda-forge/appmode,2022-11-08 07:42:07.789,187825.0,2.0,,,,,,,,,,,,,,,,,,,,,,
118,JupyterLab Templates,Support for jupyter notebook templates in jupyterlab.,https://github.com/jpmorganchase/jupyterlab_templates,,lab-extensions,22,True,jupyterlab_templates,jpmorganchase/jupyterlab_templates,conda-forge/jupyterlab_templates,https://github.com/jpmorganchase/jupyterlab_templates,Apache-2.0,2018-03-17 21:38:11.000,2022-11-23 02:37:09.000000,2022-11-20 15:22:31,351.0,19.0,56.0,13.0,98.0,9.0,76.0,318.0,2022-11-16 20:29:42.000,0.3.2,,9908.0,25.0,4.0,4.0,16.0,https://pypi.org/project/jupyterlab_templates,2019-06-30 05:07:41.000,,6449.0,https://anaconda.org/conda-forge/jupyterlab_templates,2022-11-17 01:01:00.524,8434.0,2.0,,,,,,jupyterlab_templates,https://www.npmjs.com/package/jupyterlab_templates,2022-11-16 20:28:24.501,,3187.0,,,,,,,,,,,,
119,ipydatagrid,Fast Datagrid widget for the Jupyter Notebook and JupyterLab.,https://github.com/bloomberg/ipydatagrid,,widgets,22,True,ipydatagrid,bloomberg/ipydatagrid,conda-forge/ipydatagrid,https://github.com/bloomberg/ipydatagrid,BSD-3-Clause,2019-07-19 09:06:19.000,2022-12-06 18:55:09.000000,2022-12-03 22:47:49,739.0,74.0,37.0,14.0,285.0,40.0,60.0,312.0,2022-11-29 08:35:40.682,1.1.14,,5292.0,34.0,3.0,,15.0,https://pypi.org/project/ipydatagrid,2022-04-20 19:09:24.000,3.0,3259.0,https://anaconda.org/conda-forge/ipydatagrid,2022-11-29 13:40:28.779,31652.0,3.0,,,,,,ipydatagrid,https://www.npmjs.com/package/ipydatagrid,2022-11-29 08:35:40.682,,595.0,,,,,,,,,,,,
120,ipyvuetify,Jupyter widgets based on vuetify UI components.,https://github.com/widgetti/ipyvuetify,,widgets,22,True,ipyvuetify,mariobuikhuizen/ipyvuetify,conda-forge/ipyvuetify,https://github.com/widgetti/ipyvuetify,MIT,2019-05-14 17:35:51.000,2022-10-02 08:28:15.000000,2022-09-20 10:06:02,214.0,1.0,47.0,13.0,58.0,50.0,125.0,272.0,2022-09-02 09:19:01.295,1.8.4,,120927.0,49.0,31.0,4.0,11.0,https://pypi.org/project/ipyvuetify,2022-02-07 12:27:29.000,26.0,111109.0,https://anaconda.org/conda-forge/ipyvuetify,2022-09-02 13:29:25.078,96546.0,3.0,,,,,,jupyter-vuetify,https://www.npmjs.com/package/jupyter-vuetify,2022-09-02 09:16:38.852,1.0,7464.0,,widgetti/ipyvuetify,,,,,,,,,,
121,JupyterLab System Monitor,JupyterLab extension to display system metrics.,https://github.com/jtpio/jupyterlab-system-monitor,,lab-extensions,22,True,jupyterlab-system-monitor,jtpio/jupyterlab-system-monitor,conda-forge/jupyterlab-system-monitor,https://github.com/jtpio/jupyterlab-system-monitor,BSD-3-Clause,2019-07-13 12:31:51.000,2022-12-05 18:39:48.000000,2022-02-15 08:27:46,176.0,,29.0,5.0,56.0,27.0,21.0,266.0,2021-02-04 22:39:49.000,0.8.0,,15829.0,20.0,74.0,72.0,7.0,https://pypi.org/project/jupyterlab-system-monitor,2021-02-04 22:37:18.000,2.0,11218.0,https://anaconda.org/conda-forge/jupyterlab-system-monitor,2022-09-02 08:38:51.500,16624.0,2.0,,,,,,jupyterlab-system-monitor,https://www.npmjs.com/package/jupyterlab-system-monitor,2020-11-23 15:30:52.408,,3856.0,,,,,,,,,,,,
122,scrapbook,A library for recording and reading data in notebooks.,https://github.com/nteract/scrapbook,,notebook-sharing,22,True,nteract-scrapbook,nteract/scrapbook,conda-forge/nteract-scrapbook,https://github.com/nteract/scrapbook,BSD-3-Clause,2018-10-22 04:17:04.000,2022-04-13 16:57:46.000000,2022-04-13 16:57:42,184.0,,27.0,18.0,41.0,24.0,25.0,254.0,2021-01-06 19:12:18.000,0.4.2,,25334.0,7.0,191.0,174.0,11.0,https://pypi.org/project/nteract-scrapbook,2021-01-06 19:12:18.000,17.0,24977.0,https://anaconda.org/conda-forge/nteract-scrapbook,2021-02-27 20:02:05.432,12142.0,3.0,,,,,,,,,,,,,,,,,,,,,,
123,ipytest,Pytest in IPython notebooks.,https://github.com/chmp/ipytest,,notebook-tools,22,True,ipytest,chmp/ipytest,,https://github.com/chmp/ipytest,MIT,2016-02-07 20:24:41.000,2022-11-05 18:17:38.000000,2022-11-05 17:34:46,276.0,22.0,20.0,5.0,34.0,1.0,51.0,244.0,2022-11-05 17:38:31.000,0.13.0,,31799.0,34.0,13.0,,4.0,https://pypi.org/project/ipytest,2022-02-12 12:15:23.000,13.0,31799.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
124,Darcula Theme,A handsome Darcula theme for Jupyterlab. The first jlab theme to include dark scrollbars.,https://github.com/telamonian/theme-darcula,,lab-themes,22,True,theme-darcula,telamonian/theme-darcula,conda-forge/theme-darcula,https://github.com/telamonian/theme-darcula,BSD-3-Clause,2019-01-21 04:39:42.000,2022-11-16 03:48:37.000000,2022-07-20 12:02:54,113.0,,35.0,4.0,42.0,18.0,16.0,163.0,2022-07-20 12:04:00.552,4.0.0,,6092.0,13.0,901.0,901.0,7.0,https://pypi.org/project/theme-darcula,2021-08-26 08:01:55.000,,4732.0,https://anaconda.org/conda-forge/theme-darcula,2022-07-20 16:15:49.885,11334.0,1.0,,,,,,@telamonian/theme-darcula,https://www.npmjs.com/package/@telamonian/theme-darcula,2022-07-20 12:02:58.154,,794.0,,,,,,,,,,,,
125,mknotebooks,A plugin for mkdocs to help you include Jupyter notebooks in your projects.,https://github.com/greenape/mknotebooks,,notebook-sharing,22,True,mknotebooks,greenape/mknotebooks,,https://github.com/greenape/mknotebooks,MIT,2018-09-18 08:13:25.000,2022-12-08 11:10:07.000000,2022-12-06 11:05:43,1697.0,30.0,20.0,2.0,1042.0,36.0,25.0,111.0,2021-09-07 13:41:02.000,0.7.0,,15856.0,838.0,275.0,249.0,13.0,https://pypi.org/project/mknotebooks,2022-07-05 11:10:37.000,26.0,15856.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
126,Rsession Proxy,Jupyter extensions for running an RStudio rsession proxy.,https://github.com/jupyterhub/jupyter-rsession-proxy,,jupyter-extensions,22,True,jupyter-rsession-proxy,jupyterhub/jupyter-rsession-proxy,conda-forge/jupyter-rsession-proxy,https://github.com/jupyterhub/jupyter-rsession-proxy,BSD-3-Clause,2016-12-09 06:26:18.000,2022-10-11 09:36:11.000000,2022-09-24 00:33:01,231.0,3.0,79.0,13.0,64.0,29.0,47.0,98.0,2022-09-07 23:29:00.801,2.1.0,,5180.0,13.0,43.0,42.0,21.0,https://pypi.org/project/jupyter-rsession-proxy,2021-12-01 19:23:10.000,1.0,4843.0,https://anaconda.org/conda-forge/jupyter-rsession-proxy,2022-09-08 05:30:35.228,14509.0,2.0,,,,,,,,,,,,,,,,,,,,,,
127,Native Authenticator,JupyterHub-native User Authenticator https://native-authenticator.readthedocs.io/en/latest/.,https://github.com/jupyterhub/nativeauthenticator,,hub-auth,22,True,jupyterhub-nativeauthenticator,jupyterhub/nativeauthenticator,,https://github.com/jupyterhub/nativeauthenticator,BSD-3-Clause,2018-12-03 17:38:18.000,2022-12-06 00:32:09.000000,2022-09-09 11:32:12,511.0,,56.0,9.0,127.0,26.0,70.0,56.0,2022-09-09 11:33:03.525,1.1.0,,6409.0,12.0,48.0,48.0,21.0,https://pypi.org/project/jupyterhub-nativeauthenticator,2021-10-19 17:25:45.000,,6409.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
128,ipydatawidgets,A set of widgets to help facilitate reuse of large datasets across widgets.,https://github.com/vidartf/ipydatawidgets,,widgets,22,True,ipydatawidgets,vidartf/ipydatawidgets,conda-forge/ipydatawidgets,https://github.com/vidartf/ipydatawidgets,BSD-3-Clause,2017-07-31 17:37:26.000,2022-11-22 06:12:33.000000,2022-08-22 17:02:57,297.0,,9.0,5.0,41.0,2.0,8.0,34.0,2022-08-24 15:30:20.601,4.3.2,,74748.0,18.0,658.0,633.0,5.0,https://pypi.org/project/ipydatawidgets,2022-05-19 09:59:51.000,25.0,71126.0,https://anaconda.org/conda-forge/ipydatawidgets,2022-08-24 16:21:19.099,195600.0,3.0,,,,,,,,,,,,,,,,,,,,,,
129,gophernotes,The Go kernel for Jupyter notebooks and nteract.,https://github.com/gopherdata/gophernotes,,kernels,21,True,,gopherdata/gophernotes,,https://github.com/gopherdata/gophernotes,MIT,2016-01-22 19:22:16.000,2022-07-08 21:14:08.000000,2022-07-08 21:12:48,400.0,,236.0,78.0,77.0,51.0,125.0,3434.0,2022-05-31 17:34:28.000,0.7.5,40.0,1037.0,22.0,9.0,8.0,29.0,,,,,,,,2.0,gopherdata/gophernotes,https://hub.docker.com/r/gopherdata/gophernotes,2018-12-22 19:00:35.934804,7.0,86143.0,,,,,,,,,,,github.com/gopherdata/gophernotes,https://pkg.go.dev/github.com/gopherdata/gophernotes,2022-05-31 17:31:46,1.0,,,
130,colabcode,Run VSCode (codeserver) on Google Colab or Kaggle Notebooks.,https://github.com/abhishekkrthakur/colabcode,,others,21,False,colabcode,abhishekkrthakur/colabcode,,https://github.com/abhishekkrthakur/colabcode,MIT,2020-09-09 10:06:26.000,2022-08-22 10:08:00.000000,2021-06-11 15:16:36,44.0,,278.0,18.0,39.0,61.0,33.0,1857.0,2021-06-11 15:17:12.000,0.3.0,,7821.0,13.0,88.0,88.0,8.0,https://pypi.org/project/colabcode,2021-06-11 15:17:12.000,,7821.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
131,Variable Inspector,Variable Inspector extension for Jupyterlab.,https://github.com/lckr/jupyterlab-variableInspector,,lab-extensions,21,True,lckr-jupyterlab-variableinspector,lckr/jupyterlab-variableInspector,conda-forge/jupyterlab-variableinspector,https://github.com/lckr/jupyterlab-variableInspector,BSD-3-Clause,2018-06-13 18:16:02.000,2022-11-16 03:18:15.000000,2022-08-01 14:06:03,166.0,,83.0,25.0,92.0,45.0,116.0,945.0,2021-04-10 13:07:39.934,3.0.9,,14921.0,11.0,3.0,3.0,18.0,https://pypi.org/project/lckr-jupyterlab-variableinspector,2021-04-10 13:07:22.000,,9253.0,https://anaconda.org/conda-forge/jupyterlab-variableinspector,2021-04-10 15:26:15.988,10179.0,2.0,,,,,,@lckr/jupyterlab_variableinspector,https://www.npmjs.com/package/@lckr/jupyterlab_variableinspector,2021-04-10 13:07:39.934,,5160.0,,,,,,,,,,,,
132,notedown,Markdown = IPython Notebook.,https://github.com/aaren/notedown,,notebook-sharing,21,False,notedown,aaren/notedown,conda-forge/notedown,https://github.com/aaren/notedown,BSD-2-Clause,2014-02-17 17:28:59.000,2021-10-18 21:21:21.000000,2017-11-16 19:29:56,264.0,,91.0,20.0,29.0,39.0,29.0,838.0,2017-11-16 17:59:43.000,1.5.1,,4671.0,26.0,228.0,200.0,7.0,https://pypi.org/project/notedown,2017-11-16 17:59:43.000,28.0,4032.0,https://anaconda.org/conda-forge/notedown,2018-06-07 01:28:24.567,34509.0,3.0,,,,,,,,,,,,,,,,,,,,,,
133,watermark,"An IPython magic extension for printing date and time stamps, version numbers, and hardware information.",https://github.com/rasbt/watermark,,magic,21,True,watermark,rasbt/watermark,conda-forge/watermark,https://github.com/rasbt/watermark,BSD-3-Clause,2014-07-30 03:46:33.000,2022-09-13 21:31:21.000000,2022-09-13 21:31:21,99.0,2.0,82.0,13.0,44.0,17.0,28.0,748.0,2022-05-27 13:55:46.000,2.3.1,,26768.0,22.0,1755.0,1676.0,17.0,https://pypi.org/project/watermark,2022-05-27 13:55:46.000,79.0,23603.0,https://anaconda.org/conda-forge/watermark,2022-05-30 23:29:14.790,234279.0,2.0,,,,,,,,,,,,,,,,,,,,,,
134,pick,Customize your kernels on Launch!.,https://github.com/nteract/pick,,magic,21,False,pick,nteract/pick,,https://github.com/nteract/pick,BSD-3-Clause,2020-04-08 23:47:09.000,2021-12-06 15:27:43.000000,2020-11-04 01:10:24,87.0,,50.0,5.0,26.0,4.0,5.0,534.0,2022-11-21 06:29:00.831,2.2.0,,67577.0,29.0,123.0,,5.0,https://pypi.org/project/pick,2021-12-06 15:27:43.000,123.0,67577.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
135,ThebeLab,Turn static HTML pages into live documents with Jupyter kernels.,https://github.com/executablebooks/thebe,,notebook-sharing,21,True,,executablebooks/thebe,,https://github.com/executablebooks/thebe,BSD-3-Clause,2017-03-14 12:17:22.000,2022-12-07 16:05:31.000000,2022-12-05 09:45:39,678.0,2.0,58.0,23.0,424.0,71.0,87.0,304.0,2021-10-26 10:05:57.827,0.8.2,,9103.0,7.0,5.0,5.0,26.0,,,,,,,,3.0,,,,,,thebe,https://www.npmjs.com/package/thebe,2022-08-05 11:28:24.806,,9103.0,,,,,,,,,,,,
136,retrolab,JupyterLab distribution with a retro look and feel.,https://github.com/jupyterlab/retrolab,,notebook-environments,21,True,retrolab,jupyterlab/retrolab,conda-forge/retrolab,https://github.com/jupyterlab/retrolab,BSD-3-Clause,2020-12-07 16:37:07.000,2022-10-04 08:27:20.000000,2022-10-04 08:27:20,631.0,3.0,46.0,13.0,219.0,4.0,107.0,260.0,2022-05-04 07:37:18.000,0.3.21,831.0,4535.0,50.0,99.0,92.0,17.0,https://pypi.org/project/retrolab,2022-05-04 07:36:52.000,3.0,2939.0,https://anaconda.org/conda-forge/retrolab,2022-05-04 08:31:56.164,29400.0,3.0,,,,,,@jupyterlab-classic/application,https://www.npmjs.com/package/@jupyterlab-classic/application,2021-04-19 14:22:28.986,4.0,15.0,,,,,,,,,,,,
137,Jupyter Bokeh,An extension for rendering Bokeh content in JupyterLab notebooks.,https://github.com/bokeh/jupyter_bokeh,,lab-extensions,21,True,jupyter-bokeh,bokeh/jupyter_bokeh,conda-forge/jupyter_bokeh,https://github.com/bokeh/jupyter_bokeh,BSD-3-Clause,2017-08-14 23:01:29.000,2022-12-08 13:56:06.000000,2022-11-14 17:21:31,131.0,3.0,42.0,19.0,83.0,14.0,79.0,208.0,2022-09-20 16:25:47.708,3.0.5,,67642.0,18.0,9.0,,18.0,https://pypi.org/project/jupyter-bokeh,2021-09-30 18:07:43.000,9.0,53379.0,https://anaconda.org/conda-forge/jupyter_bokeh,2022-09-20 21:36:48.574,36129.0,2.0,,,,,,@bokeh/jupyter_bokeh,https://www.npmjs.com/package/@bokeh/jupyter_bokeh,2022-09-20 16:21:03.440,,13059.0,,,,,,,,,,,,
138,IJulia.jl,Julia kernel for Jupyter.,https://github.com/JuliaLang/IJulia.jl,,kernels,20,True,,JuliaLang/IJulia.jl,,https://github.com/JuliaLang/IJulia.jl,MIT,2013-03-05 18:20:21.000,2022-12-02 11:10:38.000000,2022-09-02 11:55:02,706.0,,395.0,119.0,262.0,124.0,690.0,2546.0,2022-04-11 14:26:39.000,1.23.3,,,42.0,,,102.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
139,pyforest,pyforest - feel the bliss of automated imports.,https://github.com/8080labs/pyforest,,jupyter-extensions,20,False,pyforest,8080labs/pyforest,,https://github.com/8080labs/pyforest,MIT,2019-08-12 07:35:46.000,2022-03-21 19:03:41.000000,2021-06-14 15:04:41,196.0,,181.0,34.0,31.0,13.0,14.0,1008.0,2021-06-14 15:07:13.000,1.1.0,,8818.0,10.0,6.0,,13.0,https://pypi.org/project/pyforest,2021-06-14 15:07:13.000,6.0,8818.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
140,Matlab Kernel,Jupyter Kernel for Matlab.,https://github.com/Calysto/matlab_kernel,,kernels,20,True,matlab_kernel,calysto/matlab_kernel,conda-forge/matlab_kernel,https://github.com/Calysto/matlab_kernel,BSD-3-Clause,2015-01-31 12:51:06.000,2022-11-07 11:02:02.457000,2022-05-09 10:21:01,216.0,,75.0,23.0,33.0,26.0,104.0,445.0,2022-05-09 10:21:42.000,0.17.1,,2598.0,56.0,5.0,,18.0,https://pypi.org/project/matlab_kernel,2022-05-09 10:21:12.000,5.0,1526.0,https://anaconda.org/conda-forge/matlab_kernel,2022-11-07 11:02:02.457,26807.0,2.0,,,,,,,,,,,,,,,,,,,,,,
141,nbtutor,Visualize Python code execution (line-by-line) in Jupyter Notebook cells.,https://github.com/lgpage/nbtutor,,widgets,20,True,nbtutor,lgpage/nbtutor,conda-forge/nbtutor,https://github.com/lgpage/nbtutor,BSD-3-Clause,2016-11-07 14:08:25.000,2022-04-19 19:03:10.872000,2022-04-04 19:36:18,182.0,,39.0,23.0,32.0,19.0,24.0,416.0,2022-04-19 10:58:08.000,2.0.3,,1750.0,8.0,32.0,29.0,3.0,https://pypi.org/project/nbtutor,2022-04-19 10:58:08.000,3.0,88.0,https://anaconda.org/conda-forge/nbtutor,2022-04-19 19:03:10.872,119734.0,3.0,,,,,,,,,,,,,,,,,,,,,,
142,JupyterLab GitHub,GitHub integration for JupyterLab.,https://github.com/jupyterlab/jupyterlab-github,,lab-extensions,20,True,jupyterlab-github,jupyterlab/jupyterlab-github,,https://github.com/jupyterlab/jupyterlab-github,BSD-3-Clause,2017-10-15 17:18:11.000,2022-12-03 05:47:53.000000,2022-09-05 14:24:06,238.0,,98.0,26.0,80.0,23.0,37.0,340.0,2021-11-27 17:02:34.000,3.0.1,,6262.0,23.0,5.0,3.0,16.0,https://pypi.org/project/jupyterlab-github,2021-11-27 16:59:30.000,2.0,1250.0,,,,2.0,,,,,,@jupyterlab/github,https://www.npmjs.com/package/@jupyterlab/github,2021-11-27 16:51:25.639,,5012.0,,,,,,,,,,,,
143,HTTP-over-WebSocket,Jupyter support for HTTP-over-ws.,https://github.com/googlecolab/jupyter_http_over_ws,,jupyter-extensions,20,False,jupyter_http_over_ws,googlecolab/jupyter_http_over_ws,conda-forge/jupyter_http_over_ws,https://github.com/googlecolab/jupyter_http_over_ws,Apache-2.0,2018-03-26 22:52:45.000,2022-11-09 21:06:35.000000,2021-08-30 21:48:24,31.0,,41.0,11.0,2.0,20.0,9.0,241.0,2020-03-12 16:09:39.000,0.0.8,,73870.0,10.0,15.0,,3.0,https://pypi.org/project/jupyter_http_over_ws,2020-03-12 16:09:39.000,15.0,73221.0,https://anaconda.org/conda-forge/jupyter_http_over_ws,2020-08-13 15:32:13.531,18189.0,3.0,,,,,,,,,,,,,,,,,,,,,,
144,naas,"Schedule notebooks, run them like APIs, expose securely your assets: Jupyter as a viable Production environment.",https://github.com/jupyter-naas/naas,,notebook-tools,20,True,naas,jupyter-naas/naas,,https://github.com/jupyter-naas/naas,AGPL-3.0,2020-09-20 17:09:00.000,2022-12-07 09:37:35.000000,2022-12-07 09:37:34,1773.0,44.0,20.0,2.0,208.0,34.0,122.0,219.0,2022-12-02 09:40:28.358,2.8.8,,3828.0,557.0,3.0,3.0,18.0,https://pypi.org/project/naas,2022-07-07 10:58:01.000,,3828.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
145,SAS Kernel,A Jupyter kernel for SAS. This opens up all the data manipulation and analytics capabilities of your SAS system within..,https://github.com/sassoftware/sas_kernel,,kernels,20,True,sas_kernel,sassoftware/sas_kernel,anaconda/sas_kernel,https://github.com/sassoftware/sas_kernel,Apache-2.0,2016-04-01 16:19:50.000,2022-12-01 22:26:06.000000,2022-12-01 22:24:11,260.0,5.0,75.0,36.0,28.0,2.0,57.0,191.0,2022-12-01 21:51:02.000,2.4.13,,2337.0,20.0,1.0,,10.0,https://pypi.org/project/sas_kernel,2021-07-14 17:32:33.000,1.0,2307.0,https://anaconda.org/anaconda/sas_kernel,2022-03-05 07:03:16.530,1903.0,2.0,,,,,,,,,,,2.0,,,,,,,,,,,
146,BatchSpawner,Custom Spawner for Jupyterhub to start servers in batch scheduled systems.,https://github.com/jupyterhub/batchspawner,,hub-spawners,20,True,batchspawner,jupyterhub/batchspawner,,https://github.com/jupyterhub/batchspawner,BSD-3-Clause,2015-10-27 03:53:10.000,2022-12-07 16:34:49.000000,2022-10-05 04:39:11,358.0,1.0,107.0,16.0,129.0,58.0,76.0,142.0,2022-10-05 04:48:28.224,1.2.0,,5051.0,10.0,28.0,24.0,42.0,https://pypi.org/project/batchspawner,2021-04-07 15:14:58.000,4.0,5051.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
147,JupyterLab Latex,JupyterLab extension for live editing of LaTeX documents.,https://github.com/jupyterlab/jupyterlab-latex,,lab-renderer,19,True,jupyterlab_latex,jupyterlab/jupyterlab-latex,conda-forge/jupyterlab-latex,https://github.com/jupyterlab/jupyterlab-latex,BSD-3-Clause,2017-10-24 02:12:37.000,2022-12-03 05:47:54.000000,2022-11-18 19:34:59,438.0,2.0,64.0,13.0,119.0,30.0,55.0,537.0,2021-09-15 15:34:35.000,3.1.0,,3630.0,16.0,3.0,2.0,22.0,https://pypi.org/project/jupyterlab_latex,2021-09-15 15:34:16.000,1.0,2275.0,https://anaconda.org/conda-forge/jupyterlab-latex,2021-09-15 23:50:03.130,6958.0,3.0,,,,,,@jupyterlab/latex,https://www.npmjs.com/package/@jupyterlab/latex,2021-07-06 17:15:27.404,,1138.0,,,,,,,,,,,,
148,Ansible Kernel,Jupyter Notebook Kernel for running Ansible Tasks and Playbooks.,https://github.com/ansible/ansible-jupyter-kernel,,kernels,19,True,ansible-kernel,ansible/ansible-jupyter-kernel,conda-forge/ansible-kernel,https://github.com/ansible/ansible-jupyter-kernel,Apache-2.0,2018-06-26 14:28:02.000,2022-02-12 03:05:54.538000,2022-02-11 15:18:23,212.0,,55.0,19.0,51.0,16.0,29.0,507.0,2022-02-11 15:19:00.000,1.0.0,,1943.0,11.0,10.0,10.0,10.0,https://pypi.org/project/ansible-kernel,2022-02-11 15:19:00.000,,424.0,https://anaconda.org/conda-forge/ansible-kernel,2022-02-12 03:05:54.538,12142.0,3.0,benthomasson/ansible-jupyter-kernel,https://hub.docker.com/r/benthomasson/ansible-jupyter-kernel,2018-12-12 18:42:31.528778,2.0,66456.0,,,,,,,,,,,,,,,,,
149,nb_conda_kernels,Package for managing conda environment-based kernels inside of Jupyter.,https://github.com/Anaconda-Platform/nb_conda_kernels,,kernels,19,False,,Anaconda-Platform/nb_conda_kernels,conda-forge/nb_conda_kernels,https://github.com/Anaconda-Platform/nb_conda_kernels,BSD-3-Clause,2015-12-10 16:11:42.000,2022-10-29 16:32:26.594000,2020-11-30 15:55:07,335.0,,60.0,20.0,86.0,38.0,99.0,491.0,2020-09-05 22:35:32.000,2.3.0,,11631.0,11.0,,,14.0,,,,,https://anaconda.org/conda-forge/nb_conda_kernels,2022-10-29 16:32:26.594,907274.0,3.0,,,,,,,,,,,,,,,,,,,,,,
150,JupyterLab Google Drive,Cloud storage for JupyterLab using Google Drive.,https://github.com/jupyterlab/jupyterlab-google-drive,,lab-extensions,19,True,,jupyterlab/jupyterlab-google-drive,,https://github.com/jupyterlab/jupyterlab-google-drive,BSD-3-Clause,2016-12-17 01:40:45.000,2022-12-03 05:47:53.000000,2022-04-28 22:45:01,515.0,,78.0,35.0,117.0,48.0,65.0,381.0,2020-05-27 00:10:19.202,2.0.0,,1630.0,32.0,2.0,2.0,16.0,,,,,,,,2.0,,,,,,@jupyterlab/google-drive,https://www.npmjs.com/package/@jupyterlab/google-drive,2020-05-27 00:10:19.202,,1630.0,,,,,,,,,,,,
151,testbook,Unit test your Jupyter Notebooks the right way.,https://github.com/nteract/testbook,,notebook-tools,19,True,nteract-testbook,nteract/testbook,conda-forge/testbook,https://github.com/nteract/testbook,BSD-3-Clause,2020-02-26 19:43:22.000,2022-11-29 20:28:16.000000,2022-11-29 20:28:15,127.0,1.0,33.0,15.0,61.0,42.0,47.0,335.0,2020-08-11 16:50:08.000,0.1.3,,1606.0,7.0,168.0,168.0,15.0,https://pypi.org/project/nteract-testbook,2020-08-11 16:50:08.000,,10.0,https://anaconda.org/conda-forge/testbook,2021-06-02 23:59:03.381,39901.0,3.0,,,,,,,,,,,,,,,,,,,,,,
