,name,description,homepage,resource,category,projectrank,show,pypi_id,github_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_monthly_downloads,updated_github_id,npm_latest_release_published_at,npm_dependent_project_count,trending,cran_id,go_id,go_url,pypi,gem_id,hex_id,bitbucket_id
119,IJavascript,IJavascript is a javascript kernel for the Jupyter notebook.,https://github.com/n-riesco/ijavascript,,kernels,21,False,,n-riesco/ijavascript,,https://github.com/n-riesco/ijavascript,,2015-02-02 15:46:34.000,2022-12-28 22:18:25.000000,2022-12-28 22:18:25,332.0,,148.0,41.0,43.0,53.0,186.0,2060.0,2021-11-15 23:43:33.000,5.2.1,,1905.0,33.0,78.0,78.0,17.0,,,,,,,,2.0,,,,,,ijavascript,https://www.npmjs.com/package/ijavascript,1905.0,,,,,,,,,,,
120,Variable Inspector,Variable Inspector extension for Jupyterlab.,https://github.com/lckr/jupyterlab-variableInspector,,lab-extensions,21,True,lckr-jupyterlab-variableinspector,lckr/jupyterlab-variableInspector,conda-forge/jupyterlab-variableinspector,https://github.com/lckr/jupyterlab-variableInspector,BSD-3-Clause,2018-06-13 18:16:02.000,2023-06-16 19:25:32.000000,2023-01-10 15:02:24,169.0,,84.0,25.0,102.0,41.0,123.0,1005.0,2021-04-10 11:39:23.000,3.0.7,,10037.0,6.0,5.0,5.0,19.0,https://pypi.org/project/lckr-jupyterlab-variableinspector,,,6688.0,https://anaconda.org/conda-forge/jupyterlab-variableinspector,2023-06-16 19:25:32.000,19651.0,2.0,,,,,,@lckr/jupyterlab_variableinspector,https://www.npmjs.com/package/@lckr/jupyterlab_variableinspector,2648.0,,,,,,,,,,,
121,gmaps,Google maps for Jupyter notebooks.,https://github.com/pbugnion/gmaps,,widgets,21,False,gmaps,pbugnion/gmaps,conda-forge/gmaps,https://github.com/pbugnion/gmaps,BSD-3-Clause,2014-12-01 09:12:06.000,2023-06-16 13:23:14.332000,2019-07-22 06:22:45,1380.0,,146.0,25.0,154.0,73.0,137.0,754.0,2016-01-02 19:06:03.000,0.2,,10774.0,20.0,3.0,3.0,16.0,https://pypi.org/project/gmaps,,,5491.0,https://anaconda.org/conda-forge/gmaps,2023-06-16 13:23:14.332,307018.0,3.0,,,,,,jupyter-gmaps,https://www.npmjs.com/package/jupyter-gmaps,1190.0,,,,,,,,,,,
122,Apache Toree,Jupyter kernel for Apache Spark.,https://github.com/apache/incubator-toree,,kernels,21,True,toree,apache/incubator-toree,,https://github.com/apache/incubator-toree,Apache-2.0,2016-01-07 08:00:06.000,2023-08-29 19:43:26.000000,2023-08-29 12:58:35,1171.0,18.0,220.0,50.0,220.0,,,719.0,,,,10498.0,,,,107.0,https://pypi.org/project/toree,,,10498.0,,,,2.0,,,,,,,,,,,,,,,,,,,
123,pivottablejs,"Dragndrop Pivot Tables and Charts for Jupyter/IPython Notebook, care of PivotTable.js.",https://github.com/nicolaskruchten/jupyter_pivottablejs,,widgets,21,False,pivottablejs,nicolaskruchten/jupyter_pivottablejs,anaconda/pivottablejs,https://github.com/nicolaskruchten/jupyter_pivottablejs,,2015-09-09 13:39:18.000,2023-08-30 17:13:06.000000,2018-12-04 14:43:25,32.0,,78.0,21.0,8.0,21.0,41.0,599.0,2018-01-15 18:11:51.000,0.9.0,,20636.0,8.0,361.0,361.0,3.0,https://pypi.org/project/pivottablejs,,,20607.0,https://anaconda.org/anaconda/pivottablejs,2023-06-16 13:18:14.055,2613.0,3.0,,,,,,,,,,,,,,,,,,,
124,JupyterLab Drawio,A standalone embedding of the FOSS drawio / mxgraph package into jupyterlab.,https://github.com/QuantStack/jupyterlab-drawio,,lab-renderer,21,False,jupyterlab-drawio,QuantStack/jupyterlab-drawio,conda-forge/jupyterlab-drawio,https://github.com/QuantStack/jupyterlab-drawio,BSD-3-Clause,2018-01-31 16:38:30.000,2023-06-16 19:25:47.823000,2021-06-29 12:29:51,101.0,,67.0,29.0,52.0,42.0,25.0,574.0,,,,5864.0,1.0,1331.0,1331.0,15.0,https://pypi.org/project/jupyterlab-drawio,,,2642.0,https://anaconda.org/conda-forge/jupyterlab-drawio,2023-06-16 19:25:47.823,18935.0,1.0,,,,,,jupyterlab-drawio,https://www.npmjs.com/package/jupyterlab-drawio,2521.0,,,,,,,,,,,
125,Ansible Kernel,Jupyter Notebook Kernel for running Ansible Tasks and Playbooks.,https://github.com/ansible/ansible-jupyter-kernel,,kernels,21,False,ansible-kernel,ansible/ansible-jupyter-kernel,conda-forge/ansible-kernel,https://github.com/ansible/ansible-jupyter-kernel,Apache-2.0,2018-06-26 14:28:02.000,2023-06-16 16:15:33.557000,2022-02-11 15:18:23,212.0,,56.0,21.0,51.0,16.0,29.0,521.0,2022-02-11 15:19:00.000,1.0.0,,1467.0,11.0,11.0,11.0,10.0,https://pypi.org/project/ansible-kernel,2022-02-11 15:19:00.000,,110.0,https://anaconda.org/conda-forge/ansible-kernel,2023-06-16 16:15:33.557,14252.0,2.0,benthomasson/ansible-jupyter-kernel,https://hub.docker.com/r/benthomasson/ansible-jupyter-kernel,2018-12-12 18:42:31.528778,2.0,66502.0,,,,,,,,,,,,,,
126,GPU Dashboards,A JupyterLab extension for displaying dashboards of GPU usage.,https://github.com/rapidsai/jupyterlab-nvdashboard,,lab-extensions,21,True,jupyterlab-nvdashboard,rapidsai/jupyterlab-nvdashboard,conda-forge/jupyterlab-nvdashboard,https://github.com/rapidsai/jupyterlab-nvdashboard,BSD-3-Clause,2019-08-12 15:22:10.000,2023-08-25 14:12:11.000000,2023-08-25 13:35:42,232.0,3.0,69.0,16.0,100.0,30.0,39.0,517.0,2023-08-25 14:12:11.000,0.9.0,,54571.0,121.0,5.0,2.0,18.0,https://pypi.org/project/jupyterlab-nvdashboard,2023-08-25 14:12:11.000,1.0,53347.0,https://anaconda.org/conda-forge/jupyterlab-nvdashboard,2023-06-16 16:21:24.095,35541.0,2.0,,,,,,jupyterlab-nvdashboard,https://www.npmjs.com/package/jupyterlab-nvdashboard,417.0,,2021-04-27 07:19:46.929,2.0,,,,,,,,
127,JupyterLab GitHub,GitHub integration for JupyterLab.,https://github.com/jupyterlab/jupyterlab-github,,lab-extensions,21,True,jupyterlab-github,jupyterlab/jupyterlab-github,,https://github.com/jupyterlab/jupyterlab-github,BSD-3-Clause,2017-10-15 17:18:11.000,2023-08-03 14:11:51.000000,2023-08-03 14:11:49,247.0,9.0,97.0,32.0,90.0,20.0,41.0,377.0,2023-08-03 14:12:11.000,4.0.0,19.0,3196.0,7.0,5.0,5.0,17.0,https://pypi.org/project/jupyterlab-github,,,2341.0,,,,2.0,,,,,,@jupyterlab/github,https://www.npmjs.com/package/@jupyterlab/github,855.0,,,,,,,,,,,
128,vega,IPython/Jupyter notebook module for Vega and Vega-Lite.,https://github.com/vega/ipyvega,,widgets,21,True,vega,vega/ipyvega,conda-forge/vega,https://github.com/vega/ipyvega,BSD-3-Clause,2015-08-04 03:22:47.000,2023-08-28 03:16:59.000000,2023-08-28 03:16:59,643.0,7.0,60.0,31.0,405.0,11.0,91.0,360.0,2023-07-18 13:09:18.000,4.0.0,,15482.0,28.0,2.0,2.0,15.0,https://pypi.org/project/vega,,,8895.0,https://anaconda.org/conda-forge/vega,2023-06-16 13:18:03.216,566483.0,3.0,,,,,,,,,,,,,,,,,,,
129,JupyterLab System Monitor,JupyterLab extension to display system metrics.,https://github.com/jtpio/jupyterlab-system-monitor,,lab-extensions,21,True,jupyterlab-system-monitor,jtpio/jupyterlab-system-monitor,conda-forge/jupyterlab-system-monitor,https://github.com/jtpio/jupyterlab-system-monitor,BSD-3-Clause,2019-07-13 12:31:51.000,2023-07-28 15:17:36.000000,2023-07-28 15:17:32,177.0,1.0,29.0,6.0,60.0,27.0,44.0,294.0,2021-02-04 22:39:49.000,0.8.0,,11513.0,20.0,142.0,138.0,7.0,https://pypi.org/project/jupyterlab-system-monitor,2021-02-04 22:37:18.000,2.0,7899.0,https://anaconda.org/conda-forge/jupyterlab-system-monitor,2023-06-16 19:24:50.049,28453.0,2.0,,,,,,jupyterlab-system-monitor,https://www.npmjs.com/package/jupyterlab-system-monitor,2666.0,,2020-11-23 15:30:52.408,2.0,,,,,,,,
130,JupyterLab Spellchecker,Spellchecker for JupyterLab notebook markdown cells and file editor.,https://github.com/jupyterlab-contrib/spellchecker,,lab-extensions,21,True,jupyterlab-spellchecker,jupyterlab-contrib/spellchecker,conda-forge/jupyterlab-spellchecker,https://github.com/jupyterlab-contrib/spellchecker,BSD-3-Clause,2018-04-02 07:47:30.000,2023-07-28 22:34:41.159000,2023-07-28 20:05:17,217.0,37.0,17.0,8.0,83.0,17.0,38.0,185.0,2023-07-28 20:17:21.000,0.8.4,,10142.0,13.0,3.0,3.0,6.0,https://pypi.org/project/jupyterlab-spellchecker,,,6008.0,https://anaconda.org/conda-forge/jupyterlab-spellchecker,2023-07-28 22:34:41.159,90730.0,2.0,,,,,,@ijmbarr/jupyterlab_spellchecker,https://www.npmjs.com/package/@ijmbarr/jupyterlab_spellchecker,894.0,,,,,,,,,,,
131,SystemdSpawner,Spawn JupyterHub single-user notebook servers with systemd.,https://github.com/jupyterhub/systemdspawner,,hub-spawners,21,True,jupyterhub-systemdspawner,jupyterhub/systemdspawner,conda-forge/jupyterhub-systemdspawner,https://github.com/jupyterhub/systemdspawner,BSD-3-Clause,2016-09-06 07:20:44.000,2023-08-01 08:36:54.000000,2023-06-08 13:13:25,228.0,14.0,47.0,9.0,65.0,27.0,49.0,89.0,2023-06-08 13:14:00.415,1.0.1,,5002.0,20.0,30.0,29.0,20.0,https://pypi.org/project/jupyterhub-systemdspawner,2023-01-11 00:33:05.122,1.0,4387.0,https://anaconda.org/conda-forge/jupyterhub-systemdspawner,2023-06-16 16:16:00.682,30136.0,2.0,,,,,,,,,,,,,,,,,,,
132,jupyter-archive,"A Jupyter/Jupyterlab extension to make, download and extract archive files.",https://github.com/jupyterlab-contrib/jupyter-archive,,jupyter-extensions,21,True,jupyter-archive,jupyterlab-contrib/jupyter-archive,conda-forge/jupyter-archive,https://github.com/jupyterlab-contrib/jupyter-archive,BSD-3-Clause,2019-07-25 17:15:19.000,2023-08-16 14:54:33.988000,2023-08-16 12:25:37,230.0,6.0,12.0,4.0,84.0,1.0,36.0,64.0,2023-08-15 15:28:38.000,3.4.0,3264.0,13834.0,28.0,84.0,84.0,10.0,https://pypi.org/project/jupyter-archive,,,11928.0,https://anaconda.org/conda-forge/jupyter-archive,2023-08-16 14:54:33.988,52502.0,2.0,,,,,,@hadim/jupyter-archive,https://www.npmjs.com/package/@hadim/jupyter-archive,418.0,,,,,,,,,,,
133,IJulia.jl,Julia kernel for Jupyter.,https://github.com/JuliaLang/IJulia.jl,,kernels,20,True,,JuliaLang/IJulia.jl,,https://github.com/JuliaLang/IJulia.jl,MIT,2013-03-05 18:20:21.000,2023-08-18 00:03:30.000000,2023-06-02 22:48:38,718.0,1.0,393.0,121.0,269.0,121.0,700.0,2667.0,2023-06-02 17:41:48.000,1.24.2,,,45.0,,,106.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
134,IHaskell,A Haskell kernel for the Jupyter project.,https://github.com/IHaskell/IHaskell,,kernels,20,True,,gibiansky/IHaskell,,https://github.com/IHaskell/IHaskell,MIT,2013-08-26 07:16:09.000,2023-08-18 13:32:26.000000,2023-08-18 13:32:26,2198.0,37.0,248.0,48.0,644.0,46.0,726.0,2490.0,2015-03-26 05:06:25.000,0.6,,16.0,1.0,,,111.0,,,,,,,,3.0,,,,,,ihaskell_jupyterlab,https://www.npmjs.com/package/ihaskell_jupyterlab,16.0,IHaskell/IHaskell,,,,,,,,,,
135,datapane,Build and share data reports in 100% Python.,https://github.com/datapane/datapane,,others,20,True,datapane,datapane/datapane,conda-forge/datapane,https://github.com/datapane/datapane,Apache-2.0,2020-04-23 20:56:54.000,2023-07-18 18:30:59.169000,2023-07-18 15:32:58,355.0,10.0,76.0,17.0,119.0,3.0,109.0,1287.0,,,,38152.0,46.0,,,11.0,https://pypi.org/project/datapane,,,36198.0,https://anaconda.org/conda-forge/datapane,2023-07-18 18:30:59.169,72309.0,3.0,,,,,,,,,,,,,,,,,,,
136,IRuby,Official gem repository: Ruby kernel for Jupyter/IPython Notebook.,https://github.com/SciRuby/iruby,,kernels,20,True,,SciRuby/iruby,,https://github.com/SciRuby/iruby,MIT,2015-03-03 18:05:50.000,2023-08-16 07:33:28.000000,2023-01-11 06:17:33,718.0,,22.0,31.0,141.0,45.0,144.0,787.0,2021-08-17 16:20:34.000,0.7.4,15.0,19.0,10.0,186.0,186.0,46.0,,,,,,,,3.0,rubydata/datascience-notebook,https://hub.docker.com/r/rubydata/datascience-notebook,2023-02-03 04:21:45.711711,5.0,1958.0,,,,,,,,,,,,iruby,,
137,pick,Customize your kernels on Launch!.,https://github.com/nteract/pick,,magic,20,False,pick,nteract/pick,,https://github.com/nteract/pick,BSD-3-Clause,2020-04-08 23:47:09.000,2021-12-06 15:27:43.000000,2020-11-04 01:10:24,87.0,,57.0,6.0,26.0,4.0,5.0,614.0,2022-11-21 06:29:00.831,2.2.0,,76735.0,29.0,152.0,,5.0,https://pypi.org/project/pick,2021-12-06 15:27:43.000,152.0,76735.0,,,,2.0,,,,,,,,,,,,7.0,,,,,,,
138,JupyterLab Latex,JupyterLab extension for live editing of LaTeX documents.,https://github.com/jupyterlab/jupyterlab-latex,,lab-renderer,20,True,jupyterlab_latex,jupyterlab/jupyterlab-latex,conda-forge/jupyterlab-latex,https://github.com/jupyterlab/jupyterlab-latex,BSD-3-Clause,2017-10-24 02:12:37.000,2023-07-19 03:12:56.000000,2023-07-09 18:51:29,443.0,1.0,62.0,15.0,130.0,32.0,57.0,567.0,2023-05-31 04:26:11.000,3.2.0,,2210.0,3.0,5.0,5.0,23.0,https://pypi.org/project/jupyterlab_latex,,,1326.0,https://anaconda.org/conda-forge/jupyterlab-latex,2023-06-16 19:18:37.104,11466.0,2.0,,,,,,@jupyterlab/latex,https://www.npmjs.com/package/@jupyterlab/latex,598.0,,,,,,,,,,,
139,nb_conda_kernels,Package for managing conda environment-based kernels inside of Jupyter.,https://github.com/Anaconda-Platform/nb_conda_kernels,,kernels,20,False,,Anaconda-Platform/nb_conda_kernels,conda-forge/nb_conda_kernels,https://github.com/Anaconda-Platform/nb_conda_kernels,BSD-3-Clause,2015-12-10 16:11:42.000,2023-07-31 14:11:12.000000,2020-11-30 15:55:07,335.0,,61.0,21.0,87.0,41.0,100.0,531.0,2020-09-05 22:35:32.000,2.3.0,,13615.0,11.0,,,14.0,,,,,https://anaconda.org/conda-forge/nb_conda_kernels,2023-06-16 13:16:37.337,1170935.0,3.0,,,,,,,,,,,,,,,,,,,
140,ipysheet,Jupyter handsontable integration.,https://github.com/jupyter-widgets-contrib/ipysheet,,widgets,20,True,ipysheet,QuantStack/ipysheet,conda-forge/ipysheet,https://github.com/jupyter-widgets-contrib/ipysheet,MIT,2017-07-10 13:46:31.000,2023-07-20 08:10:20.000000,2023-07-20 08:10:20,309.0,2.0,66.0,20.0,124.0,70.0,60.0,521.0,2022-11-28 09:27:38.314,0.7.0,,55495.0,24.0,34.0,6.0,13.0,https://pypi.org/project/ipysheet,2022-11-28 09:25:01.163,26.0,52586.0,https://anaconda.org/conda-forge/ipysheet,2023-06-16 16:13:19.853,92525.0,3.0,,,,,,ipysheet,https://www.npmjs.com/package/ipysheet,1227.0,jupyter-widgets-contrib/ipysheet,2022-11-28 09:27:38.314,2.0,,,,,,,,
141,testbook,Unit test your Jupyter Notebooks the right way.,https://github.com/nteract/testbook,,notebook-tools,20,True,nteract-testbook,nteract/testbook,conda-forge/testbook,https://github.com/nteract/testbook,BSD-3-Clause,2020-02-26 19:43:22.000,2023-06-16 19:23:33.373000,2022-11-29 20:28:15,127.0,,39.0,16.0,65.0,45.0,47.0,364.0,,,,1587.0,7.0,270.0,270.0,15.0,https://pypi.org/project/nteract-testbook,,,14.0,https://anaconda.org/conda-forge/testbook,2023-06-16 19:23:33.373,51914.0,3.0,,,,,,,,,,,,,,,,,,,
142,jupyter-flex,Build dashboards using Jupyter Notebooks.,https://github.com/danielfrg/jupyter-flex,,notebook-sharing,20,True,jupyter-flex,danielfrg/jupyter-flex,conda-forge/jupyter-flex,https://github.com/danielfrg/jupyter-flex,Apache-2.0,2019-12-13 20:19:40.000,2023-08-30 00:11:21.000000,2023-08-15 03:20:35,376.0,4.0,52.0,7.0,99.0,9.0,50.0,293.0,,,,1542.0,10.0,45.0,45.0,4.0,https://pypi.org/project/jupyter-flex,,,1091.0,https://anaconda.org/conda-forge/jupyter-flex,2023-06-16 19:22:49.073,15163.0,3.0,,,,,,@danielfrg/jupyter-flex,https://www.npmjs.com/package/@danielfrg/jupyter-flex,18.0,,,,,,,,,,,
143,retrolab,JupyterLab distribution with a retro look and feel.,https://github.com/jupyterlab/retrolab,,notebook-environments,20,True,retrolab,jupyterlab/retrolab,conda-forge/retrolab,https://github.com/jupyterlab/retrolab,BSD-3-Clause,2020-12-07 16:37:07.000,2023-06-16 19:25:59.201000,2023-02-16 13:40:18,633.0,,46.0,14.0,220.0,,111.0,279.0,2022-05-04 07:37:18.000,0.3.21,1297.0,2817.0,50.0,26.0,17.0,17.0,https://pypi.org/project/retrolab,2022-05-04 07:36:52.000,3.0,982.0,https://anaconda.org/conda-forge/retrolab,2023-06-16 19:25:59.201,46812.0,3.0,,,,,,@jupyterlab-classic/application,https://www.npmjs.com/package/@jupyterlab-classic/application,62.0,,2021-04-19 14:22:28.986,6.0,,,,,,,,
144,OCaml Kernel,An OCaml kernel for Jupyter (IPython) notebook.,https://github.com/akabe/ocaml-jupyter,,kernels,20,True,,akabe/ocaml-jupyter,,https://github.com/akabe/ocaml-jupyter,MIT,2017-07-14 14:15:05.000,2023-08-11 05:33:07.000000,2023-08-11 05:18:21,385.0,7.0,38.0,11.0,125.0,6.0,72.0,262.0,2023-08-11 02:56:40.000,2.8.3,97074.0,1329.0,35.0,,,23.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
145,gator,Conda environment and package management extension from within Jupyter.,https://github.com/mamba-org/gator,,jupyter-extensions,20,True,mamba-gator,mamba-org/gator,conda-forge/mamba_gator,https://github.com/mamba-org/gator,BSD-3-Clause,2018-08-02 05:15:23.000,2023-08-08 07:03:25.000000,2023-08-08 07:03:24,623.0,2.0,26.0,6.0,149.0,15.0,41.0,246.0,2023-05-05 13:00:11.000,5.2.1,2.0,1234.0,30.0,4.0,4.0,26.0,https://pypi.org/project/mamba-gator,,,73.0,https://anaconda.org/conda-forge/mamba_gator,2023-06-16 19:23:51.106,35137.0,3.0,,,,,,@mamba-org/gator-lab,https://www.npmjs.com/package/@mamba-org/gator-lab,97.0,,,,,,,,,,,
146,JupyterLab SideCar,A sidecar output widget for JupyterLab.,https://github.com/jupyter-widgets/jupyterlab-sidecar,,lab-extensions,20,True,sidecar,jupyter-widgets/jupyterlab-sidecar,conda-forge/sidecar,https://github.com/jupyter-widgets/jupyterlab-sidecar,BSD-3-Clause,2018-03-26 09:23:58.000,2023-08-30 18:18:16.177000,2023-08-30 15:29:37,94.0,12.0,40.0,13.0,76.0,37.0,12.0,229.0,2023-08-30 15:33:27.000,0.7.0,,6448.0,8.0,16.0,6.0,16.0,https://pypi.org/project/sidecar,2023-08-30 15:33:27.000,8.0,5516.0,https://anaconda.org/conda-forge/sidecar,2023-08-30 18:18:16.177,19407.0,2.0,,,,,,@jupyter-widgets/jupyterlab-sidecar,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-sidecar,306.0,,2021-07-05 14:42:11.336,2.0,,,,,,,,
147,nbinteract,Create interactive webpages from Jupyter Notebooks.,https://github.com/SamLau95/nbinteract,,notebook-sharing,20,False,nbinteract,SamLau95/nbinteract,,https://github.com/SamLau95/nbinteract,BSD-3-Clause,2017-08-31 00:16:20.000,2023-01-05 09:57:44.000000,2021-04-15 20:39:36,590.0,,22.0,8.0,117.0,67.0,42.0,228.0,2021-01-05 06:49:39.135,0.2.6,,3370.0,46.0,44.0,3.0,8.0,https://pypi.org/project/nbinteract,2021-01-05 06:49:39.135,39.0,2975.0,,,,3.0,,,,,,nbinteract,https://www.npmjs.com/package/nbinteract,395.0,,2021-01-05 06:49:22.791,2.0,,,,,,,,
148,bookstore,Notebook storage and publishing workflows for the masses.,https://github.com/nteract/bookstore,,notebook-sharing,20,False,bookstore,nteract/bookstore,,https://github.com/nteract/bookstore,BSD-3-Clause,2018-10-16 18:54:00.000,2021-08-26 18:26:16.000000,2019-12-09 16:52:07,619.0,,20.0,21.0,109.0,34.0,39.0,196.0,2019-12-03 17:50:40.000,2.5.0,,49993.0,6.0,15.0,15.0,7.0,https://pypi.org/project/bookstore,,,49993.0,,,,3.0,,,,,,,,,,,,,,,,,,,
149,Darcula Theme,A handsome Darcula theme for Jupyterlab. The first jlab theme to include dark scrollbars.,https://github.com/telamonian/theme-darcula,,lab-themes,20,False,theme-darcula,telamonian/theme-darcula,conda-forge/theme-darcula,https://github.com/telamonian/theme-darcula,BSD-3-Clause,2019-01-21 04:39:42.000,2023-06-16 19:25:35.462000,2022-07-20 12:02:54,113.0,,27.0,5.0,46.0,9.0,16.0,186.0,,,,2691.0,4.0,1281.0,1281.0,7.0,https://pypi.org/project/theme-darcula,,,1714.0,https://anaconda.org/conda-forge/theme-darcula,2023-06-16 19:25:35.462,20883.0,1.0,,,,,,@telamonian/theme-darcula,https://www.npmjs.com/package/@telamonian/theme-darcula,232.0,,,,,,,,,,,
150,Spylon Kernel,Jupyter kernel for scala and spark.,https://github.com/vericast/spylon-kernel,,kernels,20,False,spylon-kernel,vericast/spylon-kernel,conda-forge/spylon-kernel,https://github.com/vericast/spylon-kernel,BSD-3-Clause,2016-11-21 02:23:14.000,2023-06-16 13:20:41.310000,2018-09-20 15:43:57,188.0,,32.0,12.0,28.0,20.0,20.0,179.0,2018-03-23 20:36:58.000,0.4.1,,3738.0,14.0,128.0,128.0,6.0,https://pypi.org/project/spylon-kernel,2018-03-23 20:36:58.000,,2158.0,https://anaconda.org/conda-forge/spylon-kernel,2023-06-16 13:20:41.310,123244.0,3.0,,,,,,,,,,,,,,,,,,,
151,BatchSpawner,Custom Spawner for Jupyterhub to start servers in batch scheduled systems.,https://github.com/jupyterhub/batchspawner,,hub-spawners,20,True,batchspawner,jupyterhub/batchspawner,,https://github.com/jupyterhub/batchspawner,BSD-3-Clause,2015-10-27 03:53:10.000,2023-08-01 08:33:28.000000,2023-06-19 06:43:35,374.0,1.0,115.0,18.0,142.0,67.0,80.0,157.0,2022-10-05 04:48:28.224,1.2.0,,4331.0,10.0,33.0,29.0,42.0,https://pypi.org/project/batchspawner,2022-10-05 04:48:28.224,4.0,4331.0,,,,3.0,,,,,,,,,,,,,,,,,,,
152,Rsession Proxy,Jupyter extensions for running an RStudio rsession proxy.,https://github.com/jupyterhub/jupyter-rsession-proxy,,jupyter-extensions,20,True,jupyter-rsession-proxy,jupyterhub/jupyter-rsession-proxy,conda-forge/jupyter-rsession-proxy,https://github.com/jupyterhub/jupyter-rsession-proxy,BSD-3-Clause,2016-12-09 06:26:18.000,2023-06-25 05:31:24.530000,2023-06-23 00:48:01,236.0,3.0,76.0,13.0,65.0,29.0,48.0,108.0,,,,7684.0,9.0,43.0,43.0,21.0,https://pypi.org/project/jupyter-rsession-proxy,,,6893.0,https://anaconda.org/conda-forge/jupyter-rsession-proxy,2023-06-25 05:31:24.530,20575.0,3.0,,,,,,,,,,,,,,,,,,,
153,colabcode,Run VSCode (codeserver) on Google Colab or Kaggle Notebooks.,https://github.com/abhishekkrthakur/colabcode,,others,19,False,colabcode,abhishekkrthakur/colabcode,,https://github.com/abhishekkrthakur/colabcode,MIT,2020-09-09 10:06:26.000,2023-05-31 15:54:53.000000,2021-06-11 15:16:36,44.0,,260.0,19.0,39.0,43.0,33.0,1955.0,,,,2918.0,,136.0,136.0,8.0,https://pypi.org/project/colabcode,,,2918.0,,,,3.0,,,,,,,,,,,,,,,,,,,
154,pyforest,pyforest - feel the bliss of automated imports.,https://github.com/8080labs/pyforest,,jupyter-extensions,19,False,pyforest,8080labs/pyforest,,https://github.com/8080labs/pyforest,MIT,2019-08-12 07:35:46.000,2023-06-07 10:33:18.000000,2021-06-14 15:04:41,196.0,,191.0,36.0,33.0,12.0,14.0,1043.0,2019-09-02 14:01:33.000,0.1.2,,8952.0,1.0,,,13.0,https://pypi.org/project/pyforest,,,8952.0,,,,3.0,,,,,,,,,,,,,,,,,,,
155,JupyterLab TOC,Table of Contents extension for JupyterLab.,https://github.com/jupyterlab/jupyterlab-toc,,lab-extensions,19,False,,jupyterlab/jupyterlab-toc,,https://github.com/jupyterlab/jupyterlab-toc,BSD-3-Clause,2018-03-12 15:55:19.000,2022-07-07 04:18:47.000000,2021-08-10 23:33:21,523.0,,102.0,30.0,63.0,64.0,51.0,726.0,2018-04-16 17:16:10.000,0.2.0,,98455.0,1.0,,,14.0,,,,,,,,2.0,,,,,,@jupyterlab/toc,https://www.npmjs.com/package/@jupyterlab/toc,98455.0,,,,,,,,,,,
156,JupyterLab Dash,An Extension for the Interactive development of Dash apps in JupyterLab.,https://github.com/plotly/jupyterlab-dash,,lab-renderer,19,False,jupyterlab-dash,plotly/jupyterlab-dash,,https://github.com/plotly/jupyterlab-dash,MIT,2018-11-07 19:47:52.000,2020-05-19 14:20:53.000000,2020-05-19 11:44:34,41.0,,55.0,50.0,12.0,20.0,8.0,359.0,,,,4518.0,2.0,461.0,461.0,7.0,https://pypi.org/project/jupyterlab-dash,,,1093.0,,,,2.0,,,,,,jupyterlab-dash,https://www.npmjs.com/package/jupyterlab-dash,3425.0,,,,,,,,,,,
157,treon,Easy to use test framework for Jupyter Notebooks.,https://github.com/ReviewNB/treon,,notebook-tools,19,True,treon,ReviewNB/treon,conda-forge/treon,https://github.com/ReviewNB/treon,MIT,2019-03-29 15:02:35.000,2023-06-16 19:26:36.235000,2022-08-04 11:15:04,66.0,,23.0,13.0,12.0,3.0,10.0,290.0,,,,17914.0,2.0,82.0,82.0,5.0,https://pypi.org/project/treon,,,17653.0,https://anaconda.org/conda-forge/treon,2023-06-16 19:26:36.235,6792.0,3.0,,,,,,,,,,,,,,,,,,,
158,jupyterlab-execute-time,A JupyterLab extension for displaying cell timings.,https://github.com/deshaw/jupyterlab-execute-time,,lab-extensions,19,True,jupyterlab-execute-time,deshaw/jupyterlab-execute-time,conda-forge/jupyterlab_execute_time,https://github.com/deshaw/jupyterlab-execute-time,BSD-3-Clause,2020-04-07 22:27:30.000,2023-08-02 19:55:44.393000,2023-08-02 18:11:54,47.0,2.0,39.0,6.0,40.0,8.0,43.0,289.0,2023-08-02 18:16:36.000,3.0.1,,42499.0,12.0,6.0,3.0,14.0,https://pypi.org/project/jupyterlab-execute-time,2023-08-02 18:16:36.000,1.0,39710.0,https://anaconda.org/conda-forge/jupyterlab_execute_time,2023-08-02 19:55:44.393,48077.0,2.0,,,,,,jupyterlab-execute-time,https://www.npmjs.com/package/jupyterlab-execute-time,1239.0,,2021-01-18 14:16:24.052,2.0,,,,,,,,
