,name,description,homepage,resource,category,projectrank,show,pypi_id,github_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,conda_dependent_project_count,updated_github_id,trending,pypi,cran_id,go_id,go_url,gem_id,hex_id,docs_url,bitbucket_id
153,JupyterLab GitHub,GitHub integration for JupyterLab.,https://github.com/jupyterlab/jupyterlab-github,,lab-extensions,20,True,jupyterlab-github,jupyterlab/jupyterlab-github,,https://github.com/jupyterlab/jupyterlab-github,BSD-3-Clause,2017-10-15 17:18:11.000,2024-03-25 09:01:34.000000,2024-03-25 09:01:33,248.0,1.0,104.0,32.0,91.0,29.0,41.0,398.0,2023-08-03 14:12:11.000,4.0.0,30.0,3505.0,24.0,10.0,6.0,18.0,https://pypi.org/project/jupyterlab-github,2023-08-03 14:12:04.000,2.0,2884.0,,,,2.0,@jupyterlab/github,https://www.npmjs.com/package/@jupyterlab/github,2023-08-02 17:40:03.884,2.0,621.0,,,,,,,,,,,,,,,,
154,Darcula Theme,A handsome Darcula theme for Jupyterlab. The first jlab theme to include dark scrollbars.,https://github.com/telamonian/theme-darcula,,lab-themes,20,False,theme-darcula,telamonian/theme-darcula,conda-forge/theme-darcula,https://github.com/telamonian/theme-darcula,BSD-3-Clause,2019-01-21 04:39:42.000,2023-06-16 19:25:35.462000,2022-07-20 12:02:54,113.0,,35.0,5.0,46.0,21.0,17.0,201.0,2022-07-20 12:04:00.552,4.0.0,,3061.0,13.0,1320.0,1317.0,7.0,https://pypi.org/project/theme-darcula,2022-07-20 12:04:00.552,,2285.0,https://anaconda.org/conda-forge/theme-darcula,2023-06-16 19:25:35.462,23904.0,1.0,@telamonian/theme-darcula,https://www.npmjs.com/package/@telamonian/theme-darcula,2022-07-20 12:02:58.154,3.0,94.0,,,,,,,,,,,,,,,,
155,jupyverse,A Jupyter server based on FastAPI.,https://github.com/jupyter-server/jupyverse,,notebook-environments,20,False,jupyverse,jupyter-server/jupyverse,conda-forge/fps-auth,https://github.com/jupyter-server/jupyverse,BSD-1-Clause,2021-07-23 14:20:02.000,2024-03-25 22:20:40.000000,2024-03-25 22:20:37,659.0,10.0,25.0,8.0,325.0,25.0,44.0,187.0,2024-01-02 11:09:14.000,0.4.2,5579.0,1849.0,61.0,3.0,3.0,12.0,https://pypi.org/project/jupyverse,2024-01-02 11:09:06.000,,652.0,https://anaconda.org/conda-forge/fps-auth,2024-01-02 12:50:50.347,24140.0,3.0,,,,,,,,,,,,,,,,,,,,,
156,Spylon Kernel,Jupyter kernel for scala and spark.,https://github.com/vericast/spylon-kernel,,kernels,20,False,spylon-kernel,vericast/spylon-kernel,conda-forge/spylon-kernel,https://github.com/vericast/spylon-kernel,BSD-3-Clause,2016-11-21 02:23:14.000,2024-01-11 09:22:04.000000,2018-09-20 15:43:57,188.0,,33.0,12.0,29.0,22.0,20.0,181.0,2018-03-23 20:36:58.000,0.4.1,,5067.0,14.0,157.0,157.0,6.0,https://pypi.org/project/spylon-kernel,2018-03-23 20:36:58.000,,3553.0,https://anaconda.org/conda-forge/spylon-kernel,2023-06-16 13:20:41.310,128769.0,3.0,,,,,,,,,,,,,,,,,,,,,
157,jupyter-fs,A filesystem-like contents manager for multiple backends in Jupyter.,https://github.com/jpmorganchase/jupyter-fs,,lab-extensions,20,True,jupyter-fs,jpmorganchase/jupyter-fs,conda-forge/jupyter-fs,https://github.com/jpmorganchase/jupyter-fs,Apache-2.0,2019-09-24 17:44:10.000,2024-02-21 02:16:28.000000,2023-11-11 18:56:51,567.0,,34.0,15.0,122.0,17.0,59.0,179.0,2023-11-11 19:03:07.000,0.4.1,,1235.0,9.0,6.0,5.0,15.0,https://pypi.org/project/jupyter-fs,2023-11-11 19:03:07.000,1.0,1017.0,https://anaconda.org/conda-forge/jupyter-fs,2023-11-12 01:40:07.839,9177.0,2.0,,,,,,,,,,,,,,,,,,,,,
158,nbgallery,Enterprise Jupyter notebook sharing and collaboration app.,https://github.com/nbgallery/nbgallery,,notebook-sharing,20,True,,nbgallery/nbgallery,,https://github.com/nbgallery/nbgallery,MIT,2017-01-10 19:18:40.000,2024-03-26 16:36:01.000000,2024-02-29 16:28:43,1703.0,10.0,35.0,10.0,506.0,33.0,457.0,152.0,,,,1983.0,,,,25.0,,,,,,,,3.0,,,,,,nbgallery/nbgallery,https://hub.docker.com/r/nbgallery/nbgallery,2024-02-29 16:29:47.151305,5.0,170545.0,,,,,,,,,,,
159,mknotebooks,A plugin for mkdocs to help you include Jupyter notebooks in your projects.,https://github.com/greenape/mknotebooks,,notebook-sharing,20,True,mknotebooks,greenape/mknotebooks,,https://github.com/greenape/mknotebooks,MIT,2018-09-18 08:13:25.000,2023-08-11 12:01:01.000000,2023-08-11 11:59:53,1742.0,,20.0,2.0,1078.0,36.0,26.0,122.0,2023-08-07 10:13:29.000,0.8.0,,17719.0,866.0,552.0,519.0,14.0,https://pypi.org/project/mknotebooks,2023-08-11 12:01:01.000,33.0,17719.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
160,SystemdSpawner,Spawn JupyterHub single-user notebook servers with systemd.,https://github.com/jupyterhub/systemdspawner,,hub-spawners,20,True,jupyterhub-systemdspawner,jupyterhub/systemdspawner,conda-forge/jupyterhub-systemdspawner,https://github.com/jupyterhub/systemdspawner,BSD-3-Clause,2016-09-06 07:20:44.000,2024-02-01 09:30:12.000000,2024-02-01 09:30:12,240.0,5.0,47.0,9.0,70.0,27.0,49.0,88.0,2023-06-08 13:14:00.415,1.0.1,,4651.0,20.0,42.0,41.0,21.0,https://pypi.org/project/jupyterhub-systemdspawner,2023-06-08 13:14:00.415,1.0,4080.0,https://anaconda.org/conda-forge/jupyterhub-systemdspawner,2023-06-16 16:16:00.682,31977.0,3.0,,,,,,,,,,,,,,,,,,,,,
161,pyforest,pyforest - feel the bliss of automated imports.,https://github.com/8080labs/pyforest,,jupyter-extensions,19,False,pyforest,8080labs/pyforest,,https://github.com/8080labs/pyforest,MIT,2019-08-12 07:35:46.000,2023-06-07 10:33:18.000000,2021-06-14 15:04:41,196.0,,195.0,38.0,33.0,13.0,14.0,1073.0,2021-06-14 15:07:13.000,1.1.0,,4006.0,10.0,9.0,,13.0,https://pypi.org/project/pyforest,2021-06-14 15:07:13.000,9.0,4006.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
162,IJava,A Jupyter kernel for executing Java code.,https://github.com/SpencerPark/IJava,,kernels,19,False,,SpencerPark/IJava,,https://github.com/SpencerPark/IJava,MIT,2017-10-08 04:42:46.000,2024-01-28 02:10:35.000000,2019-12-08 22:22:20,90.0,,209.0,34.0,14.0,83.0,59.0,1032.0,2019-05-06 03:28:50.000,1.3.0,164157.0,2379.0,5.0,,,4.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
163,Lantern,Data exploration glue.,https://github.com/timkpaine/lantern,,lab-extensions,19,True,pylantern,timkpaine/lantern,,https://github.com/timkpaine/lantern,Apache-2.0,2017-07-15 03:49:10.000,2024-02-05 14:28:40.000000,2024-02-05 14:28:39,541.0,3.0,21.0,13.0,28.0,6.0,194.0,343.0,2020-02-02 22:32:28.000,0.1.6,,78.0,26.0,21.0,19.0,3.0,https://pypi.org/project/pylantern,2020-02-02 22:31:39.000,2.0,78.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
164,nbopen,Open a Jupyter notebook in the best available server.,https://github.com/takluyver/nbopen,,notebook-tools,19,True,nbopen,takluyver/nbopen,,https://github.com/takluyver/nbopen,BSD-3-Clause,2014-07-09 03:24:47.000,2023-09-08 12:57:22.000000,2023-09-08 12:54:36,64.0,,58.0,15.0,18.0,40.0,27.0,300.0,2017-09-08 07:23:49.000,0.4.3,,1760.0,10.0,139.0,129.0,11.0,https://pypi.org/project/nbopen,2023-09-08 12:57:09.000,10.0,1760.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
165,treon,Easy to use test framework for Jupyter Notebooks.,https://github.com/ReviewNB/treon,,notebook-tools,19,False,treon,ReviewNB/treon,conda-forge/treon,https://github.com/ReviewNB/treon,MIT,2019-03-29 15:02:35.000,2023-06-16 19:26:36.235000,2022-08-04 11:15:04,66.0,,26.0,13.0,12.0,4.0,10.0,294.0,2022-08-04 11:25:18.993,0.1.4,,33127.0,5.0,112.0,105.0,5.0,https://pypi.org/project/treon,2022-08-04 11:25:18.993,7.0,32843.0,https://anaconda.org/conda-forge/treon,2023-06-16 19:26:36.235,9387.0,3.0,,,,,,,,,,,,,,,,,,,,,
166,retrolab,JupyterLab distribution with a retro look and feel.,https://github.com/jupyterlab/retrolab,,notebook-environments,19,False,retrolab,jupyterlab/retrolab,conda-forge/retrolab,https://github.com/jupyterlab/retrolab,BSD-3-Clause,2020-12-07 16:37:07.000,2023-06-16 19:25:59.201000,2023-02-16 13:40:18,633.0,,46.0,14.0,220.0,,111.0,281.0,2022-05-04 07:37:18.000,0.3.21,2793.0,2409.0,50.0,28.0,18.0,17.0,https://pypi.org/project/retrolab,2022-05-04 07:36:52.000,3.0,799.0,https://anaconda.org/conda-forge/retrolab,2023-06-16 19:25:59.201,51916.0,3.0,@jupyterlab-classic/application,https://www.npmjs.com/package/@jupyterlab-classic/application,2021-04-19 14:22:28.986,7.0,13.0,,,,,,,,,,,,,,,,
167,OCaml Kernel,An OCaml kernel for Jupyter (IPython) notebook.,https://github.com/akabe/ocaml-jupyter,,kernels,19,True,,akabe/ocaml-jupyter,,https://github.com/akabe/ocaml-jupyter,MIT,2017-07-14 14:15:05.000,2024-01-25 21:07:30.000000,2023-08-11 05:18:21,385.0,,39.0,11.0,126.0,7.0,73.0,277.0,2023-08-11 02:56:40.000,2.8.3,120238.0,1502.0,35.0,,,23.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
168,HTTP-over-WebSocket,Jupyter support for HTTP-over-ws.,https://github.com/googlecolab/jupyter_http_over_ws,,jupyter-extensions,19,False,jupyter_http_over_ws,googlecolab/jupyter_http_over_ws,conda-forge/jupyter_http_over_ws,https://github.com/googlecolab/jupyter_http_over_ws,Apache-2.0,2018-03-26 22:52:45.000,2023-06-16 19:21:18.164000,2021-08-30 21:48:24,31.0,,50.0,13.0,2.0,21.0,9.0,266.0,2020-03-12 16:09:39.000,0.0.8,,62602.0,10.0,20.0,,3.0,https://pypi.org/project/jupyter_http_over_ws,2020-03-12 16:09:39.000,20.0,61271.0,https://anaconda.org/conda-forge/jupyter_http_over_ws,2023-06-16 19:21:18.164,57242.0,3.0,,,,,,,,,,,,,,,,,,,,,
169,gator,Conda environment and package management extension from within Jupyter.,https://github.com/mamba-org/gator,,jupyter-extensions,19,True,mamba-gator,mamba-org/gator,conda-forge/mamba_gator,https://github.com/mamba-org/gator,BSD-3-Clause,2018-08-02 05:15:23.000,2024-02-27 13:56:14.000000,2024-02-27 13:56:13,626.0,1.0,29.0,6.0,153.0,21.0,43.0,254.0,2023-05-05 13:05:52.701,5.2.1,2.0,1098.0,30.0,7.0,5.0,26.0,https://pypi.org/project/mamba-gator,2021-09-03 07:30:09.000,,75.0,https://anaconda.org/conda-forge/mamba_gator,2023-06-16 19:23:51.106,40048.0,3.0,@mamba-org/gator-lab,https://www.npmjs.com/package/@mamba-org/gator-lab,2021-09-03 10:15:28.752,2.0,22.0,,,,,,,,,,,,,,,,
170,ipysigma,A Jupyter widget using sigma.js to render interactive networks.,https://github.com/medialab/ipysigma,,widgets,19,True,ipysigma,Yomguithereal/ipysigma,,https://github.com/medialab/ipysigma,MIT,2018-06-25 20:03:21.000,2023-10-20 11:44:29.000000,2023-10-20 08:08:59,359.0,,12.0,5.0,18.0,47.0,154.0,164.0,2023-06-15 13:54:02.722,0.24.2,,1183.0,30.0,32.0,28.0,6.0,https://pypi.org/project/ipysigma,2022-06-08 16:10:49.000,1.0,886.0,,,,3.0,ipysigma,https://www.npmjs.com/package/ipysigma,2023-06-15 13:50:38.516,3.0,297.0,,,,,,,medialab/ipysigma,,,,,,,,,
171,jupyter-archive,"A Jupyter/Jupyterlab extension to make, download and extract archive files.",https://github.com/jupyterlab-contrib/jupyter-archive,,jupyter-extensions,19,True,jupyter-archive,jupyterlab-contrib/jupyter-archive,conda-forge/jupyter-archive,https://github.com/jupyterlab-contrib/jupyter-archive,BSD-3-Clause,2019-07-25 17:15:19.000,2024-02-21 08:03:56.000000,2024-02-21 08:03:55,236.0,2.0,14.0,5.0,90.0,3.0,36.0,70.0,2023-08-15 15:28:38.000,3.4.0,3269.0,30343.0,36.0,157.0,150.0,10.0,https://pypi.org/project/jupyter-archive,2023-08-15 15:28:33.000,4.0,28786.0,https://anaconda.org/conda-forge/jupyter-archive,2023-08-16 14:54:33.988,60640.0,3.0,@hadim/jupyter-archive,https://www.npmjs.com/package/@hadim/jupyter-archive,2023-08-15 15:28:31.802,3.0,118.0,,,,,,,,,,,,,,,,
172,jupyter-tensorboard,Start Tensorboard in Jupyter Notebook.,https://github.com/lspvic/jupyter_tensorboard,,jupyter-extensions,18,False,jupyter-tensorboard,lspvic/jupyter_tensorboard,,https://github.com/lspvic/jupyter_tensorboard,MIT,2017-08-22 08:05:13.000,2022-06-14 12:29:55.000000,2020-02-16 06:42:48,69.0,,79.0,16.0,10.0,45.0,29.0,464.0,2020-02-16 07:15:03.000,0.2.0,,5503.0,19.0,32.0,,4.0,https://pypi.org/project/jupyter-tensorboard,2020-02-16 07:15:03.000,32.0,5503.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
173,JupyterLab Google Drive,Cloud storage for JupyterLab using Google Drive.,https://github.com/jupyterlab/jupyterlab-google-drive,,lab-extensions,18,True,,jupyterlab/jupyterlab-google-drive,,https://github.com/jupyterlab/jupyterlab-google-drive,BSD-3-Clause,2016-12-17 01:40:45.000,2023-08-03 16:55:22.000000,2023-08-03 16:55:22,516.0,,78.0,34.0,118.0,50.0,99.0,399.0,2020-05-27 00:10:19.202,2.0.0,,304.0,32.0,7.0,5.0,17.0,,,,,,,,2.0,@jupyterlab/google-drive,https://www.npmjs.com/package/@jupyterlab/google-drive,2020-05-27 00:10:19.202,2.0,304.0,,,,,,,,,,,,,,,,
174,notebookJS,notebookJS: seamless JavaScript integration in Python Notebooks.,https://github.com/jorgehpo/notebookJS,,kernels,18,False,notebookjs,jorgehpo/notebookJS,,https://github.com/jorgehpo/notebookJS,MIT,2021-04-12 03:55:17.000,2024-01-23 21:10:31.228000,2022-12-25 22:31:58,56.0,,47.0,7.0,1.0,1.0,,256.0,2024-01-23 21:10:31.228,0.8.2,,1434.0,28.0,36.0,19.0,2.0,https://pypi.org/project/notebookjs,2021-04-17 19:11:41.000,,565.0,,,,3.0,notebookjs,https://www.npmjs.com/package/notebookjs,2024-01-23 21:10:31.228,17.0,869.0,,,,,,,,,,,,,,,,
175,JupyterLab SideCar,A sidecar output widget for JupyterLab.,https://github.com/jupyter-widgets/jupyterlab-sidecar,,lab-extensions,18,True,sidecar,jupyter-widgets/jupyterlab-sidecar,conda-forge/sidecar,https://github.com/jupyter-widgets/jupyterlab-sidecar,BSD-3-Clause,2018-03-26 09:23:58.000,2023-08-30 18:18:16.177000,2023-08-30 15:29:37,94.0,,40.0,15.0,76.0,37.0,13.0,240.0,2023-08-30 15:33:27.000,0.7.0,,8568.0,8.0,19.0,7.0,16.0,https://pypi.org/project/sidecar,2023-08-30 15:33:27.000,9.0,7844.0,https://anaconda.org/conda-forge/sidecar,2023-08-30 18:18:16.177,22399.0,2.0,@jupyter-widgets/jupyterlab-sidecar,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-sidecar,2021-07-05 14:42:11.336,3.0,135.0,,,,,,,,,,,,,,,,
176,bookstore,Notebook storage and publishing workflows for the masses.,https://github.com/nteract/bookstore,,notebook-sharing,18,False,bookstore,nteract/bookstore,,https://github.com/nteract/bookstore,BSD-3-Clause,2018-10-16 18:54:00.000,2021-12-15 14:37:42.138000,2019-12-09 16:52:07,619.0,,23.0,19.0,109.0,35.0,39.0,201.0,2021-12-15 14:37:42.138,0.0.0,,874.0,19.0,18.0,17.0,7.0,https://pypi.org/project/bookstore,2021-12-15 14:37:42.138,1.0,874.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
177,SAS Kernel,A Jupyter kernel for SAS. This opens up all the data manipulation and analytics capabilities of your SAS system within..,https://github.com/sassoftware/sas_kernel,,kernels,18,False,sas_kernel,sassoftware/sas_kernel,anaconda/sas_kernel,https://github.com/sassoftware/sas_kernel,Apache-2.0,2016-04-01 16:19:50.000,2023-06-16 13:24:59.052000,2023-01-13 14:14:25,262.0,,82.0,37.0,29.0,1.0,58.0,197.0,2022-12-01 21:51:02.000,2.4.13,,3467.0,20.0,1.0,,11.0,https://pypi.org/project/sas_kernel,2022-12-01 21:49:02.222,1.0,3434.0,https://anaconda.org/anaconda/sas_kernel,2023-06-16 13:24:59.052,2598.0,3.0,,,,,,,,,,,,,,,,,,,,,
178,SciJava Kernel,[RETIRED] Try IJava or BeakerX.,https://github.com/scijava/scijava-jupyter-kernel,,kernels,18,False,,scijava/scijava-jupyter-kernel,conda-forge/scijava-jupyter-kernel,https://github.com/scijava/scijava-jupyter-kernel,Apache-2.0,2017-01-31 01:16:24.000,2023-06-16 13:18:35.621000,2022-02-03 17:25:03,404.0,,41.0,21.0,22.0,14.0,80.0,177.0,2017-06-02 21:19:27.000,0.5.0,107.0,1213.0,15.0,,,9.0,,,,,https://anaconda.org/conda-forge/scijava-jupyter-kernel,2023-06-16 13:18:35.621,100669.0,3.0,,,,,,,,,,,,,,,,,,,,,
179,Spark Monitor,Monitor Apache Spark from Jupyter Notebook.,https://github.com/krishnan-r/sparkmonitor,,jupyter-extensions,18,False,sparkmonitor,krishnan-r/sparkmonitor,,https://github.com/krishnan-r/sparkmonitor,Apache-2.0,2017-05-31 09:13:01.000,2024-01-25 15:00:22.000000,2022-05-16 18:45:37,215.0,,51.0,8.0,23.0,30.0,7.0,172.0,2024-01-25 15:00:22.000,3.0.2,2471.0,2748.0,9.0,,,3.0,https://pypi.org/project/sparkmonitor,2024-01-25 15:00:22.000,,2707.0,,,,3.0,,,,,,krishnanr/sparkmonitor,https://hub.docker.com/r/krishnanr/sparkmonitor,2019-10-04 06:28:22.959295,,962.0,,,,,,,,,,,
180,nbzip,Zips and downloads all the contents of a jupyter notebook.,https://github.com/data-8/nbzip,,jupyter-extensions,18,False,nbzip,data-8/nbzip,,https://github.com/data-8/nbzip,Apache-2.0,2017-09-30 17:32:31.000,2019-11-22 08:47:26.000000,2019-11-22 08:47:25,43.0,,18.0,8.0,12.0,9.0,5.0,85.0,2018-08-10 16:52:09.000,0.1.0,,20884.0,4.0,407.0,403.0,6.0,https://pypi.org/project/nbzip,2018-08-10 16:52:09.000,4.0,20884.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
181,sphinxcontrib.jupyter,A Sphinx Extension for Generating Jupyter Notebooks.,https://github.com/QuantEcon/sphinxcontrib-jupyter,,notebook-tools,18,False,sphinxcontrib-jupyter,QuantEcon/sphinxcontrib-jupyter,,https://github.com/QuantEcon/sphinxcontrib-jupyter,BSD-3-Clause,2017-10-12 04:04:05.000,2022-02-09 08:46:28.000000,2020-06-18 03:28:01,269.0,,23.0,10.0,159.0,88.0,93.0,74.0,2020-06-18 03:31:10.000,0.5.10,,1756.0,23.0,42.0,38.0,13.0,https://pypi.org/project/sphinxcontrib-jupyter,2020-06-18 03:31:10.000,4.0,1756.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
182,SudoSpawner,Spawn JupyterHub single-user servers with sudo.,https://github.com/jupyterhub/sudospawner,,hub-spawners,18,True,sudospawner,jupyterhub/sudospawner,,https://github.com/jupyterhub/sudospawner,BSD-3-Clause,2014-11-24 23:21:36.000,2023-12-14 11:31:09.000000,2023-12-14 11:31:09,119.0,,39.0,11.0,37.0,18.0,22.0,50.0,2018-06-19 13:50:35.000,0.5.2,,1788.0,8.0,71.0,67.0,15.0,https://pypi.org/project/sudospawner,2018-06-19 13:50:35.000,4.0,1788.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
183,First Use Authenticator,JupyterHub Authenticator that lets users set passwords when they first log in.,https://github.com/jupyterhub/firstuseauthenticator,,hub-auth,18,True,jupyterhub-firstuseauthenticator,jupyterhub/firstuseauthenticator,,https://github.com/jupyterhub/firstuseauthenticator,BSD-3-Clause,2016-10-25 03:09:14.000,2023-06-30 06:50:09.000000,2023-06-30 06:50:08,100.0,,29.0,5.0,29.0,9.0,17.0,48.0,2021-10-28 11:35:32.000,1.0.0,,8898.0,8.0,101.0,98.0,12.0,https://pypi.org/project/jupyterhub-firstuseauthenticator,2021-10-28 11:35:32.000,3.0,8898.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
184,heat,IPython magic command to profile and view your python code as a heat map.,https://github.com/csurfer/pyheatmagic,,magic,17,False,py-heat-magic,csurfer/pyheatmagic,,https://github.com/csurfer/pyheatmagic,MIT,2017-08-18 20:35:01.000,2021-09-10 21:27:13.000000,2021-09-10 21:27:13,34.0,,22.0,12.0,3.0,2.0,3.0,1023.0,2017-08-19 16:11:38.000,0.0.2,,587.0,2.0,43.0,43.0,3.0,https://pypi.org/project/py-heat-magic,2017-08-19 16:11:38.000,,587.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
185,jupyter-tabnine,Autocompletion with Deep Learning on Jupyter Notebook.,https://github.com/codota/jupyter-tabnine,,jupyter-extensions,17,False,jupyter-tabnine,codota/jupyter-tabnine,,https://github.com/codota/jupyter-tabnine,MIT,2019-09-07 00:30:49.000,2023-02-05 13:08:34.000000,2021-08-23 11:44:08,105.0,,124.0,18.0,16.0,47.0,28.0,788.0,2021-08-23 11:45:07.000,1.2.3,,8524.0,8.0,,,10.0,https://pypi.org/project/jupyter-tabnine,2021-08-23 11:45:07.000,,8524.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
186,gpu-jupyter,GPU-Jupyter: Leverage the flexibility of Jupyterlab through the power of your NVIDIA GPU to run your code from..,https://github.com/iot-salzburg/gpu-jupyter,,notebook-environments,17,True,,iot-salzburg/gpu-jupyter,,https://github.com/iot-salzburg/gpu-jupyter,Apache-2.0,2019-11-12 20:10:23.000,2024-03-20 11:32:56.000000,2024-01-24 13:59:49,311.0,28.0,222.0,18.0,52.0,4.0,85.0,649.0,2023-12-19 15:55:23.000,1.5_cuda-12.0_ubuntu-22.04,,,7.0,,,15.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
187,JupyterWith,Declarative and reproducible Jupyter environments - powered by Nix.,https://github.com/tweag/jupyenv,,notebook-tools,17,True,,tweag/jupyterWith,,https://github.com/tweag/jupyenv,MIT,2018-12-18 10:10:58.000,2024-03-24 17:19:53.000000,2023-10-17 14:42:45,580.0,,120.0,32.0,341.0,43.0,151.0,591.0,2023-01-31 21:35:49.000,0.1.0,,,1.0,,,37.0,,,,,,,,3.0,,,,,,,,,,,,tweag/jupyenv,,,,,,,,,
188,F# Kernel,F# for Jupyter Notebooks.,https://github.com/fsprojects/IfSharp,,kernels,17,False,,fsprojects/IfSharp,,https://github.com/fsprojects/IfSharp,BSD-3-Clause,2013-12-03 21:25:01.000,2022-03-17 09:11:27.000000,2022-03-17 09:11:22,339.0,,66.0,36.0,123.0,13.0,127.0,441.0,2020-03-08 20:03:38.000,3.0.4,5560.0,50.0,15.0,,,28.0,,,,,,,,3.0,,,,,,fsprojects/ifsharp,https://hub.docker.com/r/fsprojects/ifsharp,2019-03-26 17:01:42.996172,,716.0,,,,,,,,,,,
189,nb_black,A simple extension for Jupyter Notebook and Jupyter Lab to beautify Python code automatically using Black.,https://github.com/dnanhkhoa/nb_black,,magic,17,True,nb_black,dnanhkhoa/nb_black,conda-forge/nb_black,https://github.com/dnanhkhoa/nb_black,MIT,2019-05-02 16:13:43.498,2023-06-16 16:15:03.923000,,,,38.0,,,,,361.0,2019-11-30 08:56:06.000,1.0.7,,16700.0,4.0,19.0,,,https://pypi.org/project/nb_black,2019-11-30 08:56:06.000,19.0,14419.0,https://anaconda.org/conda-forge/nb_black,2023-06-16 16:15:03.923,132336.0,2.0,,,,,,,,,,,,,,,,,,,,,
190,blackcellmagic,IPython magic command to format python code in cell using black.,https://github.com/csurfer/blackcellmagic,,magic,17,False,blackcellmagic,csurfer/blackcellmagic,conda-forge/blackcellmagic,https://github.com/csurfer/blackcellmagic,MIT,2018-04-25 14:27:26.000,2023-06-16 19:21:13.443000,2021-09-18 19:09:46,18.0,,13.0,12.0,7.0,5.0,5.0,305.0,2021-09-18 19:13:12.000,0.0.3,,1285.0,3.0,236.0,233.0,3.0,https://pypi.org/project/blackcellmagic,2021-09-18 19:13:12.000,3.0,1212.0,https://anaconda.org/conda-forge/blackcellmagic,2023-06-16 19:21:13.443,3168.0,2.0,,,,,,,,,,,,,,,,,,,,,
191,JupyterLab Chart Editor,JupyterLab extension for Plotlys react-chart-editor.,https://github.com/plotly/jupyterlab-chart-editor,,lab-renderer,17,False,,plotly/jupyterlab-chart-editor,,https://github.com/plotly/jupyterlab-chart-editor,BSD-3-Clause,2018-01-23 18:18:38.000,2023-01-06 19:12:21.000000,2021-03-10 20:56:11,71.0,,26.0,44.0,35.0,22.0,19.0,223.0,2021-03-10 20:57:44.000,4.14.3,,396.0,12.0,10.0,7.0,5.0,,,,,,,,3.0,jupyterlab-chart-editor,https://www.npmjs.com/package/jupyterlab-chart-editor,2021-03-10 20:56:44.112,3.0,396.0,,,,,,,,,,,,,,,,
192,cdsdashboards,JupyterHub extension for ContainDS Dashboards.,https://github.com/ideonate/cdsdashboards,,notebook-sharing,17,False,cdsdashboards,ideonate/cdsdashboards,conda-forge/cdsdashboards,https://github.com/ideonate/cdsdashboards,BSD-3-Clause,2020-04-28 13:51:31.000,2023-06-16 19:20:47.542000,2022-09-12 07:55:08,464.0,,38.0,7.0,19.0,34.0,59.0,196.0,2022-09-19 18:15:56.375,0.6.3,,1757.0,44.0,,,14.0,https://pypi.org/project/cdsdashboards,2022-04-29 11:08:28.000,,456.0,https://anaconda.org/conda-forge/cdsdashboards,2023-06-16 19:20:47.542,57272.0,3.0,,,,,,,,,,,,,,,,,,,,,
193,Jupyter Spark,Jupyter Notebook extension for Apache Spark integration.,https://github.com/mozilla/jupyter-spark,,jupyter-extensions,17,False,jupyter-spark,mozilla/jupyter-spark,,https://github.com/mozilla/jupyter-spark,MPL-2.0,2016-01-27 15:38:50.000,2020-12-01 19:43:11.000000,2020-12-01 19:43:11,106.0,,40.0,38.0,28.0,16.0,14.0,193.0,2018-03-08 14:28:54.000,0.4.0,,892.0,4.0,24.0,19.0,12.0,https://pypi.org/project/jupyter-spark,2018-03-08 14:28:54.000,5.0,892.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
