,name,description,homepage,resource,category,projectrank,show,pypi_id,github_id,conda_id,github_url,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,license,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,trending,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,updated_github_id,conda_dependent_project_count,cran_id,go_id,go_url,go_latest_release_published_at,go_dependent_project_count,pypi,gem_id,hex_id,bitbucket_id
189,niwidgets,Neuroimaging widgets for jupyter notebooks.,https://github.com/nipy/niwidgets,,widgets,17,False,niwidgets,nipy/niwidgets,,https://github.com/nipy/niwidgets,2017-09-11 22:20:27.000,2022-04-06 18:48:31.000000,2020-03-24 14:27:42,242.0,,33.0,10.0,46.0,25.0,17.0,74.0,2019-04-23 08:43:52.000,0.2.2,,187.0,5.0,27.0,27.0,16.0,https://pypi.org/project/niwidgets,Apache-2.0,2019-04-23 08:43:52.000,,187.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
190,sphinxcontrib.jupyter,A Sphinx Extension for Generating Jupyter Notebooks.,https://github.com/QuantEcon/sphinxcontrib-jupyter,,notebook-tools,17,False,sphinxcontrib-jupyter,QuantEcon/sphinxcontrib-jupyter,,https://github.com/QuantEcon/sphinxcontrib-jupyter,2017-10-12 04:04:05.000,2022-02-09 08:46:28.000000,2020-06-18 03:28:01,269.0,,23.0,9.0,159.0,88.0,93.0,73.0,2020-06-18 03:31:10.000,0.5.10,,794.0,23.0,29.0,25.0,13.0,https://pypi.org/project/sphinxcontrib-jupyter,BSD-3-Clause,2020-06-18 03:31:10.000,4.0,794.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
191,First Use Authenticator,JupyterHub Authenticator that lets users set passwords when they first log in.,https://github.com/jupyterhub/firstuseauthenticator,,hub-auth,17,True,jupyterhub-firstuseauthenticator,jupyterhub/firstuseauthenticator,,https://github.com/jupyterhub/firstuseauthenticator,2016-10-25 03:09:14.000,2022-02-28 01:42:16.000000,2021-10-28 11:33:41,98.0,,21.0,4.0,28.0,6.0,17.0,40.0,2021-10-28 11:35:32.000,1.0.0,,4195.0,8.0,63.0,60.0,12.0,https://pypi.org/project/jupyterhub-firstuseauthenticator,BSD-3-Clause,2021-10-28 11:35:32.000,3.0,4195.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
192,ipyvue,Jupyter widgets base for Vue libraries.,https://github.com/widgetti/ipyvue,,widgets,17,True,ipyvue,mariobuikhuizen/ipyvue,conda-forge/ipyvue,https://github.com/widgetti/ipyvue,2019-08-11 10:10:05.000,2022-03-23 09:15:56.000000,2021-12-10 13:35:55,86.0,,11.0,4.0,50.0,3.0,4.0,39.0,2021-11-19 19:10:31.000,1.7.0,,49517.0,23.0,35.0,16.0,3.0,https://pypi.org/project/ipyvue,MIT,2021-10-28 09:32:48.000,9.0,44613.0,https://anaconda.org/conda-forge/ipyvue,2021-10-28 12:53:01.039,45980.0,3.0,jupyter-vue,https://www.npmjs.com/package/jupyter-vue,2021-10-28 09:33:39.041,10.0,3511.0,,,,,,,widgetti/ipyvue,,,,,,,,,,
193,ipysigma,A Jupyter widget using sigma.js to render interactive networks.,https://github.com/medialab/ipysigma,,widgets,17,True,ipysigma,Yomguithereal/ipysigma,,https://github.com/medialab/ipysigma,2018-06-25 20:03:21.000,2022-04-29 16:22:12.000000,2022-04-29 16:22:08,154.0,115.0,4.0,2.0,13.0,36.0,57.0,35.0,2022-04-01 17:25:14.000,0.14.0,,245.0,16.0,1.0,,3.0,https://pypi.org/project/ipysigma,MIT,2022-04-01 17:25:14.000,1.0,117.0,,,,3.0,ipysigma,https://www.npmjs.com/package/ipysigma,2022-04-01 17:24:24.921,,128.0,,,,,,,medialab/ipysigma,,,,,,,,,,
194,geonotebook,A Jupyter notebook extension for geospatial visualization and analysis.,https://github.com/OpenGeoscience/geonotebook,,widgets,16,False,,OpenGeoscience/geonotebook,,https://github.com/OpenGeoscience/geonotebook,2016-07-26 19:48:45.000,2019-01-21 18:59:02.250643,2019-01-21 15:53:00,647.0,,139.0,66.0,90.0,39.0,46.0,1041.0,,,,1875.0,,,,9.0,,Apache-2.0,,,,,,,3.0,,,,,,,geonotebook/geonotebook,https://hub.docker.com/r/geonotebook/geonotebook,2019-01-21 18:59:02.250643,7.0,131272.0,,,,,,,,,,,
195,heat,IPython magic command to profile and view your python code as a heat map.,https://github.com/csurfer/pyheatmagic,,magic,16,True,py-heat-magic,csurfer/pyheatmagic,,https://github.com/csurfer/pyheatmagic,2017-08-18 20:35:01.000,2021-09-10 21:27:13.000000,2021-09-10 21:27:13,34.0,,23.0,12.0,3.0,2.0,3.0,985.0,2017-08-19 16:11:38.000,0.0.2,,1014.0,2.0,28.0,28.0,3.0,https://pypi.org/project/py-heat-magic,MIT,2017-08-19 16:11:38.000,,1014.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
196,jupyter-notify,A Jupyter Notebook magic for browser notifications of cell completion.,https://github.com/ShopRunner/jupyter-notify,,magic,16,False,jupyternotify,ShopRunner/jupyter-notify,,https://github.com/ShopRunner/jupyter-notify,2017-06-01 14:08:55.000,2021-04-27 16:57:08.000000,2021-04-27 14:56:38,57.0,,33.0,63.0,25.0,11.0,11.0,555.0,2018-01-08 14:52:15.000,0.1.15,,1538.0,14.0,2.0,,11.0,https://pypi.org/project/jupyternotify,BSD-3-Clause,2018-01-08 14:52:15.000,2.0,1538.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
197,JupyterLab SQL,SQL GUI for JupyterLab.,https://github.com/pbugnion/jupyterlab-sql,,lab-extensions,16,False,jupyterlab_sql,pbugnion/jupyterlab-sql,,https://github.com/pbugnion/jupyterlab-sql,2019-02-01 09:37:05.000,2022-04-09 04:43:06.000000,2020-01-04 12:02:35,634.0,,44.0,11.0,88.0,44.0,37.0,369.0,2020-01-04 11:56:53.000,0.3.3,,425.0,41.0,,,2.0,https://pypi.org/project/jupyterlab_sql,MIT,2020-01-04 11:56:53.000,,425.0,,,,3.0,jupyterlab-sql,https://www.npmjs.com/package/jupyterlab-sql,2019-08-11 12:22:58.915,,,,,,,,,,,,,,,,,,,
198,JupyterWith,declarative and reproducible Jupyter environments - powered by Nix.,https://github.com/tweag/jupyterWith,,notebook-tools,16,True,,tweag/jupyterWith,,https://github.com/tweag/jupyterWith,2018-12-18 10:10:58.000,2022-05-15 00:09:44.000000,2022-04-26 05:17:20,386.0,16.0,78.0,36.0,111.0,39.0,55.0,335.0,,,,,,,,29.0,,MIT,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
199,blackcellmagic,IPython magic command to format python code in cell using black.,https://github.com/csurfer/blackcellmagic,,magic,16,True,blackcellmagic,csurfer/blackcellmagic,conda-forge/blackcellmagic,https://github.com/csurfer/blackcellmagic,2018-04-25 14:27:26.000,2021-09-18 19:13:12.000000,2021-09-18 19:09:46,18.0,,10.0,11.0,6.0,5.0,5.0,297.0,2021-09-18 19:13:12.000,0.0.3,,3676.0,3.0,147.0,144.0,3.0,https://pypi.org/project/blackcellmagic,MIT,2021-09-18 19:13:12.000,3.0,3611.0,https://anaconda.org/conda-forge/blackcellmagic,2020-08-07 03:01:49.996,1373.0,3.0,,,,,,,,,,,,,,,,,,,,,,
200,JupyterLab Tensorboard,Tensorboard extension for jupyterlab.,https://github.com/chaoleili/jupyterlab_tensorboard,,lab-extensions,16,False,,chaoleili/jupyterlab_tensorboard,,https://github.com/chaoleili/jupyterlab_tensorboard,2018-08-14 12:36:26.000,2022-04-09 00:07:37.000000,2021-02-24 06:31:50,31.0,,31.0,10.0,22.0,17.0,10.0,289.0,2020-06-27 13:40:43.778,0.2.1,,6795.0,9.0,2.0,2.0,6.0,,MIT,,,,,,,3.0,jupyterlab_tensorboard,https://www.npmjs.com/package/jupyterlab_tensorboard,2020-06-27 13:40:43.778,,6795.0,,,,,,,,,,,,,,,,,
201,nbopen,Open a Jupyter notebook in the best available server.,https://github.com/takluyver/nbopen,,notebook-tools,16,False,nbopen,takluyver/nbopen,,https://github.com/takluyver/nbopen,2014-07-09 03:24:47.000,2018-04-25 07:37:01.000000,2018-04-25 07:36:18,57.0,,53.0,13.0,16.0,37.0,26.0,272.0,2017-09-08 07:23:49.000,0.4.3,,836.0,9.0,9.0,,10.0,https://pypi.org/project/nbopen,BSD-3-Clause,2018-04-25 07:36:48.000,9.0,836.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
202,ML Hub,Multi-user development platform for machine learning teams. Simple to setup within minutes.,https://github.com/ml-tooling/ml-hub,,notebook-environments,16,True,,ml-tooling/ml-hub,,https://github.com/ml-tooling/ml-hub,2019-06-26 15:05:50.000,2021-12-23 13:12:29.000000,2021-12-23 13:12:29,220.0,,49.0,16.0,8.0,15.0,11.0,231.0,2020-02-03 15:59:07.000,1.0.0,1803.0,1312.0,8.0,,,7.0,,Apache-2.0,,,,,,,3.0,,,,,,,mltooling/ml-hub,https://hub.docker.com/r/mltooling/ml-hub,2020-02-18 09:26:53.302538,5.0,43969.0,,,,,,,,,,,
203,jupyterlab-tabular-data-editor,Manipulate your tabular data responsively and effectively within JupyterLab.,https://github.com/jupytercalpoly/jupyterlab-tabular-data-editor,,lab-renderer,16,False,jupyterlab-tabular-data-editor,jupytercalpoly/jupyterlab-tabular-data-editor,,https://github.com/jupytercalpoly/jupyterlab-tabular-data-editor,2020-06-17 20:38:15.000,2021-03-24 19:57:48.307000,2021-03-24 19:48:15,225.0,,18.0,7.0,189.0,31.0,103.0,120.0,2021-03-24 19:57:48.307,1.0.0,,1438.0,16.0,5.0,5.0,5.0,https://pypi.org/project/jupyterlab-tabular-data-editor,BSD-3-Clause,2021-03-24 19:56:11.000,,1126.0,,,,3.0,jupyterlab-tabular-data-editor,https://www.npmjs.com/package/jupyterlab-tabular-data-editor,2021-03-24 19:57:48.307,,312.0,,,,,,,,,,,,,,,,,
204,nbzip,Zips and downloads all the contents of a jupyter notebook.,https://github.com/data-8/nbzip,,jupyter-extensions,16,False,nbzip,data-8/nbzip,,https://github.com/data-8/nbzip,2017-09-30 17:32:31.000,2019-11-22 08:47:26.000000,2019-11-22 08:47:25,43.0,,15.0,7.0,12.0,9.0,5.0,78.0,2018-08-10 16:52:09.000,0.1.0,,599.0,4.0,282.0,278.0,6.0,https://pypi.org/project/nbzip,Apache-2.0,2018-08-10 16:52:09.000,4.0,599.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
205,Content Management,Jupyter Content Management Extensions.,https://github.com/jupyter-incubator/contentmanagement,,jupyter-extensions,16,False,jupyter_cms,jupyter-incubator/contentmanagement,conda-forge/jupyter_cms,https://github.com/jupyter-incubator/contentmanagement,2015-09-21 15:41:02.000,2021-11-17 19:16:08.958000,2018-06-11 01:51:34,136.0,,25.0,22.0,32.0,7.0,20.0,76.0,2017-04-05 01:49:01.000,0.7.0,,1243.0,12.0,6.0,,8.0,https://pypi.org/project/jupyter_cms,BSD-3-Clause,2017-04-05 01:49:01.000,6.0,178.0,https://anaconda.org/conda-forge/jupyter_cms,2021-11-17 19:16:08.958,72449.0,3.0,,,,,,,,,,,,,,,,,,,,,,
206,nbcelltests,Cell-by-cell testing for production Jupyter notebooks in JupyterLab.,https://github.com/jpmorganchase/nbcelltests,,lab-extensions,16,True,nbcelltests,jpmorganchase/nbcelltests,conda-forge/nbcelltests,https://github.com/jpmorganchase/nbcelltests,2018-08-23 23:51:41.000,2022-04-30 13:25:35.000000,2022-04-30 13:25:35,558.0,12.0,17.0,9.0,139.0,31.0,83.0,60.0,2020-10-05 14:26:51.696,0.2.3,,350.0,17.0,,,7.0,https://pypi.org/project/nbcelltests,Apache-2.0,2020-10-05 14:26:38.000,,84.0,https://anaconda.org/conda-forge/nbcelltests,2020-10-05 19:20:36.194,4640.0,3.0,jupyterlab_celltests,https://www.npmjs.com/package/jupyterlab_celltests,2020-10-05 14:26:51.696,,73.0,,,,,,,,,,,,,,,,,
207,jupyterlab-sos,"Jupyterlab extension for SoS Polyglot Notebook and Workflow Engine, allows multiple kernels in one notebook.",https://github.com/vatlab/jupyterlab-sos,,lab-extensions,16,True,jupyterlab-sos,vatlab/jupyterlab-sos,conda-forge/jupyterlab-sos,https://github.com/vatlab/jupyterlab-sos,2018-03-20 16:07:18.000,2022-04-08 03:46:35.294000,2022-02-15 23:26:20,310.0,,3.0,4.0,,10.0,48.0,50.0,2022-02-15 23:26:01.000,0.8.4,,801.0,43.0,,,4.0,https://pypi.org/project/jupyterlab-sos,BSD-3-Clause,2022-02-15 23:26:01.000,,83.0,https://anaconda.org/conda-forge/jupyterlab-sos,2022-04-08 03:46:35.294,14452.0,3.0,jupyterlab-sos,https://www.npmjs.com/package/jupyterlab-sos,2021-01-14 22:31:15.129,,267.0,,,,,,,,,,,,,,,,,
208,jupyterlab_commands,Add arbitrary python commands to the jupyterlab command palette.,https://github.com/timkpaine/jupyterlab_commands,,lab-extensions,16,True,jupyterlab-commands,timkpaine/jupyterlab_commands,conda-forge/jupyterlab_commands,https://github.com/timkpaine/jupyterlab_commands,2018-08-01 15:55:08.000,2022-04-11 23:57:50.509000,2022-04-11 19:07:07,192.0,34.0,6.0,1.0,38.0,1.0,22.0,37.0,2022-04-11 19:08:49.000,0.3.4,,320.0,13.0,3.0,3.0,1.0,https://pypi.org/project/jupyterlab-commands,Apache-2.0,2022-04-11 19:08:49.000,,117.0,https://anaconda.org/conda-forge/jupyterlab_commands,2022-04-11 23:57:50.509,4891.0,3.0,,,,,,,,,,,,,,,,,,,,,,
209,py_d3,D3 block magic for Jupyter notebook.,https://github.com/ResidentMario/py_d3,,magic,15,True,py_d3,ResidentMario/py_d3,,https://github.com/ResidentMario/py_d3,2016-08-28 03:38:28.000,2022-02-20 00:55:57.000000,2022-02-20 00:55:56,41.0,3.0,37.0,21.0,6.0,1.0,15.0,442.0,2018-03-28 15:38:57.000,0.3.0,,196.0,9.0,,,4.0,https://pypi.org/project/py_d3,MIT,2018-03-28 15:38:57.000,,196.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
210,nbgather,Spit shine for Jupyter notebooks.,https://github.com/microsoft/gather,,lab-extensions,15,False,,microsoft/gather,,https://github.com/microsoft/gather,2018-10-08 23:32:10.000,2022-05-16 18:30:26.000000,2020-02-14 15:11:45,343.0,,28.0,13.0,38.0,10.0,16.0,437.0,2020-02-06 15:50:53.838,0.6.1,,84.0,9.0,,,12.0,,MIT,,,,,,,3.0,nbgather,https://www.npmjs.com/package/nbgather,2020-02-06 15:50:53.838,,84.0,,,,,,,,,,,,,,,,,
211,pynb,Jupyter Notebooks as plain Python code with embedded Markdown text.,https://github.com/elehcimd/pynb,,notebook-sharing,15,False,pynb,elehcimd/pynb,,https://github.com/elehcimd/pynb,2017-11-14 11:13:22.000,2020-07-07 15:27:22.000000,2020-07-07 15:27:10,154.0,,6.0,18.0,6.0,,8.0,235.0,2020-07-07 15:27:22.000,0.2.4,,38.0,17.0,20.0,19.0,8.0,https://pypi.org/project/pynb,MIT,2020-07-07 15:27:22.000,1.0,38.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
212,StickyLand,Break the linear presentation of Jupyter Notebooks with sticky cells!.,https://github.com/xiaohk/stickyland,,lab-extensions,15,True,jupyterlab-stickyland,xiaohk/stickyland,,https://github.com/xiaohk/stickyland,2021-11-02 15:25:33.000,2022-04-04 16:26:00.000000,2022-04-04 16:25:55,123.0,32.0,14.0,6.0,1.0,,7.0,230.0,2022-03-27 00:17:50.000,0.2.1,4.0,394.0,7.0,1.0,,2.0,https://pypi.org/project/jupyterlab-stickyland,BSD-3-Clause,2022-03-27 00:09:19.000,1.0,322.0,,,,3.0,jupyterlab-stickyland,https://www.npmjs.com/package/jupyterlab-stickyland,2021-11-23 04:23:59.372,,70.0,,,,,,,,,,,,,,,,,
213,JupyterLab Go-To-Definition,Navigate to variables definition with a click in JupyterLab (or with a few key strokes).,https://github.com/krassowski/jupyterlab-go-to-definition,,lab-extensions,15,True,,krassowski/jupyterlab-go-to-definition,,https://github.com/krassowski/jupyterlab-go-to-definition,2018-12-22 01:18:42.000,2021-08-23 19:48:16.000000,2021-07-28 12:06:05,89.0,,8.0,9.0,4.0,10.0,13.0,211.0,2020-03-14 15:54:46.503,1.0.0,,3269.0,19.0,14.0,11.0,2.0,,BSD-3-Clause,,,,,,,3.0,@krassowski/jupyterlab_go_to_definition,https://www.npmjs.com/package/@krassowski/jupyterlab_go_to_definition,2020-03-14 15:54:46.503,3.0,3269.0,,,,,,,,,,,,,,,,,
214,jupyterlab-interactive-dashboard-editor,A drag-and-drop dashboard editor for JupyterLab.,https://github.com/jupytercalpoly/jupyterlab-interactive-dashboard-editor,,lab-extensions,15,True,jupyterlab-interactive-dashboard-editor,jupytercalpoly/jupyterlab-interactive-dashboard-editor,conda-forge/jupyterlab-interactive-dashboard-editor,https://github.com/jupytercalpoly/jupyterlab-interactive-dashboard-editor,2020-06-17 20:39:00.000,2022-04-13 05:12:48.000000,2022-04-13 05:12:13,318.0,2.0,27.0,10.0,104.0,32.0,12.0,196.0,2021-04-01 19:36:39.000,0.4.0,,188.0,5.0,,,11.0,https://pypi.org/project/jupyterlab-interactive-dashboard-editor,BSD-3-Clause,2021-04-01 19:36:39.000,,36.0,https://anaconda.org/conda-forge/jupyterlab-interactive-dashboard-editor,2021-05-13 17:42:03.926,555.0,3.0,jupyterlab-interactive-dashboard-editor,https://www.npmjs.com/package/jupyterlab-interactive-dashboard-editor,2021-01-27 19:15:26.231,,106.0,,,,,,,,,,,,,,,,,
215,SQLCell,"SQLCell is a magic function for the Jupyter Notebook that executes raw, parallel, parameterized SQL queries with the..",https://github.com/tmthyjames/SQLCell,,magic,15,False,sqlcell,tmthyjames/SQLCell,,https://github.com/tmthyjames/SQLCell,2016-08-15 01:54:46.000,2022-04-06 18:55:56.000000,2020-10-06 02:14:24,310.0,,10.0,11.0,47.0,65.0,24.0,149.0,2019-05-19 02:21:20.000,0.2.0,,23.0,15.0,2.0,1.0,14.0,https://pypi.org/project/sqlcell,MIT,2019-05-20 11:16:28.000,1.0,23.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
216,JupyterLab Spreadsheet,"JupyterLab plugin for viewing spreadsheets, such as Excel .xls/.xlsx workbooks and OpenOffice .ods files.",https://github.com/quigleyj97/jupyterlab-spreadsheet,,lab-renderer,15,True,,quigleyj97/jupyterlab-spreadsheet,,https://github.com/quigleyj97/jupyterlab-spreadsheet,2018-10-13 22:51:03.000,2022-04-25 14:34:00.000000,2022-04-09 19:55:54,125.0,9.0,14.0,8.0,33.0,6.0,18.0,149.0,2021-07-17 23:46:41.952,0.4.1,,4978.0,12.0,2.0,2.0,4.0,,BSD-3-Clause,,,,,,,3.0,jupyterlab-spreadsheet,https://www.npmjs.com/package/jupyterlab-spreadsheet,2021-07-17 23:46:41.952,,4978.0,,,,,,,,,,,,,,,,,
217,JupyterLab Spellchecker,Spellchecker for JupyterLab notebook markdown cells and file editor.,https://github.com/jupyterlab-contrib/spellchecker,,lab-extensions,15,True,jupyterlab-spellchecker,jupyterlab-contrib/spellchecker,conda-forge/jupyterlab-spellchecker,https://github.com/jupyterlab-contrib/spellchecker,2018-04-02 07:47:30.000,2022-04-09 09:34:20.000000,2022-02-22 17:17:32,152.0,1.0,18.0,7.0,62.0,13.0,33.0,147.0,2021-10-08 10:09:24.361,0.7.2,,5766.0,19.0,1.0,1.0,6.0,https://pypi.org/project/jupyterlab-spellchecker,BSD-3-Clause,2021-10-08 10:08:30.000,,1083.0,https://anaconda.org/conda-forge/jupyterlab-spellchecker,2021-10-08 12:51:13.093,30483.0,3.0,@ijmbarr/jupyterlab_spellchecker,https://www.npmjs.com/package/@ijmbarr/jupyterlab_spellchecker,2021-10-08 10:09:24.361,,2339.0,,,,,,,,,,,,,,,,,
218,Kernel Detection,An Jupyter plugin to enable the automatic detection of conda and virtualenv environments as kernels.,https://github.com/Cadair/jupyter_environment_kernels,,kernels,15,False,environment_kernels,Cadair/jupyter_environment_kernels,,https://github.com/Cadair/jupyter_environment_kernels,2015-01-06 14:50:00.000,2018-02-20 00:36:41.000000,2018-02-12 13:00:01,77.0,,16.0,7.0,11.0,7.0,22.0,143.0,2018-02-12 13:01:06.000,1.1.1,,2561.0,3.0,6.0,,6.0,https://pypi.org/project/environment_kernels,BSD-2-Clause,2018-02-12 12:56:44.000,6.0,2561.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
219,xeus-sqlite,Jupyter kernel for SQLite.,https://github.com/jupyter-xeus/xeus-sqlite,,kernels,15,True,,jupyter-xeus/xeus-sqlite,conda-forge/xeus-sqlite,https://github.com/jupyter-xeus/xeus-sqlite,2020-03-11 11:24:36.000,2022-03-15 21:55:10.000000,2022-03-15 21:54:54,276.0,5.0,22.0,4.0,81.0,13.0,30.0,133.0,,,,531.0,7.0,,,12.0,,BSD-3-Clause,,,,https://anaconda.org/conda-forge/xeus-sqlite,2021-10-06 15:32:55.274,12757.0,3.0,,,,,,,,,,,,,,,,,,,,,,
220,nb_conda,Conda environment and package access extension from within Jupyter.,https://github.com/Anaconda-Platform/nb_conda,,jupyter-extensions,15,False,,Anaconda-Platform/nb_conda,conda-forge/nb_conda,https://github.com/Anaconda-Platform/nb_conda,2015-12-09 23:12:58.000,2022-01-26 14:48:31.000000,2020-09-11 21:06:00,158.0,,31.0,10.0,36.0,38.0,28.0,128.0,,,,5036.0,4.0,,,14.0,,BSD-3-Clause,,,,https://anaconda.org/conda-forge/nb_conda,2021-02-08 11:04:25.512,352580.0,3.0,,,,,,,,,,,,,,,,,,,,,,
221,ipylab,Control JupyterLab from Python Notebooks with Jupyter Widgets.,https://github.com/jtpio/ipylab,,lab-extensions,15,True,ipylab,jtpio/ipylab,conda-forge/ipylab,https://github.com/jtpio/ipylab,2019-11-15 19:52:12.000,2022-04-09 08:58:51.000000,2022-02-28 07:33:00,195.0,6.0,7.0,7.0,64.0,10.0,19.0,108.0,2021-11-13 10:58:20.000,0.5.2,30.0,2377.0,12.0,2.0,,6.0,https://pypi.org/project/ipylab,BSD-3-Clause,2021-11-13 10:58:14.000,2.0,1818.0,https://anaconda.org/conda-forge/ipylab,2021-11-13 16:03:39.438,9951.0,3.0,ipylab,https://www.npmjs.com/package/ipylab,2021-11-13 10:58:18.242,,227.0,,,,,,,,,,,,,,,,,
222,JupyterLab Flake8,A jupyterlab extension to email notebooks directly from JupyterLab.,https://github.com/timkpaine/jupyterlab_email,,lab-extensions,15,True,jupyterlab-email,timkpaine/jupyterlab_email,,https://github.com/timkpaine/jupyterlab_email,2018-08-07 14:14:40.000,2022-04-03 19:41:24.000000,2022-04-03 19:41:23,157.0,17.0,9.0,2.0,18.0,4.0,32.0,105.0,2022-03-15 23:37:04.000,0.2.4,,402.0,20.0,,,1.0,https://pypi.org/project/jupyterlab-email,Apache-2.0,2022-03-15 23:37:04.000,,108.0,,,,3.0,jupyterlab-flake8,https://www.npmjs.com/package/jupyterlab-flake8,2021-09-16 15:37:05.151,,294.0,,,,,,,,,,,,,,,,,
223,JupyterLab Commenting,Commenting and annotation for JupyterLab.,https://github.com/jupyterlab/jupyterlab-commenting,,lab-extensions,15,False,jupyterlab-commenting-service,jupyterlab/jupyterlab-commenting,,https://github.com/jupyterlab/jupyterlab-commenting,2019-01-03 21:55:33.000,2021-02-10 20:06:33.000000,2020-05-01 11:42:37,332.0,,22.0,26.0,32.0,24.0,10.0,91.0,2020-05-01 11:39:08.310,0.3.0,,151.0,4.0,,,10.0,https://pypi.org/project/jupyterlab-commenting-service,BSD-3-Clause,2019-10-18 14:13:09.000,,15.0,,,,3.0,@jupyterlab/commenting-extension,https://www.npmjs.com/package/@jupyterlab/commenting-extension,2020-05-01 11:39:08.310,,136.0,,,,,,,,,,,,,,,,,
224,JupyterLab Kernelspy,A Jupyter Lab extension for inspecting messages to/from a kernel.,https://github.com/jupyterlab-contrib/jupyterlab-kernelspy,,lab-extensions,15,True,jupyterlab-kernelspy,jupyterlab-contrib/jupyterlab-kernelspy,conda-forge/jupyterlab-kernelspy,https://github.com/jupyterlab-contrib/jupyterlab-kernelspy,2018-04-20 16:11:58.000,2022-04-19 12:19:19.604000,2022-04-19 09:58:35,133.0,9.0,9.0,6.0,65.0,2.0,11.0,66.0,2022-04-19 08:16:34.666,3.1.0,,748.0,22.0,3.0,3.0,4.0,https://pypi.org/project/jupyterlab-kernelspy,BSD-3-Clause,2022-04-19 08:16:15.000,,169.0,https://anaconda.org/conda-forge/jupyterlab-kernelspy,2022-04-19 12:19:19.604,1825.0,3.0,jupyterlab-kernelspy,https://www.npmjs.com/package/jupyterlab-kernelspy,2022-04-19 08:16:34.666,,397.0,,,,,,,,,,,,,,,,,
225,jupyterlite,Wasm powered Jupyter running in the browser.,https://github.com/jtpio/jupyterlite,,notebook-environments,15,True,,jtpio/jupyterlite,,https://github.com/jtpio/jupyterlite,2021-07-08 07:21:45.000,2022-05-19 07:00:31.000000,2022-05-06 17:16:52,1819.0,234.0,6.0,,3.0,,,66.0,,,,,,,,27.0,,BSD-3-Clause,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
226,SudoSpawner,Spawn JupyterHub single-user servers with sudo.,https://github.com/jupyterhub/sudospawner,,hub-spawners,15,True,sudospawner,jupyterhub/sudospawner,,https://github.com/jupyterhub/sudospawner,2014-11-24 23:21:36.000,2021-09-10 08:58:36.000000,2021-09-10 08:58:36,115.0,,36.0,10.0,36.0,17.0,20.0,43.0,2018-06-19 13:50:35.000,0.5.2,,824.0,8.0,41.0,38.0,14.0,https://pypi.org/project/sudospawner,BSD-3-Clause,2018-06-19 13:50:35.000,3.0,824.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
227,ipyscales,A widget library for scales.,https://github.com/vidartf/ipyscales,,widgets,15,False,ipyscales,vidartf/ipyscales,conda-forge/ipyscales,https://github.com/vidartf/ipyscales,2017-08-24 20:16:19.000,2021-01-06 10:53:16.793000,2021-01-05 12:56:43,172.0,,3.0,2.0,21.0,2.0,4.0,13.0,2021-01-05 12:56:20.000,0.6.0,,1257.0,10.0,60.0,52.0,4.0,https://pypi.org/project/ipyscales,BSD-3-Clause,2021-01-05 12:56:20.000,1.0,83.0,https://anaconda.org/conda-forge/ipyscales,2021-01-06 10:53:16.793,51859.0,3.0,jupyter-scales,https://www.npmjs.com/package/jupyter-scales,2021-01-05 09:52:46.342,7.0,71.0,,,,,,,,,,,,,,,,,
228,lgo,Interactive Go programming with Jupyter.,https://github.com/yunabe/lgo,,kernels,14,False,,yunabe/lgo,,https://github.com/yunabe/lgo,2017-10-05 15:29:10.000,2020-11-20 07:01:33.000000,2019-07-09 12:59:17,169.0,,112.0,48.0,16.0,23.0,53.0,2236.0,,,,,,,,9.0,,BSD-3-Clause,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
229,Wolfram Kernel,Wolfram Language kernel for Jupyter notebooks.,https://github.com/WolframResearch/WolframLanguageForJupyter,,kernels,14,True,,WolframResearch/WolframLanguageForJupyter,,https://github.com/WolframResearch/WolframLanguageForJupyter,2019-01-18 19:37:06.000,2022-02-23 01:53:13.000000,2022-02-19 09:55:04,143.0,1.0,94.0,48.0,39.0,27.0,64.0,721.0,,,5557.0,158.0,3.0,,,7.0,,MIT,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
